date       dec1    dec2     dec9    dec10
20060331 0.010697 0.018173 0.043691 0.049753
20060428 0.013049 0.008485 -0.004677 0.004968
20060531 -0.025273 -0.030032 -0.057692 -0.045814
20060630 0.001563 0.004627 -0.008793 -0.010225
20060731 0.011197 -0.010095 -0.03784 -0.032433
20060831 0.02429 0.026311 0.029482 0.021412
20060929 0.027031 0.017125 0.004854 0.005531
20061031 0.031948 0.036544 0.06661 0.049557
20061130 0.013591 0.032955 0.024516 0.02677
20061229 0.018246 0.002002 0.014741 0.02423
20070131 0.013271 0.028391 0.012072 0.016459
20070228 -0.02675 0.004406 -0.005401 -0.001779
20070330 0.012299 0.007718 0.009145 0.000626
20070430 0.042318 0.038548 0.007854 0.021951
20070531 0.034898 0.032174 0.033929 0.020097
20070629 -0.016701 -0.015409 0.000675 -0.005348
20070731 -0.02689 -0.02759 -0.073465 -0.059068
20070831 0.020654 -0.001788 0.015683 -0.01935
20070928 0.040628 0.03318 0.009193 0.020862
20071031 0.022084 0.020427 0.022612 0.002133
20071130 -0.038447 -0.036718 -0.086624 -0.087351
20071231 -0.004023 -0.008966 -0.003285 -0.007242
20080131 -0.063003 -0.05429 -0.070925 -0.049964
20080229 -0.028757 -0.033061 -0.057889 -0.028021
20080331 -0.002856 -0.018732 -0.003278 -0.027149
20080430 0.043661 0.060936 0.02564 0.01139
20080530 0.009706 0.021634 0.050173 0.023469
20080630 -0.080792 -0.086946 -0.09819 -0.087975
20080731 -0.00681 -0.021676 0.064584 0.019449
20080829 0.012539 0.008509 0.03868 0.030797
20080930 -0.080147 -0.121923 -0.076214 -0.094284
20081031 -0.150885 -0.199662 -0.208434 -0.232028
20081128 -0.065631 -0.091317 -0.126553 -0.169038
20081231 0.006305 0.038179 0.051894 0.021846
20090130 -0.08329 -0.067699 -0.104535 -0.036921
20090227 -0.09942 -0.096799 -0.132396 -0.121966
20090331 0.087706 0.083287 0.110671 0.106032
20090430 0.070483 0.151217 0.240318 0.250665
20090529 0.05298 0.053037 0.092712 0.14067
20090630 0.004362 -0.000112 0.03082 0.055244
20090731 0.07091 0.086479 0.098444 0.107306
20090831 0.029726 0.037314 0.045471 0.081985
20090930 0.031177 0.049744 0.072941 0.071943
20091030 -0.0121 -0.03944 -0.078398 -0.075151
20091130 0.063006 0.050584 0.015415 0.010163
20091231 0.009555 0.047389 0.081157 0.075822
20100129 -0.033718 -0.033408 -0.036274 -0.003966
20100226 0.027465 0.041523 0.049538 0.040824
20100331 0.05771 0.064042 0.077197 0.084171
20100430 0.007725 0.030406 0.071636 0.094493
20100528 -0.08023 -0.075872 -0.084041 -0.087405
20100630 -0.049693 -0.050662 -0.077896 -0.080229
20100730 0.06874 0.070351 0.063256 0.058096
20100831 -0.043646 -0.045216 -0.088994 -0.087563
20100930 0.085822 0.103301 0.120939 0.109471
20101029 0.040337 0.03597 0.057762 0.042217
20101130 -0.004709 0.012206 0.043858 0.023071
20101231 0.064218 0.065653 0.091159 0.096424
20110131 0.022708 0.017644 -0.017746 -0.002076
20110228 0.029376 0.037955 0.051088 0.04437
20110331 -0.003551 0.004487 0.030243 0.000707
20110429 0.028783 0.031079 0.01737 0.011413
20110531 -0.015554 -0.000705 -0.015485 -0.02715
20110630 -0.016157 -0.014463 -0.033822 -0.024079
20110729 -0.014622 -0.037547 -0.024549 -0.022974
20110831 -0.050088 -0.058321 -0.104923 -0.10699
20110930 -0.062419 -0.07948 -0.109587 -0.10835
20111031 0.100115 0.123943 0.160079 0.111555
20111130 -0.001389 -0.006115 -0.014118 -0.030796
20111230 0.014278 -0.005179 0.008958 0.023336
20120131 0.04192 0.050998 0.085293 0.099262
20120229 0.044145 0.048047 0.004745 0.02759
20120330 0.035524 0.023725 0.033181 0.042457
20120430 -0.0066 -0.00871 -0.018991 -0.014019
20120531 -0.056296 -0.063999 -0.076805 -0.065103
20120629 0.042463 0.029065 0.059457 0.063576
20120731 0.014991 0.007113 -0.023273 -0.014632
20120831 0.021309 0.026718 0.030303 0.025287
20120928 0.027542 0.02291 0.043419 0.051981
20121031 -0.019399 -0.015633 -0.036081 -0.028645
20121130 0.003956 0.014105 0.007225 -0.008495
20121231 0.003944 0.020925 0.041021 0.027739
20130131 0.050061 0.066369 0.04775 0.070659
20130228 0.012506 0.014314 0.011417 0.003291
20130328 0.037524 0.041689 0.054368 0.049866
20130430 0.01897 0.02273 0.008853 0.000194
20130531 0.023874 0.021721 0.050904 0.05217
20130628 -0.014005 -0.005341 0.017106 0.019804
20130731 0.051157 0.054476 0.080087 0.080625
20130830 -0.027968 -0.025261 -0.028852 -0.028931
20130930 0.029565 0.040608 0.07014 0.066405
20131031 0.047042 0.03771 0.019113 0.025801
20131129 0.032979 0.026866 0.055452 0.051234
20131231 0.026625 0.031064 0.033153 0.020707
20140131 -0.038449 -0.021978 -0.016904 0.000168
20140228 0.040305 0.0607 0.047987 0.041786
20140331 0.010072 -0.002738 -0.001291 -0.002865
20140430 0.007661 -0.00476 -0.060465 -0.045323
20140530 0.023102 0.025624 -0.000467 -0.001596
20140630 0.017603 0.031536 0.057758 0.04739
20140731 -0.011186 -0.022889 -0.068226 -0.054817
20140829 0.039201 0.048388 0.03404 0.042632
20140930 -0.010363 -0.018762 -0.061034 -0.046488
20141031 0.018434 0.030494 0.052089 0.038802
20141128 0.028053 0.033725 -0.009717 -0.014972
20141231 -0.005157 -0.005448 0.059503 0.031405
