  PERMNO        date            RET        vwretd        ewretd        sprtrn
   77702    20081031       0.040412      0.018099      0.033921      0.015365
   77702    20081103      -0.045697     -0.000639      0.008679     -0.002529
   77702    20081104      -0.007183      0.038998      0.026558      0.040826
   77702    20081105      -0.061897     -0.050706     -0.037383     -0.052677
   77702    20081106      -0.049700     -0.049089     -0.038082     -0.050264
   77702    20081107      -0.048693      0.026406      0.014462      0.028855
   77702    20081110      -0.033175     -0.013298     -0.019190     -0.012653
   77702    20081111      -0.020588     -0.024388     -0.028206     -0.022041
   77702    20081112      -0.066066     -0.053602     -0.053999     -0.051894
   77702    20081113      -0.002144      0.067983      0.048470      0.069213
   77702    20081114      -0.075188     -0.043637     -0.039602     -0.041699
   77702    20081117       0.003484     -0.023976     -0.022056     -0.025810
   77702    20081118      -0.030093      0.005705     -0.010726      0.009838
   77702    20081119      -0.048926     -0.063935     -0.064334     -0.061156
   77702    20081120      -0.100376     -0.070097     -0.067040     -0.067123
   77702    20081121       0.092050      0.061101      0.033462      0.063248
   77702    20081124       0.079183      0.066109      0.063643      0.064723
   77702    20081125      -0.028402      0.009689      0.015473      0.006551
   77702    20081126       0.069427      0.038377      0.052113      0.035328
   77702    20081128       0.017084      0.010104      0.020016      0.009643
   77702    20081201      -0.109742     -0.089365     -0.078240     -0.089295
   77702    20081202       0.072956      0.037684      0.035206      0.039941
   77702    20081203       0.012896      0.024010      0.014731      0.025836
   77702    20081204      -0.003472     -0.030128     -0.021850     -0.029308
   77702    20081205       0.059233      0.036124      0.026043      0.036499
   77702    20081208       0.052632      0.040404      0.037923      0.038387
   77702    20081209      -0.034375     -0.022345     -0.014899     -0.023118
   77702    20081210       0.028047      0.015133      0.022018      0.011894
   77702    20081211      -0.058762     -0.029871     -0.026441     -0.028524
   77702    20081212       0.041249      0.010485      0.017839      0.007028
   77702    20081215      -0.036403     -0.013854     -0.019337     -0.012686
   77702    20081216       0.080000      0.052837      0.046643      0.051360
   77702    20081217       0.011317     -0.004833      0.010979     -0.009593
   77702    20081218      -0.024415     -0.020511     -0.011857     -0.021163
   77702    20081219       0.030240      0.003897      0.003826      0.002937
   77702    20081222      -0.052632     -0.019132     -0.012689     -0.018302
   77702    20081223      -0.018162     -0.007590     -0.007736     -0.009717
   77702    20081224       0.016322      0.004512      0.005042      0.005781
   77702    20081226       0.001071      0.007193      0.011107      0.005356
   77702    20081229      -0.034225     -0.004360     -0.015163     -0.003873
   77702    20081230       0.036545      0.024765      0.021418      0.024407
   77702    20081231       0.010684      0.017405      0.034456      0.014158
   77702    20090102       0.040169      0.030501      0.038274      0.031608
   77702    20090105       0.008130     -0.000579      0.016764     -0.004668
   77702    20090106       0.030242      0.011298      0.033647      0.007817
   77702    20090107      -0.022505     -0.030489     -0.022271     -0.030010
   77702    20090108       0.015015      0.006284      0.011896      0.003397
   77702    20090109      -0.036489     -0.022409     -0.018748     -0.021303
   77702    20090112      -0.018424     -0.025559     -0.026589     -0.022564
   77702    20090113      -0.022941      0.003514      0.003554      0.001758
   77702    20090114      -0.035219     -0.035197     -0.035065     -0.033460
   77702    20090115       0.026549      0.004632      0.005630      0.001329
   77702    20090116       0.019397      0.008440      0.008792      0.007562
   77702    20090120      -0.060254     -0.055272     -0.051506     -0.052816
   77702    20090121       0.017998      0.043227      0.036151      0.043491
   77702    20090122       0.007735     -0.018218     -0.021960     -0.015162
   77702    20090123      -0.004386      0.006842      0.003373      0.005378
   77702    20090126      -0.008811      0.006132      0.010067      0.005553
   77702    20090127       0.016667      0.011296      0.010037      0.010926
   77702    20090128       0.054645      0.033780      0.030523      0.033558
   77702    20090129       0.000000     -0.032822     -0.028890     -0.033120
   77702    20090130      -0.021762     -0.020768     -0.012829     -0.022789
   77702    20090202       0.000000     -0.001067      0.001559     -0.000533
   77702    20090203       0.041314      0.014356      0.008983      0.015834
   77702    20090204      -0.006104     -0.004439     -0.004053     -0.007489
   77702    20090205       0.036847      0.015526      0.011978      0.016366
   77702    20090206       0.040474      0.027933      0.026723      0.026896
   77702    20090209       0.017078      0.001233      0.000768      0.001485
   77702    20090210      -0.076493     -0.045996     -0.035051     -0.049121
   77702    20090211       0.009091      0.007304      0.004636      0.007955
   77702    20090212       0.019019      0.002613     -0.000766      0.001739
   77702    20090213      -0.004912     -0.008815     -0.002111     -0.009998
   77702    20090217      -0.047384     -0.045266     -0.041883     -0.045559
   77702    20090218       0.000000     -0.003762     -0.011621     -0.000950
   77702    20090219      -0.013471     -0.011169     -0.015135     -0.012024
   77702    20090220       0.006302     -0.011763     -0.020020     -0.011413
   77702    20090223      -0.043841     -0.036124     -0.030842     -0.034699
   77702    20090224       0.040393      0.040182      0.037750      0.040103
   77702    20090225      -0.011542     -0.010665     -0.015518     -0.010658
   77702    20090226      -0.042463     -0.012146     -0.007036     -0.015780
   77702    20090227       0.014412     -0.019050     -0.010451     -0.023564
   77702    20090302      -0.041530     -0.049809     -0.055698     -0.046620
   77702    20090303      -0.021665     -0.006326     -0.013924     -0.006407
   77702    20090304       0.029138      0.025902      0.029680      0.023753
   77702    20090305      -0.030578     -0.041835     -0.049091     -0.042532
   77702    20090306      -0.023365      0.001617     -0.002234      0.001216
   77702    20090309      -0.010765     -0.011360     -0.016324     -0.010024
   77702    20090310       0.103990      0.063380      0.062630      0.063663
   77702    20090311       0.009858      0.004059      0.005505      0.002446
   77702    20090312       0.092191      0.041914      0.051270      0.040729
   77702    20090313       0.048659      0.006025      0.009588      0.007739
   77702    20090316       0.020833     -0.004790      0.001275     -0.003516
   77702    20090317       0.033395      0.031009      0.030369      0.032140
   77702    20090318       0.032316      0.022361      0.034165      0.020858
   77702    20090319       0.007826     -0.007989      0.007670     -0.012979
   77702    20090320      -0.037101     -0.020299     -0.014139     -0.019769
   77702    20090323       0.080645      0.069052      0.064792      0.070758
   77702    20090324      -0.061360     -0.019962     -0.016054     -0.020415
   77702    20090325      -0.014134      0.009016      0.017815      0.009626
   77702    20090326       0.110215      0.025259      0.035827      0.023320
   77702    20090327      -0.050040     -0.021631     -0.021526     -0.020316
   77702    20090330      -0.043331     -0.036229     -0.031872     -0.034819
   77702    20090331      -0.013322      0.014244      0.020144      0.013130
   77702    20090401       0.005401      0.017208      0.015828      0.016557
   77702    20090402       0.058192      0.031716      0.039004      0.028727
   77702    20090403      -0.010998      0.011631      0.012703      0.009732
   77702    20090406      -0.023097     -0.009799     -0.007213     -0.008332
   77702    20090407      -0.020140     -0.024644     -0.020098     -0.023855
   77702    20090408       0.026810      0.013118      0.017512      0.011783
   77702    20090409       0.044386      0.039484      0.045860      0.038053
   77702    20090413       0.000833      0.003951      0.007468      0.002533
   77702    20090414      -0.011657     -0.019503     -0.012727     -0.020065
   77702    20090415      -0.017692      0.012434      0.013648      0.012549
   77702    20090416      -0.004288      0.016087      0.020373      0.015539
   77702    20090417       0.038760      0.006018      0.013755      0.004969
   77702    20090420      -0.057214     -0.044750     -0.042003     -0.042790
   77702    20090421       0.038698      0.022725      0.029020      0.021252
   77702    20090422       0.064352     -0.005672      0.005406     -0.007682
   77702    20090423       0.062848      0.009217      0.001729      0.009922
   77702    20090424       0.011228      0.018993      0.021507      0.016797
   77702    20090427      -0.022946     -0.011384     -0.011690     -0.010067
   77702    20090428       0.022727     -0.002822      0.005018     -0.002740
   77702    20090429       0.014074      0.024493      0.028567      0.021610
   77702    20090430       0.056245     -0.000435      0.004244     -0.000950
   77702    20090501      -0.045643      0.005980      0.008472      0.005396
   77702    20090504       0.031884      0.035865      0.037638      0.033868
   77702    20090505      -0.001404     -0.003456      0.002787     -0.003792
   77702    20090506      -0.014065      0.016030      0.015205      0.017404
   77702    20090507      -0.000713     -0.015463     -0.011281     -0.013202
   77702    20090508      -0.024982      0.027318      0.034000      0.024069
   77702    20090511      -0.015373     -0.020736     -0.006809     -0.021512
   77702    20090512      -0.020074     -0.002659     -0.005772     -0.000979
   77702    20090513      -0.032625     -0.031142     -0.036948     -0.026895
   77702    20090514      -0.001569      0.012409      0.013597      0.010352
   77702    20090515       0.016496     -0.010643     -0.008198     -0.011410
   77702    20090518       0.034776      0.033016      0.034462      0.030389
   77702    20090519       0.002240      0.000507      0.004847     -0.001737
   77702    20090520       0.009687     -0.001787      0.000386     -0.005131
   77702    20090521      -0.008856     -0.016573     -0.013909     -0.016758
   77702    20090522      -0.032018     -0.000097      0.000888     -0.001497
   77702    20090526       0.038462      0.028116      0.027228      0.026302
   77702    20090527      -0.007407     -0.017272     -0.010079     -0.018971
   77702    20090528       0.023134      0.015060      0.008296      0.015419
   77702    20090529       0.049599      0.014743      0.014973      0.013575
   77702    20090601       0.036831      0.027024      0.029234      0.025818
   77702    20090602      -0.006702      0.003102      0.006477      0.001983
   77702    20090603       0.032389     -0.017261     -0.010874     -0.013739
   77702    20090604      -0.008497      0.013639      0.019881      0.011484
   77702    20090605      -0.005274     -0.003115      0.001207     -0.002515
   77702    20090608      -0.007952     -0.002646     -0.003553     -0.001011
   77702    20090609       0.015364      0.005493      0.008719      0.003503
   77702    20090610      -0.019737     -0.002837     -0.002291     -0.003480
   77702    20090611      -0.042953      0.007218      0.010810      0.006112
   77702    20090612       0.020337     -0.001359     -0.002603      0.001397
   77702    20090615      -0.029553     -0.025417     -0.023409     -0.023769
   77702    20090616      -0.008499     -0.013118     -0.011482     -0.012720
   77702    20090617       0.021429     -0.003016     -0.001874     -0.001382
   77702    20090618      -0.013287      0.006611      0.003136      0.008411
   77702    20090619       0.009213      0.004106      0.006317      0.003114
   77702    20090622      -0.037219     -0.033150     -0.033322     -0.030600
   77702    20090623       0.032823      0.002263     -0.002680      0.002307
   77702    20090624       0.003531      0.008940      0.008663      0.006524
   77702    20090625       0.044335      0.021621      0.021953      0.021444
   77702    20090626      -0.020890      0.000870      0.009696     -0.001478
   77702    20090629       0.007571      0.007693      0.002620      0.009065
   77702    20090630      -0.051230     -0.007753     -0.001692     -0.008531
   77702    20090701       0.007919      0.006079      0.011727      0.004362
   77702    20090702      -0.043571     -0.028146     -0.024530     -0.029145
   77702    20090706       0.000747     -0.001709     -0.008867      0.002566
   77702    20090707      -0.032090     -0.019556     -0.015998     -0.019684
   77702    20090708       0.005397     -0.003653     -0.010970     -0.001669
   77702    20090709       0.046012      0.004872      0.005021      0.003547
   77702    20090710      -0.013930     -0.003390     -0.000116     -0.004022
   77702    20090713       0.044610      0.023932      0.016221      0.024934
   77702    20090714       0.004270      0.007252      0.008311      0.005316
   77702    20090715       0.021970      0.031137      0.029617      0.029630
   77702    20090716      -0.000693      0.009456      0.008224      0.008642
   77702    20090717       0.002082     -0.000100     -0.001876     -0.000383
   77702    20090720       0.033241      0.013489      0.015346      0.011432
   77702    20090721      -0.015416      0.002492     -0.001750      0.003627
   77702    20090722       0.183798      0.000625      0.006326     -0.000534
   77702    20090723      -0.007476      0.024245      0.022672      0.023290
   77702    20090724      -0.002318      0.004319      0.006538      0.003042
   77702    20090727       0.004646      0.003430      0.007161      0.002982
   77702    20090728       0.003468     -0.003762      0.001287     -0.002606
   77702    20090729      -0.011521     -0.006491     -0.005145     -0.004563
   77702    20090730       0.027389      0.013390      0.015049      0.011896
   77702    20090731       0.003971      0.002684      0.004968      0.000740
   77702    20090803       0.032203      0.017978      0.019051      0.015342
   77702    20090804       0.023536      0.002504      0.006835      0.003012
   77702    20090805      -0.010695     -0.002039      0.000603     -0.002914
   77702    20090806      -0.010811     -0.007496     -0.007208     -0.005625
   77702    20090807       0.039891      0.013311      0.017849      0.013439
   77702    20090810       0.008933     -0.004375      0.002095     -0.003345
   77702    20090811      -0.017708     -0.013754     -0.011713     -0.012660
   77702    20090812       0.019618      0.012274      0.012435      0.011525
   77702    20090813       0.021321      0.008375      0.007157      0.006880
   77702    20090814      -0.026477     -0.010003     -0.012073     -0.008531
   77702    20090817      -0.026151     -0.026003     -0.025879     -0.024261
   77702    20090818       0.020945      0.012012      0.015007      0.010146
   77702    20090819       0.005786      0.006916      0.006590      0.006861
   77702    20090820       0.005230      0.010675      0.010307      0.010949
   77702    20090821       0.025494      0.018207      0.016437      0.018623
   77702    20090824      -0.023846     -0.000862      0.001050     -0.000546
   77702    20090825       0.013514      0.002731      0.005311      0.002369
   77702    20090826      -0.007692     -0.000800      0.003465      0.000117
   77702    20090827       0.004651      0.003054      0.002991      0.002782
   77702    20090828      -0.005658     -0.001423     -0.001743     -0.001988
   77702    20090831      -0.017589     -0.009180     -0.009000     -0.008076
   77702    20090901      -0.022644     -0.021946     -0.019637     -0.022124
   77702    20090902       0.000000     -0.002636     -0.000628     -0.003296
   77702    20090903       0.007004      0.010692      0.010589      0.008535
   77702    20090904       0.017656      0.013981      0.013220      0.013118
   77702    20090908       0.009464      0.010417      0.011746      0.008845
   77702    20090909       0.046354      0.007777      0.011660      0.007782
   77702    20090910      -0.005973      0.011151      0.012918      0.010422
   77702    20090911      -0.004006      0.000080      0.002029     -0.001350
   77702    20090914       0.009553      0.006382      0.008107      0.006339
   77702    20090915      -0.014442      0.006169      0.009201      0.003135
   77702    20090916       0.003032      0.016261      0.017454      0.015324
   77702    20090917       0.011587     -0.003709     -0.000030     -0.003060
   77702    20090918       0.033865      0.001857      0.002461      0.002637
   77702    20090921      -0.004335     -0.004269     -0.001788     -0.003407
   77702    20090922      -0.009676      0.008552      0.009561      0.006575
   77702    20090923      -0.038104     -0.010370     -0.004688     -0.010068
   77702    20090924      -0.026409     -0.012666     -0.015964     -0.009511
   77702    20090925       0.034429     -0.006349     -0.002446     -0.006091
   77702    20090928       0.039839      0.017946      0.015758      0.017810
   77702    20090929      -0.011639     -0.001067      0.000059     -0.002230
   77702    20090930       0.013248     -0.002880     -0.004316     -0.003328
   77702    20091001      -0.032930     -0.027083     -0.024204     -0.025760
   77702    20091002      -0.011517     -0.005305     -0.006507     -0.004506
   77702    20091005       0.016211      0.016008      0.015677      0.014875
   77702    20091006       0.023430      0.014545      0.013401      0.013705
   77702    20091007      -0.006332      0.003054      0.002384      0.002712
   77702    20091008       0.003431      0.009685      0.009296      0.007470
   77702    20091009      -0.011236      0.005240      0.006573      0.005641
   77702    20091012       0.005929      0.003887      0.000513      0.004386
   77702    20091013      -0.008350     -0.001923     -0.000480     -0.002788
   77702    20091014       0.017335      0.017816      0.014102      0.017546
   77702    20091015       0.008763      0.002401      0.000130      0.004157
   77702    20091016      -0.003861     -0.008152     -0.006059     -0.008098
   77702    20091019       0.014535      0.009987      0.007874      0.009405
   77702    20091020      -0.019580     -0.007961     -0.009123     -0.006239
   77702    20091021      -0.009255     -0.008341     -0.006952     -0.008854
   77702    20091022       0.015733      0.010135      0.006973      0.010644
   77702    20091023      -0.018877     -0.012721     -0.013168     -0.012179
   77702    20091026      -0.010854     -0.013199     -0.012990     -0.011717
   77702    20091027      -0.047880     -0.006300     -0.010169     -0.003318
   77702    20091028      -0.018334     -0.023836     -0.030392     -0.019541
   77702    20091029       0.041622      0.023807      0.020349      0.022520
   77702    20091030      -0.027664     -0.028001     -0.023885     -0.028065
   77702    20091102       0.021075      0.005083     -0.001022      0.006456
   77702    20091103       0.002064      0.005747      0.009401      0.002426
   77702    20091104      -0.010814      0.000868     -0.002387      0.001043
   77702    20091105       0.025508      0.019374      0.020275      0.019236
   77702    20091106       0.072081      0.001553     -0.000597      0.002503
   77702    20091109      -0.000947      0.023287      0.015690      0.022239
   77702    20091110       0.014692     -0.000672     -0.006304     -0.000064
   77702    20091111       0.014012      0.005482      0.005813      0.005032
   77702    20091112      -0.001382     -0.011722     -0.014038     -0.010259
   77702    20091113       0.004613      0.006826      0.007887      0.005739
   77702    20091116       0.012856      0.015592      0.016714      0.014468
   77702    20091117      -0.003173      0.001240     -0.001824      0.000919
   77702    20091118      -0.012278     -0.000941     -0.001355     -0.000468
   77702    20091119      -0.008748     -0.014008     -0.014576     -0.013426
   77702    20091120      -0.005574     -0.003930     -0.001469     -0.003215
   77702    20091123       0.009341      0.012969      0.010755      0.013616
   77702    20091124      -0.012957     -0.001308     -0.002305     -0.000533
   77702    20091125       0.022972      0.005832      0.003686      0.004504
   77702    20091127      -0.017873     -0.018551     -0.016764     -0.017233
   77702    20091130       0.021932      0.003947      0.002433      0.003793
   77702    20091201      -0.007763      0.014008      0.012539      0.012075
   77702    20091202      -0.002301      0.002344      0.005848      0.000343
   77702    20091203      -0.025830     -0.008821     -0.006843     -0.008402
   77702    20091204       0.022727      0.005362      0.011082      0.005509
   77702    20091207      -0.009259     -0.001580      0.001961     -0.002468
   77702    20091208      -0.008411     -0.010582     -0.007915     -0.010252
   77702    20091209       0.003770      0.003537      0.002190      0.003672
   77702    20091210       0.047418      0.005291     -0.001180      0.005840
   77702    20091211       0.004034      0.003171      0.005236      0.003683
   77702    20091214       0.019643      0.008465      0.009914      0.006959
   77702    20091215      -0.004816     -0.004612     -0.004277     -0.005547
   77702    20091216      -0.012758      0.003300      0.005027      0.001128
   77702    20091217      -0.008467     -0.012545     -0.010307     -0.011811
   77702    20091218       0.064270      0.006088      0.005057      0.005830
   77702    20091221      -0.022804      0.009733      0.009406      0.010504
   77702    20091222       0.025065      0.004602      0.005825      0.003564
   77702    20091223       0.000843      0.004718      0.008581      0.002299
   77702    20091224      -0.003370      0.005241      0.005349      0.005256
   77702    20091228       0.006340      0.000984     -0.000148      0.001154
   77702    20091229      -0.012600     -0.000931      0.001684     -0.001401
   77702    20091230      -0.008507     -0.000668      0.000497      0.000195
   77702    20091231      -0.010725     -0.008658     -0.002657     -0.010050
   77702    20100104      -0.000434      0.017120      0.019120      0.016043
   77702    20100105       0.023427      0.003368      0.002475      0.003116
   77702    20100106      -0.007206      0.002052      0.003210      0.000546
   77702    20100107      -0.002562      0.002854      0.006887      0.004001
   77702    20100108      -0.003425      0.004162      0.007230      0.002882
   77702    20100111      -0.003007      0.001122      0.003568      0.001747
   77702    20100112      -0.016803     -0.010990     -0.010170     -0.009381
   77702    20100113       0.024321      0.008639      0.008890      0.008326
   77702    20100114       0.007487      0.002320      0.004431      0.002427
   77702    20100115      -0.011890     -0.011321     -0.008664     -0.010823
   77702    20100119       0.013322      0.012053      0.011286      0.012500
   77702    20100120      -0.012299     -0.011061     -0.009048     -0.010598
   77702    20100121       0.016574     -0.017736     -0.014191     -0.018945
   77702    20100122      -0.032353     -0.020990     -0.014432     -0.022141
   77702    20100125      -0.022261      0.003892      0.000975      0.004598
   77702    20100126       0.006250     -0.004906     -0.006016     -0.004203
   77702    20100127      -0.005768      0.004153      0.001880      0.004880
   77702    20100128      -0.014726     -0.011294     -0.008876     -0.011818
   77702    20100129      -0.013134     -0.010282     -0.008187     -0.009829
   77702    20100201       0.020193      0.015087      0.011349      0.014266
   77702    20100202       0.009897      0.012228      0.008665      0.012973
   77702    20100203      -0.000891     -0.004966     -0.003824     -0.005474
   77702    20100204      -0.027642     -0.031957     -0.028128     -0.031141
   77702    20100205      -0.005043      0.002661      0.000458      0.002897
   77702    20100208       0.009677     -0.008230     -0.005335     -0.008863
   77702    20100209       0.012780      0.013881      0.011905      0.013040
   77702    20100210       0.008112     -0.001473      0.000019     -0.002233
   77702    20100211       0.008493      0.012092      0.012792      0.009680
   77702    20100212       0.001773     -0.000656      0.003123     -0.002745
   77702    20100216       0.012389      0.017966      0.014436      0.018001
   77702    20100217       0.011801      0.004660      0.005052      0.004238
   77702    20100218       0.004752      0.006187      0.004380      0.006585
   77702    20100219       0.004299      0.002455      0.001960      0.002187
   77702    20100222      -0.019692     -0.001113      0.001982     -0.001046
   77702    20100223      -0.009607     -0.013061     -0.008435     -0.012103
   77702    20100224       0.017637      0.008520      0.005359      0.009720
   77702    20100225      -0.007799     -0.000715     -0.000977     -0.002081
   77702    20100226       0.000437      0.001851      0.001597      0.001405
   77702    20100301       0.016587      0.011972      0.012952      0.010159
   77702    20100302       0.001717      0.004406      0.007842      0.002330
   77702    20100303      -0.011573      0.001601      0.002859      0.000429
   77702    20100304      -0.006071      0.003093      0.004644      0.003736
   77702    20100305       0.019634      0.014478      0.015175      0.014008
   77702    20100308      -0.002140      0.000735      0.003796     -0.000176
   77702    20100309       0.012865      0.001687      0.002511      0.001713
   77702    20100310       0.025826      0.005052      0.006236      0.004525
   77702    20100311       0.001651      0.003972      0.003270      0.004042
   77702    20100312       0.000412      0.000743      0.000601     -0.000217
   77702    20100315       0.005766     -0.000685     -0.003177      0.000452
   77702    20100316       0.035627      0.008738      0.007168      0.007779
   77702    20100317       0.010676      0.005597      0.004720      0.005822
   77702    20100318      -0.021127     -0.002025     -0.002675     -0.000326
   77702    20100319      -0.001998     -0.006887     -0.007943     -0.005087
   77702    20100322       0.010813      0.005857      0.006290      0.005095
   77702    20100323       0.006735      0.007664      0.008460      0.007171
   77702    20100324      -0.004723     -0.006608     -0.005124     -0.005493
   77702    20100325      -0.042705     -0.002439     -0.003449     -0.001704
   77702    20100326       0.015696      0.000649      0.000860      0.000738
   77702    20100329       0.000813      0.006782      0.005706      0.005683
   77702    20100330      -0.002032      0.000456      0.001620      0.000043
   77702    20100331      -0.011808     -0.002771     -0.002941     -0.003273
   77702    20100401      -0.001236      0.008643      0.006961      0.007414
   77702    20100405       0.019389      0.009537      0.013157      0.007928
   77702    20100406      -0.000406      0.002104      0.005226      0.001684
   77702    20100407       0.012602     -0.005357     -0.000953     -0.005877
   77702    20100408      -0.003212      0.002841      0.002693      0.003374
   77702    20100409      -0.004430      0.006695      0.005845      0.006684
   77702    20100412      -0.009304      0.001783      0.003880      0.001767
   77702    20100413       0.009800      0.000735      0.001568      0.000685
   77702    20100414       0.004448      0.012321      0.014968      0.011150
   77702    20100415       0.011675      0.000094      0.002761      0.000843
   77702    20100416      -0.006765     -0.016102     -0.010972     -0.016127
   77702    20100419      -0.002404      0.002259     -0.002911      0.004521
   77702    20100420       0.014458      0.009800      0.011963      0.008058
   77702    20100421       0.005146     -0.000545      0.002920     -0.001019
   77702    20100422       0.073257      0.003579      0.007550      0.002264
   77702    20100423       0.000367      0.007440      0.010052      0.007124
   77702    20100426       0.004769     -0.003209      0.002661     -0.004296
   77702    20100427      -0.031398     -0.023834     -0.018843     -0.023382
   77702    20100428      -0.011685      0.005231      0.001557      0.006463
   77702    20100429       0.014493      0.013618      0.013165      0.012943
   77702    20100430      -0.023308     -0.016824     -0.015029     -0.016648
   77702    20100503       0.046189      0.012861      0.011350      0.013121
   77702    20100504      -0.042311     -0.025346     -0.023949     -0.023838
   77702    20100505       0.007299     -0.009192     -0.013600     -0.006561
   77702    20100506      -0.023265     -0.032544     -0.033685     -0.032378
   77702    20100507      -0.006228     -0.015837     -0.016989     -0.015308
   77702    20100510       0.062455      0.044894      0.042804      0.043974
   77702    20100511      -0.012574     -0.000931      0.004202     -0.003397
   77702    20100512       0.043071      0.016244      0.019124      0.013740
   77702    20100513      -0.014722     -0.010841     -0.004875     -0.012145
   77702    20100514      -0.033892     -0.019384     -0.018568     -0.018800
   77702    20100517       0.015089     -0.000563     -0.003146      0.001109
   77702    20100518      -0.012263     -0.013634     -0.012871     -0.014196
   77702    20100519      -0.014673     -0.007144     -0.013290     -0.005130
   77702    20100520      -0.041619     -0.040348     -0.039086     -0.038976
   77702    20100521       0.007570      0.015276      0.011578      0.015024
   77702    20100524      -0.008699     -0.012030     -0.006556     -0.012908
   77702    20100525      -0.005983     -0.000157     -0.006476      0.000354
   77702    20100526      -0.008427     -0.002870      0.004575     -0.005661
   77702    20100527       0.053015      0.035090      0.033655      0.032876
   77702    20100528      -0.004996     -0.011745     -0.006630     -0.012375
   77702    20100601      -0.007339     -0.018500     -0.020678     -0.017165
   77702    20100602       0.034241      0.026559      0.020297      0.025843
   77702    20100603       0.010534      0.004793      0.005511      0.004051
   77702    20100604      -0.026340     -0.035851     -0.032259     -0.034411
   77702    20100607      -0.023420     -0.014001     -0.018182     -0.013532
   77702    20100608       0.012138      0.009216     -0.001221      0.010976
   77702    20100609       0.017795     -0.003829     -0.000242     -0.005942
   77702    20100610       0.025466      0.029493      0.024915      0.029507
   77702    20100611       0.006301      0.006185      0.009444      0.004380
   77702    20100614       0.011418      0.000012      0.004188     -0.001805
   77702    20100615       0.017116      0.023845      0.019397      0.023494
   77702    20100616       0.002148     -0.001212     -0.001970     -0.000556
   77702    20100617      -0.000357      0.000907     -0.000032      0.001283
   77702    20100618       0.003931      0.001705      0.002944      0.001317
   77702    20100621      -0.002492     -0.004316     -0.006310     -0.003857
   77702    20100622      -0.028194     -0.016131     -0.013867     -0.016071
   77702    20100623       0.003305     -0.002925     -0.001877     -0.002985
   77702    20100624      -0.023792     -0.016248     -0.012404     -0.016803
   77702    20100625       0.005249      0.006049      0.010275      0.002859
   77702    20100628      -0.015666     -0.003123     -0.004657     -0.002034
   77702    20100629      -0.052293     -0.032865     -0.031187     -0.031017
   77702    20100630      -0.028389     -0.008942     -0.005541     -0.010113
   77702    20100701       0.014815     -0.003937     -0.007599     -0.003240
   77702    20100702      -0.012571     -0.004746     -0.004368     -0.004662
   77702    20100706      -0.030370      0.003313     -0.006419      0.005359
   77702    20100707       0.033438      0.030874      0.021937      0.031331
   77702    20100708       0.018033      0.009559      0.010041      0.009413
   77702    20100709       0.018518      0.008900      0.011698      0.007204
   77702    20100712      -0.001186     -0.001339     -0.005483      0.000733
   77702    20100713       0.026514      0.017184      0.021561      0.015379
   77702    20100714       0.002313     -0.000637     -0.001089     -0.000155
   77702    20100715       0.005000      0.000420     -0.003627      0.001196
   77702    20100716      -0.029851     -0.028521     -0.024131     -0.028820
   77702    20100719       0.005523      0.004999      0.003039      0.005982
   77702    20100720       0.010985      0.012630      0.011590      0.011417
   77702    20100721      -0.023283     -0.012840     -0.009837     -0.012820
   77702    20100722      -0.000795      0.023555      0.023312      0.022513
   77702    20100723       0.009145      0.009625      0.013520      0.008220
   77702    20100726       0.000394      0.011606      0.013834      0.011200
   77702    20100727      -0.008271     -0.002525     -0.002162     -0.001049
   77702    20100728      -0.007546     -0.007460     -0.007818     -0.006922
   77702    20100729      -0.006803     -0.002606      0.000460     -0.004159
   77702    20100730       0.001209      0.001520      0.003373      0.000064
   77702    20100802      -0.001610      0.020543      0.013600      0.022023
   77702    20100803       0.001621     -0.005139     -0.004560     -0.004796
   77702    20100804       0.018608      0.007461      0.007322      0.006051
   77702    20100805       0.000000     -0.002492     -0.004121     -0.001269
   77702    20100806       0.005957     -0.003543     -0.002671     -0.003704
   77702    20100809       0.013028      0.005841      0.006802      0.005483
   77702    20100810      -0.010133     -0.007991     -0.011580     -0.005967
   77702    20100811      -0.029134     -0.029199     -0.028496     -0.028179
   77702    20100812      -0.008110     -0.004668     -0.003038     -0.005379
   77702    20100813      -0.019215     -0.003872     -0.004209     -0.004024
   77702    20100816      -0.007086      0.001450      0.003630      0.000120
   77702    20100817       0.019941      0.013884      0.012332      0.012192
   77702    20100818       0.008438      0.002325      0.001914      0.001483
   77702    20100819      -0.018775     -0.016700     -0.016574     -0.016935
   77702    20100820       0.000416     -0.003310     -0.001642     -0.003663
   77702    20100823      -0.015385     -0.004849     -0.008724     -0.004040
   77702    20100824      -0.036318     -0.014430     -0.011864     -0.014512
   77702    20100825       0.023663      0.004571      0.005698      0.003289
   77702    20100826      -0.003853     -0.006640     -0.004949     -0.007685
   77702    20100827       0.008595      0.018437      0.018576      0.016587
   77702    20100830      -0.001704     -0.014210     -0.013772     -0.014719
   77702    20100831      -0.019206      0.000124      0.000360      0.000391
   77702    20100901       0.030461      0.029083      0.024891      0.029505
   77702    20100902       0.041385      0.009531      0.008299      0.009081
   77702    20100903       0.016626      0.012969      0.011735      0.013219
   77702    20100907      -0.007978     -0.011856     -0.012413     -0.011471
   77702    20100908      -0.003619      0.006321      0.006096      0.006439
   77702    20100909       0.002018      0.003759      0.002373      0.004832
   77702    20100910       0.022956      0.004483      0.004082      0.004863
