    date          smb          hml        mktrf          rf          umd
20071018     0.001100    -0.003900    -0.001000     0.00014     0.009300
20071019    -0.004800     0.000100    -0.024500     0.00014    -0.003300
20071022     0.008900     0.000500     0.004700     0.00014    -0.006900
20071023     0.000600    -0.005400     0.008500     0.00014     0.013300
20071024    -0.004600    -0.002100    -0.003300     0.00014     0.004100
20071025    -0.003200    -0.000400    -0.001900     0.00014     0.004000
20071026     0.002700     0.003600     0.013800     0.00014    -0.001300
20071029    -0.002800    -0.005800     0.004000     0.00014     0.004400
20071030     0.000900     0.001300    -0.006400     0.00014    -0.006500
20071031     0.000400    -0.001200     0.012300     0.00014     0.006700
20071101    -0.008600    -0.004400    -0.026600     0.00016     0.005900
20071102     0.001900    -0.008900     0.000800     0.00016     0.010800
20071105    -0.002800    -0.001100    -0.005900     0.00016     0.002800
20071106     0.000300    -0.001700     0.011900     0.00016     0.008000
20071107    -0.000400    -0.004600    -0.027700     0.00016     0.003400
20071108     0.005400     0.011700    -0.000500     0.00016    -0.008100
20071109     0.002400     0.008600    -0.014600     0.00016    -0.014300
20071112     0.003700     0.002700    -0.010800     0.00016    -0.021600
20071113    -0.004600     0.000500     0.028100     0.00016    -0.009000
20071114    -0.002200    -0.001700    -0.006300     0.00016     0.006700
20071115     0.000400    -0.000700    -0.012500     0.00016     0.007000
20071116    -0.006200    -0.006400     0.004100     0.00016     0.010800
20071119    -0.002600    -0.003800    -0.018100     0.00016     0.009600
20071120    -0.005600    -0.000900     0.003100     0.00016     0.016200
20071121     0.004100     0.000900    -0.015400     0.00016    -0.000600
20071123     0.001700     0.002000     0.015900     0.00016    -0.008000
20071126    -0.000600    -0.006500    -0.020900     0.00016     0.010500
20071127    -0.005300    -0.001900     0.013100     0.00016    -0.000800
20071128     0.003000    -0.001800     0.029000     0.00016    -0.007700
20071129    -0.005000    -0.003100     0.000100     0.00016     0.006400
20071130    -0.006200     0.008600     0.007000     0.00016    -0.014300
20071203    -0.005300     0.001000    -0.006000     0.00014     0.007400
20071204    -0.001400    -0.001400    -0.006100     0.00014     0.008000
20071205     0.000300    -0.000300     0.014700     0.00014     0.003900
20071206     0.008400     0.002700     0.015500     0.00014    -0.009000
20071207     0.000500    -0.000200    -0.000700     0.00014    -0.000100
20071210    -0.001500     0.002300     0.007100     0.00014    -0.009100
20071211    -0.002700    -0.000700    -0.025000     0.00014     0.016300
20071212     0.000500    -0.002000     0.004800     0.00014     0.015500
20071213    -0.003400    -0.002900     0.000600     0.00014     0.007700
20071214    -0.004900    -0.002600    -0.013600     0.00014     0.007400
20071217    -0.002100     0.003100    -0.015900     0.00014    -0.007900
20071218     0.011300    -0.000100     0.006500     0.00014    -0.000200
20071219     0.003000    -0.004100    -0.001000     0.00014     0.008900
20071220     0.008700    -0.003900     0.006400     0.00014     0.008100
20071221     0.003400    -0.000100     0.016400     0.00014    -0.002800
20071224     0.000900     0.002100     0.008000     0.00014    -0.002500
20071226     0.002100    -0.000400     0.001000     0.00014     0.008000
20071227    -0.011700     0.000400    -0.014900     0.00014     0.004700
20071228    -0.003700    -0.001400     0.001200     0.00014     0.008300
20071231     0.000200     0.004100    -0.006500     0.00014    -0.007900
20080102    -0.000900    -0.000900    -0.014600     0.00010     0.009000
20080103    -0.010200    -0.003600    -0.001400     0.00010     0.016100
20080104    -0.004900     0.001400    -0.025600     0.00010     0.005700
20080107     0.001100     0.001500     0.001600     0.00010    -0.005200
20080108    -0.004300    -0.008500    -0.018100     0.00010     0.010300
20080109    -0.003500    -0.006400     0.011000     0.00010     0.002700
20080110    -0.001500     0.005800     0.008900     0.00010    -0.013900
20080111    -0.007500     0.002400    -0.014200     0.00010    -0.008700
20080114    -0.000300    -0.001700     0.010200     0.00010     0.002900
20080115     0.004900    -0.001300    -0.023900     0.00010     0.003500
20080116     0.008000     0.011900    -0.005100     0.00010    -0.029600
20080117     0.003600    -0.001300    -0.028000     0.00010     0.002900
20080118    -0.002300    -0.008700    -0.005600     0.00010     0.008300
20080122     0.003300     0.011900    -0.009800     0.00010    -0.028700
20080123     0.006600     0.016400     0.020400     0.00010    -0.042400
20080124    -0.009200    -0.005300     0.010200     0.00010     0.002500
20080125     0.008200     0.002700    -0.013900     0.00010     0.007200
20080128     0.000400     0.009900     0.017100     0.00010    -0.016800
20080129    -0.004800     0.009800     0.006900     0.00010    -0.013900
20080130    -0.003600    -0.001000    -0.005900     0.00010     0.001500
20080131     0.008300     0.004600     0.016600     0.00010    -0.016900
20080201     0.006900     0.000600     0.014800     0.00007    -0.010800
20080204     0.001800    -0.001800    -0.009900     0.00007     0.017900
20080205     0.004500     0.000300    -0.030100     0.00007     0.005600
20080206    -0.003700     0.005000    -0.008500     0.00007     0.001600
20080207     0.004100     0.000400     0.008200     0.00007    -0.005800
20080208    -0.000800    -0.003400    -0.003000     0.00007     0.017300
20080211    -0.001900    -0.005900     0.005800     0.00007     0.009900
20080212    -0.001500    -0.000500     0.006100     0.00007    -0.000200
20080213     0.007000     0.000400     0.014600     0.00007     0.004700
20080214    -0.007700     0.001500    -0.013500     0.00007     0.006300
20080215    -0.008000     0.003400    -0.000200     0.00007    -0.002300
20080219     0.002700    -0.003600    -0.000600     0.00007     0.009500
20080220     0.002200    -0.000100     0.008300     0.00007    -0.008000
20080221    -0.003500    -0.001900    -0.012800     0.00007     0.005400
20080222    -0.008600     0.006200     0.006100     0.00007    -0.005200
20080225     0.004500    -0.000400     0.014600     0.00007     0.000800
20080226     0.004000    -0.000900     0.007200     0.00007    -0.004400
20080227    -0.000400    -0.002300    -0.001100     0.00007    -0.000700
20080228    -0.003900    -0.004700    -0.009300     0.00007     0.024300
20080229     0.001200    -0.001700    -0.026400     0.00007     0.010300
20080303    -0.002300    -0.003300    -0.000400     0.00009     0.009500
20080304     0.000100    -0.000500    -0.003600     0.00009     0.001600
20080305    -0.002000    -0.003500     0.005600     0.00009     0.010700
20080306    -0.004200    -0.002500    -0.022600     0.00009     0.019000
20080307     0.002400     0.005700    -0.008800     0.00009    -0.005300
20080310    -0.005900     0.005200    -0.017200     0.00009     0.007400
20080311     0.002100     0.002100     0.035700     0.00009    -0.010800
20080312     0.002100    -0.008100    -0.007700     0.00009     0.008600
20080313     0.013100    -0.002100     0.006500     0.00009     0.004900
20080314    -0.002100    -0.002600    -0.020700     0.00009     0.012200
20080317    -0.007900     0.004800    -0.012100     0.00009     0.010600
20080318     0.000300    -0.002600     0.040900     0.00009    -0.025300
20080319    -0.000200     0.001800    -0.023700     0.00009    -0.009700
20080320    -0.001400     0.007400     0.023000     0.00009    -0.035400
20080324     0.011300    -0.006000     0.017100     0.00009    -0.013500
20080325     0.004300    -0.001600     0.003800     0.00009     0.006900
20080326     0.006200    -0.004900    -0.008200     0.00009     0.023700
20080327    -0.002000     0.000000    -0.011300     0.00009     0.008600
20080328    -0.004400     0.002700    -0.008200     0.00009     0.017400
20080331     0.000300     0.005900     0.005700     0.00009    -0.008800
20080401    -0.007400     0.000500     0.033700     0.00008    -0.030400
20080402     0.004600    -0.001400    -0.000900     0.00008     0.002000
20080403    -0.000800    -0.000600     0.001400     0.00008    -0.001100
20080404     0.000900    -0.004600     0.001600     0.00008     0.011200
20080407    -0.004500     0.004900     0.001400     0.00008    -0.005000
20080408     0.003300    -0.000600    -0.003400     0.00008     0.013900
20080409    -0.008000    -0.002100    -0.009600     0.00008     0.017900
20080410     0.006900    -0.005300     0.005300     0.00008     0.002200
20080411    -0.006300     0.005300    -0.020200     0.00008     0.001400
20080414     0.001800    -0.003300    -0.003800     0.00008     0.014200
20080415     0.002900     0.002700     0.004600     0.00008     0.002500
20080416     0.004800     0.001500     0.022700     0.00008     0.003300
20080417    -0.008500     0.003500    -0.001000     0.00008    -0.009000
20080418     0.001100    -0.006400     0.016700     0.00008    -0.009300
20080421    -0.001400    -0.005600    -0.001700     0.00008     0.009000
20080422    -0.010800     0.002800    -0.009700     0.00008     0.010700
20080423     0.002000    -0.011700     0.002600     0.00008     0.003300
20080424     0.005300     0.003700     0.006600     0.00008    -0.026700
20080425    -0.002000     0.001700     0.006800     0.00008    -0.008800
20080428     0.005300     0.001800    -0.000300     0.00008    -0.002600
20080429    -0.004200     0.003400    -0.003600     0.00008    -0.009000
20080430    -0.001200     0.000900    -0.003000     0.00008     0.008200
20080501     0.000700     0.002200     0.016600     0.00008    -0.021200
20080502    -0.007400     0.000200     0.002000     0.00008     0.001600
20080505     0.003000    -0.001200    -0.004100     0.00008     0.011100
20080506    -0.000200     0.002900     0.007500     0.00008    -0.000300
20080507     0.000500    -0.001900    -0.016600     0.00008     0.011700
20080508     0.001200    -0.002000     0.003700     0.00008     0.011900
20080509     0.006500    -0.002500    -0.005400     0.00008     0.003900
20080512     0.006500    -0.003600     0.011000     0.00008    -0.005200
20080513     0.006600    -0.000400     0.000900     0.00008     0.007600
20080514    -0.004400     0.001600     0.003800     0.00008    -0.009400
20080515    -0.000800    -0.002900     0.010200     0.00008    -0.004300
20080516    -0.004000     0.000100     0.001000     0.00008     0.009200
20080519    -0.002900     0.002300    -0.000200     0.00008     0.002100
20080520     0.006200    -0.001800    -0.008000     0.00008     0.012100
20080521     0.004600     0.001700    -0.015600     0.00008     0.010200
20080522     0.002900    -0.000400     0.003800     0.00008    -0.006300
20080523     0.001500    -0.003700    -0.012400     0.00008     0.008300
20080527     0.005700    -0.002200     0.007200     0.00008    -0.002100
20080528    -0.000600    -0.000700     0.004900     0.00008     0.007300
20080529     0.002800    -0.002500     0.006100     0.00008    -0.010800
20080530     0.002600     0.000000     0.002900     0.00008     0.004500
20080602     0.001600     0.002500    -0.009800     0.00008     0.007100
20080603     0.002800     0.000200    -0.004600     0.00008    -0.002100
20080604     0.007000    -0.007400     0.000200     0.00008    -0.000700
20080605     0.003300    -0.000900     0.019500     0.00008     0.004500
20080606     0.001700    -0.000300    -0.029000     0.00008     0.017800
20080609    -0.005400    -0.002400    -0.000300     0.00008     0.020500
20080610     0.000000    -0.002300    -0.003100     0.00008    -0.004600
20080611    -0.001400    -0.001400    -0.016600     0.00008     0.019600
20080612    -0.000100    -0.000500     0.003100     0.00008    -0.006600
20080613     0.002700    -0.003500     0.015600     0.00008    -0.003100
20080616     0.008800    -0.002000     0.001500     0.00008    -0.001500
20080617     0.001500    -0.002500    -0.005500     0.00008     0.016700
20080618     0.002000     0.002600    -0.009600     0.00008     0.012400
20080619     0.004900    -0.005700     0.003400     0.00008    -0.005100
20080620     0.003500     0.000700    -0.017900     0.00008     0.014700
20080623    -0.006100    -0.003000    -0.001600     0.00008     0.031600
20080624    -0.011600     0.002800    -0.005400     0.00008    -0.012800
20080625     0.003600    -0.004500     0.006400     0.00008    -0.008400
20080626     0.005600     0.001100    -0.028300     0.00008     0.019100
20080627     0.002400    -0.004100    -0.003700     0.00008     0.009400
20080630    -0.012200     0.003100    -0.000700     0.00008     0.019100
20080701    -0.004500     0.002900     0.002900     0.00007     0.004900
20080702    -0.008800     0.001400    -0.020000     0.00007     0.000600
20080703    -0.006800    -0.001600    -0.001500     0.00007     0.002200
20080707     0.001100    -0.011000    -0.008100     0.00007     0.010300
20080708     0.009800     0.023800     0.018400     0.00007    -0.029800
20080709    -0.000800    -0.013400    -0.020600     0.00007     0.024100
20080710    -0.000200    -0.012200     0.006500     0.00007     0.031700
20080711     0.014700    -0.010900    -0.008800     0.00007     0.016700
20080714    -0.001000    -0.024500    -0.009300     0.00007     0.026400
20080715     0.011600    -0.011600    -0.009600     0.00007     0.001600
20080716     0.000200     0.047600     0.025200     0.00007    -0.058300
20080717    -0.000900     0.041300     0.011300     0.00007    -0.057700
20080718    -0.007700     0.010800    -0.000800     0.00007    -0.006000
20080721     0.003100    -0.005700     0.001600     0.00007     0.007500
20080722     0.009300     0.032000     0.013700     0.00007    -0.043500
20080723     0.000500     0.016000     0.003200     0.00007    -0.038300
20080724     0.005200    -0.028700    -0.023100     0.00007     0.038300
20080725     0.008900    -0.010000     0.004700     0.00007     0.013100
20080728     0.000400    -0.013800    -0.017600     0.00007     0.024900
20080729    -0.003000     0.031900     0.022700     0.00007    -0.039500
20080730    -0.013600    -0.001700     0.015800     0.00007     0.013500
20080731     0.006200     0.003600    -0.011600     0.00007    -0.009400
20080801     0.006700     0.008500    -0.004700     0.00006    -0.010300
20080804    -0.002200     0.004900    -0.010900     0.00006    -0.014000
20080805    -0.005800     0.016900     0.026500     0.00006    -0.032800
20080806     0.005300    -0.011500     0.005000     0.00006     0.008500
20080807     0.006200    -0.017200    -0.017300     0.00006     0.020600
20080808     0.005800     0.013700     0.022800     0.00006    -0.029200
20080811     0.013700     0.012000     0.008300     0.00006    -0.018800
20080812     0.009800    -0.019400    -0.010500     0.00006     0.020700
20080813     0.007600    -0.020300    -0.001500     0.00006     0.030200
20080814     0.000900     0.012900     0.006300     0.00006    -0.019900
20080815    -0.003700     0.010700     0.003800     0.00006    -0.018300
20080818     0.002800    -0.009000    -0.014500     0.00006     0.017300
20080819    -0.005500    -0.012400    -0.010000     0.00006     0.028000
20080820    -0.006500    -0.000700     0.005400     0.00006     0.007800
20080821    -0.009000    -0.004600     0.001200     0.00006     0.007000
20080822     0.004300     0.010300     0.011400     0.00006    -0.018600
20080825    -0.001200    -0.005200    -0.019200     0.00006     0.009700
20080826    -0.002000     0.001400     0.003300     0.00006     0.002300
20080827     0.002700     0.002900     0.008800     0.00006    -0.004300
20080828     0.001500     0.017900     0.015100     0.00006    -0.020100
20080829     0.002300     0.006400    -0.012500     0.00006    -0.004700
20080902     0.003000     0.020500    -0.004400     0.00007    -0.023100
20080903     0.005400     0.016500    -0.002300     0.00007    -0.016700
20080904     0.002100    -0.004900    -0.029000     0.00007     0.012800
20080905    -0.008300     0.015800     0.004200     0.00007    -0.008500
20080908    -0.005600     0.021800     0.017600     0.00007    -0.021000
20080909     0.005800    -0.006900    -0.034100     0.00007     0.009400
20080910     0.004200    -0.008000     0.007000     0.00007     0.020900
20080911    -0.009500     0.001800     0.012200     0.00007     0.007100
20080912    -0.001800    -0.002200     0.002900     0.00007     0.010900
20080915     0.014700    -0.022200    -0.044500     0.00007     0.029500
20080916     0.002700     0.019600     0.016500     0.00007    -0.000500
20080917     0.005900    -0.021200    -0.046000     0.00007     0.018500
20080918     0.010700     0.048000     0.044100     0.00007    -0.045200
20080919    -0.019800     0.036400     0.042700     0.00007    -0.035700
20080922     0.003400    -0.033600    -0.039300     0.00007     0.026600
20080923     0.001100     0.001600    -0.015500     0.00007     0.002900
20080924    -0.010500    -0.007600    -0.003200     0.00007     0.010600
20080925    -0.011500     0.006300     0.017000     0.00007    -0.004500
20080926    -0.009000     0.009500     0.001100     0.00007    -0.004400
20080929     0.034500    -0.037500    -0.082600     0.00007     0.033300
20080930    -0.036800     0.028800     0.048800     0.00007    -0.026700
20081001    -0.008300     0.028200    -0.004700     0.00004    -0.017800
20081002    -0.005800     0.006300    -0.042000     0.00004     0.010300
20081003    -0.008300    -0.012300    -0.014700     0.00004     0.019300
20081006    -0.000600     0.004500    -0.039500     0.00004     0.009800
20081007     0.010600    -0.033800    -0.057600     0.00004     0.031000
20081008    -0.002500    -0.021700    -0.012700     0.00004     0.014000
20081009    -0.002100    -0.025700    -0.073600     0.00004     0.020900
20081010     0.038500     0.030600    -0.009500     0.00004    -0.003800
20081013    -0.024000    -0.023900     0.113500     0.00004    -0.013000
20081014    -0.029900     0.044800    -0.008600     0.00004    -0.019200
20081015     0.002400     0.008600    -0.087800     0.00004     0.019100
20081016     0.021900    -0.016100     0.043200     0.00004     0.014300
20081017    -0.007800    -0.008000    -0.004100     0.00004    -0.006400
20081020    -0.012100    -0.008800     0.045500     0.00004     0.007000
20081021     0.000500     0.005900    -0.029500     0.00004     0.004800
20081022     0.009000     0.001500    -0.057600     0.00004     0.012300
20081023    -0.033100    -0.008600     0.002900     0.00004     0.018100
20081024    -0.000400    -0.004300    -0.032800     0.00004     0.010100
20081027    -0.008700     0.003800    -0.033600     0.00004     0.004600
20081028    -0.037800     0.003200     0.097700     0.00004    -0.015900
20081029     0.028200    -0.013900    -0.004700     0.00004    -0.009600
20081030     0.020300    -0.006900     0.029900     0.00004    -0.009400
20081031     0.022600     0.019700     0.018800     0.00004    -0.004100
20081103     0.001300     0.006100    -0.000500     0.00001    -0.003900
20081104    -0.026100     0.002100     0.035700     0.00001    -0.025500
20081105     0.002000    -0.014600    -0.050500     0.00001     0.021900
20081106     0.015700    -0.004000    -0.048300     0.00001     0.032100
20081107    -0.011600    -0.007700     0.026200     0.00001    -0.002200
20081110    -0.006800    -0.020400    -0.013200     0.00001     0.018500
20081111     0.001600     0.000400    -0.022500     0.00001     0.027400
20081112    -0.005100    -0.010700    -0.051400     0.00001     0.035700
20081113     0.007400    -0.000700     0.067900     0.00001    -0.019200
20081114    -0.022100     0.000000    -0.042700     0.00001     0.007700
20081117     0.018300    -0.016100    -0.024300     0.00001     0.027200
20081118    -0.012700    -0.006600     0.007000     0.00001     0.014400
20081119    -0.000200    -0.030700    -0.062900     0.00001     0.040100
20081120     0.017000    -0.024500    -0.066000     0.00001     0.045800
20081121    -0.012600    -0.020700     0.061100     0.00001    -0.004900
20081124    -0.013400     0.046200     0.062700     0.00001    -0.073900
20081125     0.000600     0.022600     0.009400     0.00001    -0.020700
20081126     0.016500     0.002100     0.038800     0.00001    -0.051300
20081128    -0.006600     0.019100     0.010600     0.00001    -0.024200
20081201    -0.007200    -0.035100    -0.089500     0.00000     0.043400
20081202     0.006500     0.025100     0.039700     0.00000    -0.017100
20081203    -0.002100     0.014000     0.026300     0.00000    -0.004900
20081204     0.000200     0.012600    -0.029000     0.00000     0.007700
20081205     0.000700     0.017900     0.037500     0.00000    -0.018800
20081208    -0.003600     0.001300     0.038000     0.00000    -0.045500
20081209    -0.005700    -0.012300    -0.022300     0.00000    -0.005700
20081210     0.010400    -0.009500     0.012000     0.00000    -0.012200
20081211    -0.011700    -0.021800    -0.029300     0.00000     0.013600
20081212     0.023000     0.006100     0.009600     0.00000    -0.003100
20081215    -0.012600    -0.012500    -0.015400     0.00000     0.013100
20081216    -0.001800     0.024100     0.051500     0.00000    -0.030700
20081217     0.017300    -0.005200    -0.006200     0.00000    -0.014400
20081218     0.009000    -0.003200    -0.018300     0.00000     0.014800
20081219     0.007200    -0.000400     0.003500     0.00000    -0.012200
20081222     0.000100    -0.007400    -0.018700     0.00000     0.034200
20081223    -0.001100    -0.008700    -0.008900     0.00000     0.012200
20081224    -0.003300     0.006000     0.005100     0.00000    -0.003200
20081226     0.005800     0.000500     0.006300     0.00000    -0.007900
20081229    -0.014100    -0.000100    -0.005600     0.00000     0.013200
20081230     0.005500     0.009800     0.024700     0.00000    -0.015300
20081231     0.015300     0.007500     0.017000     0.00000    -0.018400
20090102    -0.013300    -0.003600     0.031100     0.00000    -0.043400
20090105     0.006500    -0.011100    -0.002800     0.00000    -0.030800
20090106     0.010000     0.008500     0.008700     0.00000    -0.050900
20090107     0.003300    -0.010900    -0.029600     0.00000     0.018200
20090108     0.007100     0.004000     0.004700     0.00000    -0.016100
20090109    -0.014300    -0.011300    -0.022100     0.00000     0.007800
20090112     0.003200    -0.018200    -0.022800     0.00000     0.039700
20090113     0.004200     0.001900     0.002800     0.00000     0.007100
20090114    -0.005200    -0.012600    -0.033800     0.00000     0.029400
20090115     0.022700    -0.022800     0.003900     0.00000     0.018200
20090116     0.004500    -0.010100     0.007400     0.00000     0.002300
20090120     0.001500    -0.039000    -0.053400     0.00000     0.047300
20090121    -0.011800     0.024800     0.042100     0.00000    -0.042900
20090122    -0.009800    -0.016400    -0.016200     0.00000     0.024300
20090123    -0.005000     0.008900     0.004400     0.00000    -0.025400
20090126     0.007800    -0.006300     0.005400     0.00000     0.000700
20090127    -0.004100     0.003100     0.010800     0.00000    -0.012800
20090128    -0.006200     0.026600     0.033200     0.00000    -0.040700
20090129    -0.001400    -0.022600    -0.032300     0.00000     0.031400
20090130     0.002200    -0.012200    -0.021600     0.00000     0.018200
20090202     0.013100    -0.005300     0.000600     0.00001     0.010500
20090203    -0.001800    -0.023400     0.014600     0.00001     0.008800
20090204    -0.002200    -0.004400    -0.006000     0.00001    -0.008900
20090205     0.001500    -0.002400     0.016100     0.00001    -0.017000
20090206    -0.000700     0.022300     0.027900     0.00001    -0.030800
20090209    -0.009400     0.002100     0.000300     0.00001    -0.014200
20090210     0.010700    -0.027800    -0.046200     0.00001     0.037900
20090211    -0.007600     0.012300     0.007500     0.00001    -0.008100
20090212     0.003200    -0.006000     0.003000     0.00001     0.002600
20090213     0.009700    -0.014400    -0.008500     0.00001    -0.001800
20090217     0.010200    -0.022900    -0.043600     0.00001     0.043000
20090218    -0.009200    -0.007200    -0.003300     0.00001     0.009400
20090219    -0.000300    -0.020000    -0.011500     0.00001     0.019900
20090220    -0.000200    -0.010200    -0.011600     0.00001     0.014300
20090223    -0.004800     0.008800    -0.034300     0.00001     0.019200
20090224    -0.009700     0.029200     0.040000     0.00001    -0.041000
20090225    -0.014600     0.002000    -0.011500     0.00001     0.004200
20090226    -0.004500     0.013000    -0.015300     0.00001    -0.016300
20090227     0.018000    -0.021300    -0.020100     0.00001     0.023100
20090302    -0.002400    -0.002900    -0.047500     0.00001     0.052400
20090303    -0.006700    -0.024200    -0.007100     0.00001     0.003600
20090304     0.005400    -0.009700     0.024200     0.00001    -0.016600
20090305    -0.004600    -0.030100    -0.042100     0.00001     0.033200
20090306     0.004200    -0.006500     0.002000     0.00001     0.006200
20090309    -0.009400     0.003400    -0.010900     0.00001    -0.016700
20090310    -0.009100     0.041600     0.063500     0.00001    -0.065600
20090311    -0.005500     0.005500     0.003000     0.00001    -0.009800
20090312     0.011100     0.026000     0.041600     0.00001    -0.035700
20090313     0.001800     0.005500     0.007300     0.00001    -0.000900
20090316    -0.010200     0.004400    -0.005500     0.00001    -0.014300
20090317     0.006800     0.014100     0.032000     0.00001    -0.014600
20090318     0.000700     0.039600     0.021800     0.00001    -0.051400
20090319     0.009900    -0.025500    -0.010300     0.00001     0.001700
20090320    -0.003700    -0.007900    -0.019500     0.00001     0.028300
20090323    -0.006600     0.040300     0.068900     0.00001    -0.075300
20090324    -0.011400    -0.015300    -0.019300     0.00001     0.002300
20090325     0.009600     0.013100     0.009400     0.00001    -0.005900
20090326     0.018900     0.000100     0.026800     0.00001    -0.023000
20090327    -0.013500     0.002800    -0.020600     0.00001     0.009900
20090330     0.017400    -0.038200    -0.034700     0.00001     0.066600
20090331    -0.005600     0.015500     0.012900     0.00001    -0.016000
20090401    -0.005100     0.014900     0.016500     0.00001    -0.026100
20090402     0.019000     0.004800     0.030700     0.00001    -0.043100
20090403    -0.001400     0.008400     0.010200     0.00001    -0.031600
20090406    -0.006500    -0.004800    -0.009200     0.00001     0.001900
20090407    -0.007300    -0.002000    -0.024200     0.00001     0.018300
20090408     0.010700     0.000200     0.012800     0.00001    -0.010300
20090409     0.003200     0.043400     0.039200     0.00001    -0.082200
20090413    -0.009300     0.022900     0.002600     0.00001    -0.039600
20090414    -0.000400    -0.028600    -0.020200     0.00001     0.014400
20090415    -0.001600     0.023300     0.011200     0.00001    -0.019900
20090416     0.012200     0.001300     0.016900     0.00001    -0.017300
20090417     0.008500     0.002900     0.005500     0.00001    -0.019900
20090420     0.000800    -0.042200    -0.043200     0.00001     0.070500
20090421     0.007700     0.030700     0.021900     0.00001    -0.039400
20090422     0.014900    -0.010700    -0.006100     0.00001    -0.017200
20090423    -0.018300     0.002600     0.006600     0.00001    -0.010400
20090424     0.007900     0.001200     0.017700     0.00001    -0.034600
20090427    -0.004400    -0.017100    -0.009500     0.00001     0.022900
20090428     0.009300     0.000700    -0.002000     0.00001     0.012900
20090429     0.007400     0.011900     0.024100     0.00001    -0.027500
20090430    -0.004300    -0.006400    -0.000400     0.00001    -0.025800
20090501    -0.004600    -0.002500     0.004500     0.00000    -0.019000
20090504    -0.004000     0.029800     0.033600     0.00000    -0.052800
20090505     0.002000    -0.001700    -0.002700     0.00000    -0.013200
20090506    -0.020800     0.026500     0.014500     0.00000    -0.036100
20090507    -0.007500    -0.007900    -0.014200     0.00000     0.010500
20090508     0.002000     0.028500     0.024800     0.00000    -0.050900
20090511     0.012100    -0.024500    -0.020100     0.00000     0.022700
20090512    -0.007900    -0.016200    -0.003100     0.00000     0.018300
20090513    -0.014900    -0.015100    -0.029100     0.00000     0.051000
20090514     0.004900     0.009900     0.011100     0.00000    -0.016700
20090515     0.005700    -0.011300    -0.010200     0.00000     0.016500
20090518     0.003300     0.019400     0.031300     0.00000    -0.035200
20090519     0.002000    -0.012100    -0.000400     0.00000    -0.012500
20090520    -0.000200    -0.010900    -0.004800     0.00000    -0.007700
20090521    -0.000900     0.003200    -0.016800     0.00000     0.016700
20090522    -0.003400    -0.005900    -0.001500     0.00000     0.004000
20090526     0.015200     0.006200     0.027800     0.00000    -0.003700
20090527     0.002500    -0.013000    -0.018000     0.00000    -0.003600
20090528    -0.013600     0.004300     0.013500     0.00000    -0.012700
20090529     0.005500    -0.002000     0.013800     0.00000    -0.006200
20090601     0.015500    -0.007200     0.027200     0.00000    -0.019500
20090602     0.008600    -0.001900     0.002900     0.00000     0.007700
20090603     0.007900    -0.008000    -0.013900     0.00000     0.027100
20090604     0.001400     0.010900     0.011800     0.00000    -0.026400
20090605     0.001200    -0.005400    -0.001900     0.00000    -0.001600
20090608    -0.009700     0.005900    -0.002000     0.00000     0.006800
20090609     0.003400    -0.002800     0.004900     0.00000    -0.010000
20090610    -0.003300    -0.004700    -0.003500     0.00000    -0.012600
20090611    -0.002200     0.002600     0.006300     0.00000    -0.014000
20090612    -0.001900     0.000100     0.000300     0.00000     0.004900
20090615    -0.002900    -0.003400    -0.023800     0.00000     0.015100
20090616    -0.000800    -0.002700    -0.013300     0.00000     0.012700
20090617     0.009100    -0.009700    -0.000800     0.00000     0.027300
20090618    -0.006300     0.004100     0.007400     0.00000     0.007300
20090619     0.002900     0.001000     0.003500     0.00000    -0.002200
20090622    -0.003700    -0.007200    -0.030800     0.00000     0.037700
20090623    -0.011000     0.001300     0.000800     0.00000    -0.007800
20090624     0.002500    -0.001900     0.007800     0.00000    -0.006900
20090625     0.008000     0.000400     0.021900     0.00000    -0.005000
20090626     0.015700     0.001400     0.000400     0.00000     0.001000
20090629    -0.010900     0.003600     0.008200     0.00000    -0.001200
20090630     0.002500    -0.001800    -0.007400     0.00000     0.000300
20090701     0.014800     0.001800     0.005400     0.00001     0.002100
20090702    -0.006000    -0.010500    -0.028900     0.00001     0.010500
20090706    -0.009300    -0.009700    -0.000300     0.00001     0.020300
20090707     0.000300    -0.001500    -0.019300     0.00001     0.011000
20090708    -0.005700    -0.011100    -0.002000     0.00001     0.011100
20090709    -0.005900     0.012400     0.003500     0.00001    -0.010900
20090710     0.009400    -0.005100    -0.003500     0.00001     0.003300
20090713    -0.006800     0.018100     0.024300     0.00001    -0.004400
20090714     0.003300     0.006300     0.005900     0.00001    -0.007700
20090715     0.005500     0.013900     0.029800     0.00001    -0.015600
20090716     0.004700    -0.001000     0.009400     0.00001    -0.008600
20090717    -0.002300    -0.000400    -0.000500     0.00001     0.005300
20090720     0.003200     0.003700     0.011900     0.00001    -0.014300
20090721    -0.005400    -0.008100     0.003100     0.00001     0.004900
20090722     0.006000     0.003400     0.000800     0.00001    -0.002800
20090723     0.006000     0.011000     0.023700     0.00001    -0.017800
20090724     0.003100     0.001500     0.003800     0.00001    -0.011000
20090727     0.001000     0.009900     0.003000     0.00001    -0.012200
20090728     0.002900    -0.003500    -0.002000     0.00001     0.005100
20090729    -0.001300    -0.008300    -0.004600     0.00001     0.013100
20090730     0.003100     0.014500     0.012400     0.00001    -0.022400
20090731    -0.001600     0.012700     0.000500     0.00001    -0.012300
20090803     0.000900     0.016700     0.016300     0.00001    -0.020700
