 DATE      hour minute second       PRICE      SIZE
20100105    10 17 47    58.7000       100
20100105    10 17 47    58.7000       100
20100105    10 17 47    58.7000       100
20100105    10 17 47    58.6950       100
20100105    10 17 48    58.7000       100
20100105    10 17 48    58.7000       100
20100105    10 17 48    58.7000       100
20100105    10 17 49    58.7000       100
20100105    10 17 49    58.7000       100
20100105    10 17 56    58.7100       700
20100105    10 17 56    58.7100       300
20100105    10 17 59    58.7100       100
20100105    10 17 59    58.7100       300
20100105    10 17 59    58.7100       100
20100105    10 17 59    58.7100       100
20100105    10 17 59    58.7100       100
20100105    10 18 03    58.7121       100
20100105    10 18 03    58.7110       100
20100105    10 18 03    58.7110       100
20100105    10 18 04    58.7190       100
20100105    10 18 04    58.7190       100
20100105    10 18 04    58.7200       100
20100105    10 18 04    58.7200       100
20100105    10 18 04    58.7200       200
20100105    10 18 05    58.7205      1000
20100105    10 18 06    58.7284       500
20100105    10 18 07    58.7300       100
20100105    10 18 07    58.7300       100
20100105    10 18 09    58.7200       270
20100105    10 18 12    58.7289       100
20100105    10 18 13    58.7300       100
20100105    10 18 13    58.7300       200
20100105    10 18 13    58.7300       100
20100105    10 18 13    58.7300       500
20100105    10 18 13    58.7250       100
20100105    10 18 21    58.7400       300
20100105    10 18 21    58.7400       200
20100105    10 18 21    58.7400       100
20100105    10 18 21    58.7400       300
20100105    10 18 21    58.7400       100
20100105    10 18 21    58.7400       100
20100105    10 18 21    58.7400       300
20100105    10 18 21    58.7500       400
20100105    10 18 23    58.7500       100
20100105    10 18 23    58.7500       100
20100105    10 18 23    58.7500       100
20100105    10 18 23    58.7500      1000
20100105    10 18 27    58.7300       100
20100105    10 18 27    58.7300       100
20100105    10 18 27    58.7300       100
20100105    10 18 27    58.7300       200
20100105    10 18 27    58.7300       500
20100105    10 18 27    58.7300       600
20100105    10 18 27    58.7300       100
20100105    10 18 27    58.7300       100
20100105    10 18 27    58.7300       100
20100105    10 18 27    58.7300       500
20100105    10 18 27    58.7300       500
20100105    10 18 27    58.7300       100
20100105    10 18 27    58.7300       100
20100105    10 18 27    58.7300       100
20100105    10 18 27    58.7200       100
20100105    10 18 27    58.7200       200
20100105    10 18 27    58.7300       400
20100105    10 18 27    58.7300       500
20100105    10 18 27    58.7300       100
20100105    10 18 27    58.7200       500
20100105    10 18 27    58.7300       400
20100105    10 18 29    58.7201       100
20100105    10 18 29    58.7200       100
20100105    10 18 29    58.7200       100
20100105    10 18 29    58.7200       100
20100105    10 18 29    58.7200       500
20100105    10 18 29    58.7200       100
20100105    10 18 29    58.7200       500
20100105    10 18 30    58.7300       100
20100105    10 18 30    58.7300       300
20100105    10 18 31    58.7300       100
20100105    10 18 31    58.7300       100
20100105    10 18 31    58.7300       100
20100105    10 18 31    58.7300       100
20100105    10 18 31    58.7300       200
20100105    10 18 31    58.7300       100
20100105    10 18 35    58.7210       100
20100105    10 18 39    58.7300       100
20100105    10 18 39    58.7300       100
20100105    10 18 39    58.7300       100
20100105    10 18 39    58.7300       100
20100105    10 18 39    58.7300       100
20100105    10 18 44    58.7299       100
20100105    10 18 51    58.7300       400
20100105    10 18 51    58.7300       299
20100105    10 18 51    58.7400       100
20100105    10 18 51    58.7400       100
20100105    10 18 51    58.7400       100
20100105    10 19 00    58.7400       100
20100105    10 19 02    58.7340       115
20100105    10 19 02    58.7400       100
20100105    10 19 06    58.7400       100
20100105    10 19 06    58.7400       100
20100105    10 19 11    58.7399       200
20100105    10 19 15    58.7400       100
20100105    10 19 18    58.7378       100
20100105    10 19 19    58.7400       100
20100105    10 19 21    58.7400       100
20100105    10 19 21    58.7400       100
20100105    10 19 21    58.7400       100
20100105    10 19 21    58.7400       100
20100105    10 19 21    58.7400       100
20100105    10 19 21    58.7400       100
20100105    10 19 21    58.7500       600
20100105    10 19 24    58.7460       500
20100105    10 19 27    58.7500       100
20100105    10 19 30    58.7500       100
20100105    10 19 31    58.7500       100
20100105    10 19 38    58.7400       100
20100105    10 19 38    58.7400       100
20100105    10 19 38    58.7400       100
20100105    10 19 38    58.7500       100
20100105    10 19 38    58.7500       100
20100105    10 19 38    58.7500       200
20100105    10 19 38    58.7500       100
20100105    10 19 38    58.7500       200
20100105    10 19 38    58.7500       100
20100105    10 19 38    58.7500       500
20100105    10 19 38    58.7500       400
20100105    10 19 38    58.7500       700
20100105    10 19 38    58.7500       100
20100105    10 19 38    58.7500       100
20100105    10 19 38    58.7500       500
20100105    10 19 38    58.7500       100
20100105    10 19 40    58.7500       100
20100105    10 19 42    58.7500       300
20100105    10 19 42    58.7500       200
20100105    10 19 42    58.7500       500
20100105    10 19 42    58.7500      2750
20100105    10 19 42    58.7500       150
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       200
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       300
20100105    10 19 42    58.7500       100
20100105    10 19 42    58.7500       100
20100105    10 19 46    58.7500       100
20100105    10 19 53    58.7600      1300
20100105    10 19 55    58.7600       200
20100105    10 19 58    58.7600       100
20100105    10 19 58    58.7600       100
20100105    10 19 58    58.7600       300
20100105    10 19 58    58.7600       100
20100105    10 19 58    58.7600       200
20100105    10 19 58    58.7600       200
20100105    10 19 58    58.7600       359
20100105    10 19 58    58.7600       200
20100105    10 19 58    58.7600       200
20100105    10 19 58    58.7700       100
20100105    10 19 58    58.7600       100
20100105    10 19 58    58.7600       100
20100105    10 19 58    58.7600       100
20100105    10 19 58    58.7600       100
20100105    10 19 58    58.7600       100
20100105    10 19 58    58.7600       100
20100105    10 19 58    58.7600       200
20100105    10 19 59    58.7700       300
20100105    10 19 59    58.7700       700
20100105    10 19 59    58.7700       300
20100105    10 19 59    58.7700       100
20100105    10 19 59    58.7700       100
20100105    10 19 59    58.7700       100
20100105    10 19 59    58.7700       100
20100105    10 19 59    58.7700       100
20100105    10 19 59    58.7700       100
20100105    10 19 59    58.7700       100
20100105    10 20 00    58.7800       100
20100105    10 20 00    58.7700       200
20100105    10 20 00    58.7800       100
20100105    10 20 00    58.7800       300
20100105    10 20 00    58.7800       300
20100105    10 20 00    58.7700       300
20100105    10 20 00    58.7700       100
20100105    10 20 00    58.7800       100
20100105    10 20 00    58.7800       200
20100105    10 20 01    58.7800       100
20100105    10 20 01    58.7900       100
20100105    10 20 01    58.7900       100
20100105    10 20 02    58.7899       100
20100105    10 20 08    58.7800       400
20100105    10 20 08    58.7900       100
20100105    10 20 08    58.7900       100
20100105    10 20 08    58.7900       300
20100105    10 20 08    58.7900       100
20100105    10 20 08    58.7900       100
20100105    10 20 08    58.7900       100
20100105    10 20 08    58.7900       300
20100105    10 20 08    58.7900       100
20100105    10 20 08    58.7900       100
20100105    10 20 08    58.7900       100
20100105    10 20 08    58.7900       100
20100105    10 20 09    58.7900       100
20100105    10 20 09    58.7801       100
20100105    10 20 09    58.7900       100
20100105    10 20 09    58.7900       100
20100105    10 20 09    58.7801       100
20100105    10 20 14    58.7800       300
20100105    10 20 17    58.7298       100
20100105    10 20 17    58.7298       100
20100105    10 20 18    58.7900       100
20100105    10 20 18    58.7900       100
20100105    10 20 18    58.7900       100
20100105    10 20 18    58.7900       100
20100105    10 20 21    58.7800       100
20100105    10 20 21    58.7800       100
20100105    10 20 21    58.7800       100
20100105    10 20 21    58.7800       300
20100105    10 20 21    58.7800       300
20100105    10 20 22    58.7800       300
20100105    10 20 22    58.7800       300
20100105    10 20 22    58.7800       300
20100105    10 20 22    58.7800       300
20100105    10 20 22    58.7800       200
20100105    10 20 22    58.7800       200
20100105    10 20 22    58.7800       400
20100105    10 20 22    58.7800       500
20100105    10 20 22    58.7800       600
20100105    10 20 22    58.7800       400
20100105    10 20 22    58.7800       300
20100105    10 20 22    58.7800       100
20100105    10 20 22    58.7800       300
20100105    10 20 22    58.7800      2300
20100105    10 20 22    58.7800       300
20100105    10 20 22    58.7800       100
20100105    10 20 22    58.7800       200
20100105    10 20 22    58.7800       200
20100105    10 20 22    58.7800       100
20100105    10 20 22    58.7800       100
20100105    10 20 22    58.7800       100
20100105    10 20 22    58.7900       100
20100105    10 20 22    58.7800       100
20100105    10 20 23    58.7900       100
20100105    10 20 23    58.7900       200
20100105    10 20 23    58.7900       100
20100105    10 20 23    58.7900       100
20100105    10 20 23    58.7800       100
20100105    10 20 23    58.7800       200
20100105    10 20 23    58.7800       200
20100105    10 20 31    58.7800       100
20100105    10 20 39    58.7800       100
20100105    10 20 39    58.7800       100
20100105    10 20 39    58.7800       100
20100105    10 20 39    58.7800       100
20100105    10 20 39    58.7800       100
20100105    10 20 39    58.7800       100
20100105    10 20 39    58.7800       100
20100105    10 20 39    58.7800       100
20100105    10 20 39    58.7800       300
20100105    10 20 39    58.7750       100
20100105    10 20 39    58.7900       100
20100105    10 20 39    58.7900       100
20100105    10 20 39    58.7900       300
20100105    10 20 39    58.7900       100
20100105    10 20 39    58.7900       100
20100105    10 20 39    58.7900       100
20100105    10 20 39    58.7900       100
20100105    10 20 39    58.7900       100
20100105    10 20 39    58.7900       100
20100105    10 20 39    58.8000       200
20100105    10 20 39    58.8000       100
20100105    10 20 39    58.8000       100
20100105    10 20 40    58.8000       100
20100105    10 20 40    58.7900       300
20100105    10 20 42    58.8000       100
20100105    10 20 42    58.8000       100
20100105    10 20 42    58.7900       100
20100105    10 20 42    58.8000       108
20100105    10 20 44    58.8078       100
20100105    10 20 47    58.7901       129
20100105    10 20 47    58.7901       100
20100105    10 20 52    58.8100       100
20100105    10 20 53    58.8000       100
20100105    10 20 53    58.8000       200
20100105    10 20 54    58.8000       100
20100105    10 20 54    58.8000       100
20100105    10 20 54    58.8000       100
20100105    10 20 55    58.8100       100
20100105    10 20 58    58.8100       100
20100105    10 21 01    58.8100       100
20100105    10 21 01    58.8001       300
20100105    10 21 07    58.8100       122
20100105    10 21 07    58.8100       130
20100105    10 21 15    58.8100       226
20100105    10 21 15    58.8100       174
20100105    10 21 15    58.8100       279
20100105    10 21 15    58.8100       200
20100105    10 21 15    58.8100      1100
20100105    10 21 15    58.8100       100
20100105    10 21 15    58.8200       200
20100105    10 21 15    58.8200       100
20100105    10 21 17    58.8200       100
20100105    10 21 17    58.8200       100
20100105    10 21 17    58.8280       500
20100105    10 21 27    58.8300       100
20100105    10 21 28    58.8300       100
20100105    10 21 28    58.8300       100
20100105    10 21 28    58.8300       100
20100105    10 21 28    58.8300       100
20100105    10 21 31    58.8400       100
20100105    10 21 31    58.8400       100
20100105    10 21 31    58.8500       100
20100105    10 21 31    58.8500       100
20100105    10 21 31    58.8500       100
20100105    10 21 31    58.8400       100
20100105    10 21 31    58.8400       100
20100105    10 21 31    58.8400       100
20100105    10 21 31    58.8500       100
20100105    10 21 31    58.8500       100
20100105    10 21 31    58.8400       100
20100105    10 21 31    58.8400       100
20100105    10 21 31    58.8500       100
20100105    10 21 32    58.8400       100
20100105    10 21 32    58.8500       200
20100105    10 21 32    58.8500       100
20100105    10 21 32    58.8500       100
20100105    10 21 32    58.8500       400
20100105    10 21 32    58.8500       700
20100105    10 21 33    58.8500       100
20100105    10 21 34    58.8500       200
20100105    10 21 37    58.8600       200
20100105    10 21 37    58.8600       300
20100105    10 21 37    58.8600       100
20100105    10 21 37    58.8600       200
20100105    10 21 37    58.8600       600
20100105    10 21 37    58.8600       800
20100105    10 21 37    58.8600       200
20100105    10 21 37    58.8600       200
20100105    10 21 37    58.8700       100
20100105    10 21 37    58.8700       200
20100105    10 21 37    58.8700       100
20100105    10 21 37    58.8700       300
20100105    10 21 37    58.8600       200
20100105    10 21 38    58.8700       100
20100105    10 21 38    58.8600       100
20100105    10 21 38    58.8700       100
20100105    10 21 38    58.8700       100
20100105    10 21 38    58.8700       100
20100105    10 21 38    58.8800       100
20100105    10 21 39    58.8700       100
20100105    10 21 39    58.8700       100
20100105    10 21 39    58.8700       100
20100105    10 21 39    58.8700       200
20100105    10 21 39    58.8700       100
20100105    10 21 39    58.8701      1300
20100105    10 21 39    58.8350      1200
20100105    10 21 39    58.8400      1200
20100105    10 21 40    58.8794       100
20100105    10 21 41    58.8800       100
20100105    10 21 43    58.8799       200
20100105    10 21 44    58.8800       100
20100105    10 21 44    58.8799       100
20100105    10 21 44    58.8800       200
20100105    10 21 44    58.8800       100
20100105    10 21 44    58.8800       200
20100105    10 21 44    58.8799       100
20100105    10 21 44    58.8800       100
20100105    10 21 44    58.8800       100
20100105    10 21 44    58.8799       200
20100105    10 21 44    58.8799       100
20100105    10 21 44    58.8799       100
20100105    10 21 44    58.8799       200
20100105    10 21 44    58.8800       100
20100105    10 21 44    58.8900       100
20100105    10 21 44    58.8799       100
20100105    10 21 44    58.8899       100
20100105    10 21 51    58.8900       200
20100105    10 21 51    58.8900       100
20100105    10 21 51    58.8900       100
20100105    10 21 51    58.9000       200
20100105    10 21 51    58.9000       100
20100105    10 21 51    58.9000       300
20100105    10 21 51    58.9000       400
20100105    10 21 52    58.8900       100
20100105    10 21 52    58.8900       100
20100105    10 21 52    58.8900       100
20100105    10 21 52    58.8900       100
20100105    10 21 52    58.8900       100
20100105    10 21 57    58.8900       400
20100105    10 21 57    58.8900       200
20100105    10 22 00    58.8900       200
20100105    10 22 00    58.9000       100
20100105    10 22 04    58.8999       200
20100105    10 22 06    58.8999       300
20100105    10 22 06    58.8900       800
20100105    10 22 06    58.8900       100
20100105    10 22 06    58.8900       100
20100105    10 22 08    58.8900       100
20100105    10 22 08    58.8900       300
20100105    10 22 08    58.9000       100
20100105    10 22 11    58.8900       100
20100105    10 22 11    58.8900       300
20100105    10 22 11    58.8900       100
20100105    10 22 11    58.8900       200
20100105    10 22 11    58.8900       100
20100105    10 22 11    58.8900       200
20100105    10 22 11    58.8900       100
20100105    10 22 16    58.8900       300
20100105    10 22 16    58.8900       500
20100105    10 22 16    58.8900       100
20100105    10 22 17    58.8999      1800
20100105    10 22 20    58.8900       100
20100105    10 22 22    58.8900       100
20100105    10 22 22    58.8900       500
20100105    10 22 22    58.8900       400
20100105    10 22 23    58.8900       100
20100105    10 22 23    58.8900       200
20100105    10 22 23    58.8900       300
20100105    10 22 23    58.8900       200
20100105    10 22 23    58.8900       200
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       300
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       500
20100105    10 22 25    58.8900       200
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       300
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       100
20100105    10 22 25    58.8900       100
20100105    10 22 26    58.8900       100
20100105    10 22 26    58.8900       100
20100105    10 22 26    58.8900       100
20100105    10 22 26    58.8900       100
20100105    10 22 28    58.8900       100
20100105    10 22 28    58.8900       200
20100105    10 22 28    58.8900       100
20100105    10 22 29    58.8989       200
20100105    10 22 31    58.8900       200
20100105    10 22 31    58.8800       200
20100105    10 22 33    58.8879       100
20100105    10 22 34    58.8900       500
20100105    10 22 39    58.8900       100
20100105    10 22 39    58.8800       100
20100105    10 22 39    58.8800       100
20100105    10 22 39    58.8800       100
20100105    10 22 39    58.8800       200
20100105    10 22 39    58.8800       100
20100105    10 22 39    58.8800       400
20100105    10 22 39    58.8800       200
20100105    10 22 39    58.8800       200
20100105    10 22 39    58.8800       100
20100105    10 22 39    58.8800       100
20100105    10 22 39    58.8800       100
20100105    10 22 39    58.8800       100
20100105    10 22 39    58.8800       200
20100105    10 22 39    58.8800       200
20100105    10 22 40    58.8800       200
20100105    10 22 40    58.8800       100
20100105    10 22 40    58.8800       100
20100105    10 22 40    58.8750       100
20100105    10 22 44    58.8900       500
20100105    10 22 45    58.8800       100
20100105    10 22 45    58.8800       100
20100105    10 22 45    58.8800       100
20100105    10 22 46    58.8800       200
20100105    10 22 47    58.8800       100
20100105    10 22 47    58.8800       100
20100105    10 22 47    58.8800       100
20100105    10 22 47    58.8800       100
20100105    10 22 47    58.8800       100
20100105    10 22 55    58.8702      1800
20100105    10 22 58    58.8900       100
20100105    10 22 58    58.8900       100
20100105    10 22 58    58.8900       300
20100105    10 22 58    58.8900       100
20100105    10 22 59    58.8900       100
20100105    10 22 59    58.9000       100
20100105    10 22 59    58.9100       200
20100105    10 22 59    58.9000       100
20100105    10 22 59    58.9100       100
20100105    10 23 00    58.9200       100
20100105    10 23 05    58.9100       100
20100105    10 23 05    58.9102       100
20100105    10 23 05    58.9100       100
20100105    10 23 05    58.9100       100
20100105    10 23 05    58.9100       200
20100105    10 23 05    58.9100       300
20100105    10 23 05    58.9100       100
20100105    10 23 05    58.9100       200
20100105    10 23 05    58.9100       100
20100105    10 23 05    58.9100       106
20100105    10 23 05    58.9100       200
20100105    10 23 06    58.9000       200
20100105    10 23 06    58.9000       100
20100105    10 23 06    58.9000       100
20100105    10 23 06    58.9100       100
20100105    10 23 09    58.9200       100
20100105    10 23 09    58.9200       100
20100105    10 23 09    58.9200       400
20100105    10 23 09    58.9200       100
20100105    10 23 09    58.9200       100
20100105    10 23 10    58.9300       100
20100105    10 23 10    58.9300       100
20100105    10 23 13    58.9400       100
20100105    10 23 14    58.9379       175
20100105    10 23 15    58.9400       100
20100105    10 23 15    58.9400       144
20100105    10 23 18    58.9200       100
20100105    10 23 20    58.9300       100
20100105    10 23 21    58.9400       100
20100105    10 23 21    58.9400       100
20100105    10 23 27    58.9400       200
20100105    10 23 32    58.9401       100
20100105    10 23 33    58.9400       300
20100105    10 23 33    58.9500       100
20100105    10 23 34    58.9500       100
20100105    10 23 34    58.9500       100
20100105    10 23 34    58.9500       100
20100105    10 23 34    58.9500       100
20100105    10 23 36    58.9600       100
20100105    10 23 37    58.9600       200
20100105    10 23 37    58.9600       100
20100105    10 23 37    58.9600       100
20100105    10 23 37    58.9600       100
20100105    10 23 37    58.9600       100
20100105    10 23 38    58.9600       100
20100105    10 23 38    58.9600       100
20100105    10 23 44    58.9689       165
20100105    10 23 45    58.9698      1000
20100105    10 23 45    58.9700       400
20100105    10 23 45    58.9700       100
20100105    10 23 45    58.9700       200
20100105    10 23 45    58.9700       100
20100105    10 23 45    58.9700       100
20100105    10 23 45    58.9700       100
20100105    10 23 46    58.9700       100
20100105    10 23 46    58.9700       100
20100105    10 23 46    58.9700       200
20100105    10 23 49    58.9700       100
20100105    10 23 49    58.9700       100
20100105    10 23 49    58.9700       100
20100105    10 23 49    58.9700       100
20100105    10 23 49    58.9700       200
20100105    10 23 49    58.9700       300
20100105    10 23 49    58.9700       100
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       300
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       500
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       300
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       200
20100105    10 23 51    58.9800       300
20100105    10 23 51    58.9800       100
20100105    10 23 51    58.9800       100
20100105    10 23 51    58.9800       100
20100105    10 23 51    58.9800       200
20100105    10 23 51    58.9800       300
20100105    10 23 51    58.9800       200
20100105    10 23 51    58.9800       700
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9800       200
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9700       100
20100105    10 23 51    58.9800       364
20100105    10 23 51    58.9800       200
20100105    10 23 51    58.9800       364
20100105    10 23 51    58.9800       100
20100105    10 23 51    58.9800       100
20100105    10 23 51    58.9800       300
20100105    10 23 51    58.9800       300
20100105    10 23 51    58.9800       100
20100105    10 23 51    58.9800       200
20100105    10 23 51    58.9800       200
20100105    10 23 51    58.9800       100
20100105    10 23 52    58.9700       100
20100105    10 23 52    58.9700       100
20100105    10 23 52    58.9800       200
20100105    10 23 52    58.9800       100
20100105    10 23 52    58.9800       500
20100105    10 23 53    58.9700       100
20100105    10 23 53    58.9700       100
20100105    10 23 53    58.9750       100
20100105    10 23 57    58.9700       100
20100105    10 23 57    58.9700       100
20100105    10 23 57    58.9700       100
20100105    10 23 57    58.9700       100
20100105    10 23 57    58.9700       100
20100105    10 23 57    58.9700       300
20100105    10 23 57    58.9700       700
20100105    10 23 57    58.9700       100
20100105    10 23 57    58.9700       300
20100105    10 23 57    58.9700       100
20100105    10 23 57    58.9800       300
20100105    10 23 57    58.9800       400
20100105    10 23 57    58.9800       100
20100105    10 23 57    58.9800       100
20100105    10 23 57    58.9800       100
20100105    10 23 57    58.9800       100
20100105    10 23 58    58.9900       100
20100105    10 23 58    58.9900       100
20100105    10 23 58    58.9900       100
20100105    10 23 58    58.9900       100
20100105    10 23 58    58.9900       100
20100105    10 23 59    58.9900       100
20100105    10 23 59    59.0000       800
20100105    10 23 59    58.9900       100
20100105    10 24 00    58.9900       100
20100105    10 24 00    58.9900       100
20100105    10 24 00    58.9900       500
20100105    10 24 00    58.9900       200
20100105    10 24 00    58.9900       100
20100105    10 24 00    58.9900       200
20100105    10 24 00    58.9900       200
20100105    10 24 01    58.9995      1000
20100105    10 24 01    58.9900       200
20100105    10 24 02    58.9900       200
20100105    10 24 02    58.9900       100
20100105    10 24 02    58.9900       200
20100105    10 24 02    58.9900       200
20100105    10 24 03    58.9900       200
20100105    10 24 04    58.9900       100
20100105    10 24 04    58.9900       100
20100105    10 24 04    58.9900       900
20100105    10 24 09    58.9900       100
20100105    10 24 09    58.9900       100
20100105    10 24 09    58.9900       200
20100105    10 24 09    58.9900       100
20100105    10 24 09    59.0000       200
20100105    10 24 09    58.9999       200
20100105    10 24 12    58.9900       500
20100105    10 24 13    58.9921       500
20100105    10 24 13    58.9900       300
20100105    10 24 13    58.9900       200
20100105    10 24 13    58.9900       100
20100105    10 24 13    58.9900       200
20100105    10 24 14    58.9900       200
20100105    10 24 14    58.9900       100
20100105    10 24 14    58.9900       200
20100105    10 24 14    58.9900       100
20100105    10 24 14    58.9900       100
20100105    10 24 14    58.9900       200
20100105    10 24 20    58.9900       200
20100105    10 24 20    58.9900       400
20100105    10 24 23    58.9900       200
20100105    10 24 23    58.9900       300
20100105    10 24 26    58.9900       100
20100105    10 24 26    58.9900       100
20100105    10 24 31    58.9900       400
20100105    10 24 31    58.9900       200
20100105    10 24 31    58.9900       500
20100105    10 24 32    58.9900       100
20100105    10 24 33    58.9900       100
20100105    10 24 35    58.9925       100
20100105    10 24 36    58.9800       100
20100105    10 24 36    58.9800       100
20100105    10 24 36    58.9800       400
20100105    10 24 37    58.9900       300
20100105    10 24 37    58.9900       300
20100105    10 24 37    58.9900       100
20100105    10 24 37    58.9900       100
20100105    10 24 37    58.9900       100
20100105    10 24 37    58.9900       200
20100105    10 24 37    58.9900       200
20100105    10 24 37    58.9900       100
20100105    10 24 37    58.9900       100
20100105    10 24 37    58.9900       100
20100105    10 24 37    58.9900       100
20100105    10 24 41    58.9900       200
20100105    10 24 41    58.9900       400
20100105    10 24 44    58.9850       700
20100105    10 24 44    58.9900       700
20100105    10 24 46    58.9900       100
20100105    10 24 48    59.0000       200
20100105    10 24 48    59.0000       100
20100105    10 24 48    58.9950       100
20100105    10 24 48    59.0000       300
20100105    10 24 48    59.0000       100
20100105    10 24 48    59.0000      2000
20100105    10 24 48    59.0000       100
20100105    10 24 48    59.0000       100
20100105    10 24 48    59.0000       184
20100105    10 24 48    59.0000       400
20100105    10 24 48    59.0000       100
20100105    10 24 48    59.0000       100
20100105    10 24 48    59.0000       300
20100105    10 24 48    59.0000       100
20100105    10 24 48    59.0000       100
20100105    10 24 48    59.0000       200
20100105    10 24 48    59.0100       100
20100105    10 24 48    59.0000       200
20100105    10 24 48    59.0100       100
20100105    10 24 48    59.0100       100
20100105    10 24 48    59.0100       100
20100105    10 24 48    59.0100       300
20100105    10 24 48    58.9975       100
20100105    10 24 48    59.0000       100
20100105    10 24 48    59.0000       300
20100105    10 24 48    59.0000       600
20100105    10 24 48    59.0000      1000
20100105    10 24 48    59.0000       500
20100105    10 24 48    59.0000       200
20100105    10 24 48    59.0000      1680
20100105    10 24 48    59.0000       300
20100105    10 24 48    59.0000       100
20100105    10 24 48    59.0000       130
20100105    10 24 48    59.0000       100
20100105    10 24 48    59.0021       238
20100105    10 24 49    59.0100       200
20100105    10 24 49    59.0100       100
20100105    10 24 49    59.0194       100
20100105    10 24 49    59.0200       100
20100105    10 24 49    59.0200       200
20100105    10 24 49    59.0200       900
20100105    10 24 49    59.0200       100
20100105    10 24 52    59.0100       400
20100105    10 24 53    59.0100       100
20100105    10 24 53    59.0100       100
20100105    10 24 53    59.0100       100
20100105    10 24 53    59.0100       100
20100105    10 24 53    59.0100       100
20100105    10 24 53    59.0100       100
20100105    10 24 53    59.0100       200
20100105    10 24 55    59.0100       100
20100105    10 24 55    59.0100       100
20100105    10 24 56    59.0100       200
20100105    10 24 56    59.0100       130
20100105    10 24 57    59.0100      1100
20100105    10 24 58    59.0100       100
20100105    10 24 59    59.0100       100
20100105    10 24 59    59.0100       100
20100105    10 24 59    59.0100       100
20100105    10 25 00    59.0100       100
20100105    10 25 01    59.0100       500
20100105    10 25 01    59.0100       100
20100105    10 25 01    59.0000       100
20100105    10 25 01    59.0100       100
20100105    10 25 01    59.0000       200
20100105    10 25 01    59.0100       400
20100105    10 25 01    59.0100       400
20100105    10 25 02    59.0000       100
20100105    10 25 02    59.0000       100
20100105    10 25 02    59.0000       100
20100105    10 25 02    59.0000       200
20100105    10 25 02    59.0000       100
20100105    10 25 03    58.9900       100
20100105    10 25 06    58.9900       100
20100105    10 25 06    58.9950       100
20100105    10 25 08    58.9900       500
20100105    10 25 10    58.9900       100
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       200
20100105    10 25 12    59.0000       200
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       200
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       100
20100105    10 25 12    59.0000       100
20100105    10 25 16    59.0001       100
20100105    10 25 16    59.0000       100
20100105    10 25 22    59.0000       100
20100105    10 25 22    59.0000       365
20100105    10 25 22    59.0000       200
20100105    10 25 22    59.0000       100
20100105    10 25 22    59.0000       100
20100105    10 25 22    59.0000       200
20100105    10 25 23    59.0000       300
