  PERMNO        date            ko         vwretd
   11308    20130531      -0.055280      0.019066
   11308    20130628       0.010002     -0.015039
   11308    20130731      -0.000748      0.052681
   11308    20130830      -0.047405     -0.025714
   11308    20130930      -0.000524      0.037477
   11308    20131031       0.044615      0.039852
   11308    20131129       0.022744      0.024947
   11308    20131231       0.027868      0.026126
   11308    20140131      -0.084483     -0.029957
   11308    20140228       0.010048      0.046172
   11308    20140331       0.020026      0.004469
   11308    20140430       0.055096      0.001660
   11308    20140530       0.002942      0.020218
   11308    20140630       0.042899      0.027941
   11308    20140731      -0.072474     -0.020524
   11308    20140829       0.061848      0.040186
   11308    20140930       0.029842     -0.025129
   11308    20141031      -0.018284      0.021185
   11308    20141128       0.077722      0.021150
   11308    20141231      -0.058220     -0.003616
   11308    20150130      -0.024870     -0.027152
   11308    20150227       0.051737      0.055948
   11308    20150331      -0.055889     -0.010439
   11308    20150430       0.000247      0.008722
   11308    20150529       0.009862      0.010326
   11308    20150630      -0.034180     -0.019259
   11308    20150731       0.047158      0.012096
   11308    20150831      -0.042843     -0.059995
   11308    20150930       0.028739     -0.033738
   11308    20151030       0.055583      0.073961
   11308    20151130       0.014168      0.002442
   11308    20151231       0.007977     -0.022258
   11308    20160129      -0.000931     -0.057036
   11308    20160229       0.004893      0.000682
   11308    20160331       0.083700      0.070459
   11308    20160429      -0.034275      0.011798
   11308    20160531      -0.004464      0.014290
   11308    20160630       0.024215      0.003130
   11308    20160729      -0.037503      0.038740
   11308    20160831      -0.004584      0.002788
   11308    20160930      -0.017499      0.003016
   11308    20161031       0.001890     -0.021589
   11308    20161130      -0.040094      0.040416
   11308    20161230       0.027509      0.018779
