date hour min sec    price volume
20170206 8 0 2.132628 80.46 100
20170206 8 37 26.09878 82 23
20170206 9 7 43.68962 80.46 100
20170206 9 8 1.205831 80.47 1
20170206 9 9 4.830959 80.47 49
20170206 9 28 50.02884 80.45 498
20170206 9 29 5.149768 80.69 4
20170206 9 30 0.2033605 80.53 63103
20170206 9 30 0.2033851 80.53 63103
20170206 9 30 1.020596 80.7 1
20170206 9 30 2.806759 80.53 3
20170206 9 30 4.15112 80.52 67
20170206 9 30 4.151131 80.51 100
20170206 9 30 4.151135 80.51 50
20170206 9 30 4.151142 80.5 62
20170206 9 30 4.151148 80.5 300
20170206 9 30 4.151159 80.5 100
20170206 9 30 4.151165 80.5 100
20170206 9 30 4.151166 80.52 100
20170206 9 30 4.151171 80.5 100
20170206 9 30 4.151172 80.51 50
20170206 9 30 4.151178 80.51 50
20170206 9 30 4.151182 80.5 100
20170206 9 30 4.151189 80.5 100
20170206 9 30 4.15119 80.52 100
20170206 9 30 4.151195 80.5 100
20170206 9 30 4.151198 80.51 50
20170206 9 30 4.151201 80.5 100
20170206 9 30 4.151207 80.5 100
20170206 9 30 4.151212 80.5 100
20170206 9 30 4.15122 80.5 100
20170206 9 30 4.151255 80.52 100
20170206 9 30 4.151273 80.51 50
20170206 9 30 4.151294 80.51 50
20170206 9 30 4.151334 80.51 100
20170206 9 30 4.151551 80.51 100
20170206 9 30 4.151666 80.52 100
20170206 9 30 4.151667 80.52 100
20170206 9 30 4.151667 80.51 50
20170206 9 30 4.151667 80.51 50
20170206 9 30 4.152024 80.51 50
20170206 9 30 4.15224 80.51 100
20170206 9 30 4.152247 80.5 100
20170206 9 30 4.152423 80.5 100
20170206 9 30 4.152457 80.5 100
20170206 9 30 4.157472 80.5 100
20170206 9 30 4.158356 80.49 12
20170206 9 30 4.158366 80.47 180
20170206 9 30 4.158371 80.47 158
20170206 9 30 4.160242 80.48 100
20170206 9 30 4.269283 80.51 100
20170206 9 30 5.183065 80.48 50
20170206 9 30 5.185155 80.48 17
20170206 9 30 5.292119 80.565 7
20170206 9 30 5.302874 80.48 34
20170206 9 30 5.305836 80.565 1
20170206 9 30 6.008744 80.48 2
20170206 9 30 6.581628 80.53 1
20170206 9 30 9.290032 80.48 36
20170206 9 30 11.82605 80.53 938
20170206 9 30 12.24298 80.53 3711
20170206 9 30 12.32124 80.53 1544
20170206 9 30 12.35813 80.53 1731
20170206 9 30 13.73615 80.488 400
20170206 9 30 14.19971 80.497 400
20170206 9 30 14.98897 80.5752 100
20170206 9 30 15.18263 80.497 900
20170206 9 30 17.06832 80.497 1000
20170206 9 30 17.39575 80.5653 400
20170206 9 30 18.63697 80.497 300
20170206 9 30 19.31461 80.53 1
20170206 9 30 21.33974 80.49 50
20170206 9 30 21.33974 80.49 100
20170206 9 30 21.33974 80.49 50
20170206 9 30 21.33975 80.49 50
20170206 9 30 21.33976 80.48 200
20170206 9 30 21.33976 80.48 100
20170206 9 30 21.33977 80.48 50
20170206 9 30 21.33992 80.48 100
20170206 9 30 21.33994 80.48 100
20170206 9 30 21.33995 80.49 50
20170206 9 30 21.33995 80.49 50
20170206 9 30 21.33999 80.48 100
20170206 9 30 21.34006 80.49 100
20170206 9 30 21.34029 80.49 100
20170206 9 30 21.34029 80.48 100
20170206 9 30 21.34155 80.49 50
20170206 9 30 21.34155 80.48 50
20170206 9 30 21.34223 80.565 100
20170206 9 30 21.35877 80.48 100
20170206 9 30 21.38358 80.48 64
20170206 9 30 21.38362 80.48 36
20170206 9 30 21.42194 80.48 36
20170206 9 30 21.42204 80.48 14
20170206 9 30 21.42251 80.48 64
20170206 9 30 21.42256 80.47 200
20170206 9 30 23.83291 80.63 12
20170206 9 30 26.59329 80.555 7
20170206 9 30 26.75969 80.635 100
20170206 9 30 26.77278 80.635 100
20170206 9 30 27.94266 80.5295 3
20170206 9 30 27.94326 80.47 3
20170206 9 30 28.30818 80.48 100
20170206 9 30 28.3082 80.48 93
20170206 9 30 28.30821 80.48 50
20170206 9 30 28.30821 80.47 50
20170206 9 30 28.30822 80.47 100
20170206 9 30 28.30823 80.47 100
20170206 9 30 28.30823 80.47 207
20170206 9 30 28.82361 80.635 100
20170206 9 30 28.868 80.496 400
20170206 9 30 28.87136 80.5 60
20170206 9 30 28.87136 80.5 40
20170206 9 30 28.87137 80.49 100
20170206 9 30 28.87138 80.48 100
20170206 9 30 28.87138 80.48 200
20170206 9 30 28.87145 80.52 100
20170206 9 30 28.87187 80.495 100
20170206 9 30 28.94874 80.535 15
20170206 9 30 29.1125 80.49 40
20170206 9 30 29.11253 80.48 31
20170206 9 30 29.16674 80.482 700
20170206 9 30 29.71932 80.4701 10
20170206 9 30 30.72638 80.59 100
20170206 9 30 34.06831 80.5216 100
20170206 9 30 35.79756 80.59 300
20170206 9 30 35.93199 80.53 1000
20170206 9 30 35.93598 80.53 1000
20170206 9 30 35.9584 80.53 2000
20170206 9 30 35.97228 80.53 4000
20170206 9 30 36.55893 80.58 100
20170206 9 30 36.55909 80.58 100
20170206 9 30 36.55911 80.58 100
20170206 9 30 36.55947 80.58 100
20170206 9 30 36.55947 80.59 100
20170206 9 30 36.56025 80.53 100
20170206 9 30 36.5664 80.53 200
20170206 9 30 36.57386 80.53 400
20170206 9 30 36.59746 80.49 400
20170206 9 30 36.64975 80.53 100
20170206 9 30 36.66909 80.585 100
20170206 9 30 37.56021 80.58 100
20170206 9 30 37.56021 80.59 100
20170206 9 30 37.56035 80.59 100
20170206 9 30 37.56039 80.59 100
20170206 9 30 37.5605 80.59 100
20170206 9 30 37.56052 80.53 100
20170206 9 30 37.5608 80.59 100
20170206 9 30 37.56365 80.59 100
20170206 9 30 37.56374 80.59 100
20170206 9 30 37.56375 80.56 100
20170206 9 30 37.56379 80.57 100
20170206 9 30 37.56426 80.6 100
20170206 9 30 37.56426 80.61 7
20170206 9 30 37.56468 80.6 50
20170206 9 30 37.56473 80.61 93
20170206 9 30 37.56482 80.57 100
20170206 9 30 37.565 80.6 50
20170206 9 30 37.565 80.62 50
20170206 9 30 38.77576 80.62 200
20170206 9 30 38.78759 80.62 300
20170206 9 30 38.80321 80.62 100
20170206 9 30 38.80322 80.62 100
20170206 9 30 38.8033 80.58 100
20170206 9 30 38.80358 80.63 100
20170206 9 30 38.80358 80.63 100
20170206 9 30 38.80359 80.64 100
20170206 9 30 38.80359 80.64 100
20170206 9 30 38.8036 80.64 100
20170206 9 30 38.80365 80.55 100
20170206 9 30 39.24195 80.62 100
20170206 9 30 39.24204 80.58 100
20170206 9 30 39.24206 80.64 100
20170206 9 30 39.24206 80.64 100
20170206 9 30 39.24339 80.58 100
20170206 9 30 41.65708 80.64 200
20170206 9 30 43.32184 80.565 100
20170206 9 30 43.46881 80.565 100
20170206 9 30 46.5598 80.565 100
20170206 9 30 46.69622 80.56 100
20170206 9 30 46.71591 80.64 200
20170206 9 30 47.30652 80.5506 10
20170206 9 30 48.55914 80.57 400
20170206 9 30 48.78217 80.5784 1000
20170206 9 30 53.55773 80.57 200
20170206 9 30 53.56214 80.53 100
20170206 9 30 53.56242 80.53 100
20170206 9 30 53.56246 80.52 100
20170206 9 30 53.56254 80.53 100
20170206 9 30 53.56255 80.53 100
20170206 9 30 53.56256 80.51 100
20170206 9 30 53.56259 80.51 100
20170206 9 30 53.56276 80.53 100
20170206 9 30 53.58015 80.63 100
20170206 9 30 53.80493 80.57 500
20170206 9 30 55.87035 80.57 200
20170206 9 30 58.55816 80.57 100
20170206 9 30 59.22632 80.63 100
20170206 9 31 1.801076 80.51 100
20170206 9 31 3.558389 80.57 300
20170206 9 31 4.000681 80.51 100
20170206 9 31 4.00412 80.51 100
20170206 9 31 5.91942 80.57 200
20170206 9 31 6.188312 80.51 8
20170206 9 31 8.119894 80.51 100
20170206 9 31 8.120089 80.5 200
20170206 9 31 8.120089 80.5 400
20170206 9 31 8.12109 80.5 100
20170206 9 31 8.121249 80.535 100
20170206 9 31 8.125144 80.51 50
20170206 9 31 8.125333 80.51 50
20170206 9 31 8.125966 80.5 100
20170206 9 31 8.128892 80.5 200
20170206 9 31 8.128892 80.5 200
20170206 9 31 8.130732 80.5 100
20170206 9 31 8.132772 80.51 100
20170206 9 31 8.132776 80.5 100
20170206 9 31 8.132782 80.5 200
20170206 9 31 8.132785 80.5 100
20170206 9 31 8.132789 80.5 100
20170206 9 31 8.132793 80.5 100
20170206 9 31 8.132799 80.5 1000
20170206 9 31 8.132893 80.5 100
20170206 9 31 8.132896 80.51 92
20170206 9 31 8.132899 80.51 100
20170206 9 31 8.132901 80.5 100
20170206 9 31 8.132904 80.5 100
20170206 9 31 8.132908 80.5 708
20170206 9 31 8.13291 80.5 700
20170206 9 31 8.132921 80.51 100
20170206 9 31 8.132928 80.5 100
20170206 9 31 8.132945 80.5 700
20170206 9 31 8.132986 80.5 100
20170206 9 31 8.13304 80.49 75
20170206 9 31 8.133143 80.5 200
20170206 9 31 8.133153 80.5 100
20170206 9 31 8.133295 80.49 50
20170206 9 31 8.13343 80.49 25
20170206 9 31 8.133435 80.49 75
20170206 9 31 8.133508 80.49 25
20170206 9 31 8.133515 80.48 100
20170206 9 31 8.13352 80.48 100
20170206 9 31 8.133525 80.48 100
20170206 9 31 8.133576 80.51 100
20170206 9 31 8.133576 80.5 100
20170206 9 31 8.133577 80.5 700
20170206 9 31 8.133587 80.49 50
20170206 9 31 8.13361 80.5 100
20170206 9 31 8.13366 80.48 100
20170206 9 31 8.13369 80.5 200
20170206 9 31 8.133714 80.47 125
20170206 9 31 8.133867 80.47 75
20170206 9 31 8.134022 80.47 25
20170206 9 31 8.134143 80.47 50
20170206 9 31 8.134247 80.48 25
20170206 9 31 8.134293 80.47 28
20170206 9 31 8.134299 80.47 72
20170206 9 31 8.1344 80.47 28
20170206 9 31 8.134404 80.47 72
20170206 9 31 8.134424 80.47 25
20170206 9 31 8.13447 80.47 25
20170206 9 31 8.134473 80.47 100
20170206 9 31 8.134493 80.48 50
20170206 9 31 8.134493 80.48 25
20170206 9 31 8.134599 80.47 25
20170206 9 31 8.134783 80.47 103
20170206 9 31 8.135043 80.48 20
20170206 9 31 8.135048 80.48 100
20170206 9 31 8.135054 80.48 100
20170206 9 31 8.135328 80.49 300
20170206 9 31 8.135717 80.47 2
20170206 9 31 8.135729 80.47 100
20170206 9 31 8.135752 80.47 98
20170206 9 31 8.135757 80.47 2
20170206 9 31 8.135805 80.47 98
20170206 9 31 8.136556 80.51 100
20170206 9 31 8.136897 80.46 23
20170206 9 31 8.137301 80.48 100
20170206 9 31 8.137573 80.47 100
20170206 9 31 8.137573 80.48 20
20170206 9 31 8.13766 80.47 100
20170206 9 31 8.137964 80.48 100
20170206 9 31 8.138252 80.48 80
20170206 9 31 8.138252 80.48 20
20170206 9 31 8.138857 80.49 100
20170206 9 31 8.13949 80.5 100
20170206 9 31 8.139499 80.5 100
20170206 9 31 8.139772 80.5 300
20170206 9 31 8.152708 80.5 100
20170206 9 31 8.155638 80.5 100
20170206 9 31 8.196468 80.493 1300
20170206 9 31 8.233687 80.5 100
20170206 9 31 8.296351 80.5775 1600
20170206 9 31 8.297928 80.555 100
20170206 9 31 8.303379 80.64 200
20170206 9 31 8.303459 80.5 100
20170206 9 31 8.303871 80.5 100
20170206 9 31 8.303889 80.5 100
20170206 9 31 8.303909 80.5 100
20170206 9 31 8.365167 80.505 100
20170206 9 31 8.375124 80.5 100
20170206 9 31 8.380683 80.64 100
20170206 9 31 8.553651 80.5 100
20170206 9 31 8.553796 80.5 100
20170206 9 31 8.554072 80.49 100
20170206 9 31 8.557573 80.49 100
20170206 9 31 8.557579 80.5 100
20170206 9 31 8.557586 80.5 100
20170206 9 31 8.557591 80.5 100
20170206 9 31 8.557765 80.5 100
20170206 9 31 8.560956 80.5 433
20170206 9 31 8.563143 80.51 100
20170206 9 31 8.563467 80.5 22
20170206 9 31 8.564308 80.5 63
20170206 9 31 8.564464 80.5 7
20170206 9 31 8.564592 80.5 100
20170206 9 31 8.56472 80.5 100
20170206 9 31 8.565709 80.5 100
20170206 9 31 8.56823 80.5 100
20170206 9 31 8.568445 80.51 75
20170206 9 31 8.569677 80.5 100
20170206 9 31 8.569736 80.57 100
20170206 9 31 8.645842 80.5 100
20170206 9 31 8.664145 80.505 100
20170206 9 31 8.669858 80.5 100
20170206 9 31 8.677252 80.61 100
20170206 9 31 8.678612 80.5 100
20170206 9 31 8.680171 80.5 100
20170206 9 31 9.559205 80.565 300
20170206 9 31 9.610768 80.625 100
20170206 9 31 9.70984 80.5515 339
20170206 9 31 10.0294 80.63 200
20170206 9 31 10.03181 80.63 112
20170206 9 31 10.05631 80.64 100
20170206 9 31 10.55847 80.565 200
20170206 9 31 10.81455 80.64 100
20170206 9 31 10.81748 80.565 100
20170206 9 31 10.82113 80.565 100
20170206 9 31 10.82261 80.64 100
20170206 9 31 10.82881 80.565 100
20170206 9 31 10.88233 80.565 210
20170206 9 31 11.32037 80.55 100
20170206 9 31 11.32037 80.51 100
20170206 9 31 11.32038 80.5 100
20170206 9 31 11.32038 80.5 720
20170206 9 31 11.32053 80.51 100
20170206 9 31 11.34313 80.53 100
20170206 9 31 11.34334 80.53 100
20170206 9 31 11.35076 80.55 90
20170206 9 31 11.35076 80.6 10
20170206 9 31 11.7246 80.55 100
20170206 9 31 12.55809 80.55 100
20170206 9 31 13.55834 80.56 200
20170206 9 31 13.5627 80.52 800
20170206 9 31 13.57736 80.56 100
20170206 9 31 13.57752 80.61 100
20170206 9 31 13.57938 80.56 100
20170206 9 31 13.58254 80.56 100
20170206 9 31 13.68575 80.52 2000
20170206 9 31 13.70341 80.61 100
20170206 9 31 13.70342 80.61 200
20170206 9 31 13.70623 80.56 300
20170206 9 31 14.55889 80.56 200
20170206 9 31 14.67489 80.61 100
20170206 9 31 15.55778 80.56 100
20170206 9 31 15.5585 80.56 100
20170206 9 31 16.55821 80.56 200
20170206 9 31 17.55848 80.57 200
20170206 9 31 17.58691 80.61 100
20170206 9 31 18.20916 80.57 100
20170206 9 31 18.55873 80.575 200
20170206 9 31 19.56047 80.585 200
20170206 9 31 19.56055 80.585 200
20170206 9 31 19.56198 80.585 100
20170206 9 31 20.74719 80.61 300
20170206 9 31 21.46941 80.57 100
20170206 9 31 21.46948 80.59 200
20170206 9 31 21.46948 80.59 100
20170206 9 31 21.46953 80.6 100
20170206 9 31 21.46957 80.58 100
20170206 9 31 21.51132 80.61 100
20170206 9 31 21.51136 80.61 100
20170206 9 31 21.51136 80.61 100
20170206 9 31 21.51172 80.59 100
20170206 9 31 21.51175 80.59 100
20170206 9 31 21.51176 80.61 2
20170206 9 31 21.51668 80.59 100
20170206 9 31 21.53622 80.61 100
20170206 9 31 21.53626 80.61 198
20170206 9 31 21.53627 80.61 100
20170206 9 31 21.53627 80.61 100
20170206 9 31 21.56116 80.61 100
20170206 9 31 21.56117 80.61 100
20170206 9 31 21.56155 80.6 100
20170206 9 31 21.56156 80.61 100
20170206 9 31 21.56199 80.61 100
20170206 9 31 21.56852 80.6 100
20170206 9 31 21.56863 80.61 100
20170206 9 31 21.6214 80.61 100
20170206 9 31 22.55866 80.61 100
20170206 9 31 22.55867 80.61 200
20170206 9 31 22.5612 80.62 100
20170206 9 31 22.57302 80.62 25
20170206 9 31 22.57742 80.63 100
20170206 9 31 22.57779 80.62 100
20170206 9 31 22.5778 80.62 100
20170206 9 31 22.57781 80.62 100
20170206 9 31 22.57783 80.62 100
20170206 9 31 22.57939 80.62 37
20170206 9 31 22.57955 80.62 25
20170206 9 31 22.58243 80.62 100
20170206 9 31 22.5907 80.63 100
20170206 9 31 23.35982 80.63 100
20170206 9 31 23.3599 80.63 100
20170206 9 31 23.35991 80.63 100
20170206 9 31 23.3603 80.62 100
20170206 9 31 23.36083 80.62 100
20170206 9 31 23.36092 80.62 100
20170206 9 31 23.362 80.63 100
20170206 9 31 23.36502 80.62 300
20170206 9 31 23.36621 80.62 100
20170206 9 31 23.36729 80.62 100
20170206 9 31 23.51444 80.62 100
20170206 9 31 23.51445 80.63 100
20170206 9 31 23.51445 80.63 100
20170206 9 31 23.51448 80.63 100
20170206 9 31 23.51484 80.62 100
20170206 9 31 23.51545 80.62 100
20170206 9 31 23.51545 80.63 100
20170206 9 31 23.51569 80.63 100
20170206 9 31 23.51589 80.63 100
20170206 9 31 23.5178 80.64 100
20170206 9 31 23.5182 80.63 100
20170206 9 31 23.51892 80.63 100
20170206 9 31 23.56167 80.63 100
20170206 9 31 24.55833 80.625 100
20170206 9 31 25.5606 80.64 100
20170206 9 31 27.70721 80.61 100
20170206 9 31 28.56025 80.635 400
20170206 9 31 28.56845 80.66 100
20170206 9 31 29.48762 80.635 100
20170206 9 31 31.65897 80.62 20
20170206 9 31 31.65898 80.62 10
20170206 9 31 31.65898 80.61 100
20170206 9 31 31.65899 80.61 100
20170206 9 31 31.65899 80.61 70
20170206 9 31 31.65911 80.61 30
20170206 9 31 31.65917 80.61 100
20170206 9 31 31.65929 80.61 100
20170206 9 31 31.66107 80.61 100
20170206 9 31 31.66118 80.6 100
20170206 9 31 31.95059 80.59 100
20170206 9 31 31.95059 80.59 100
20170206 9 31 32.1727 80.59 100
20170206 9 31 32.1727 80.59 100
20170206 9 31 32.17334 80.59 100
20170206 9 31 32.17479 80.595 100
20170206 9 31 32.39988 80.58 100
20170206 9 31 34.56036 80.62 100
20170206 9 31 34.56046 80.64 100
20170206 9 31 34.68246 80.66 200
20170206 9 31 34.72533 80.66 100
20170206 9 31 34.8437 80.66 100
20170206 9 31 36.80908 80.62 100
20170206 9 31 36.81384 80.62 200
20170206 9 31 36.83248 80.588 200
20170206 9 31 38.12042 80.66 100
20170206 9 31 38.12042 80.66 100
20170206 9 31 38.1214 80.62 100
20170206 9 31 38.16327 80.65 100
20170206 9 31 38.56046 80.645 100
20170206 9 31 38.56104 80.645 100
20170206 9 31 38.72789 80.59 100
20170206 9 31 38.7279 80.59 100
20170206 9 31 38.7279 80.59 200
20170206 9 31 38.72793 80.59 100
20170206 9 31 38.72797 80.6 100
20170206 9 31 38.72803 80.61 100
20170206 9 31 38.72807 80.59 100
20170206 9 31 38.72807 80.6 100
20170206 9 31 38.72818 80.62 100
20170206 9 31 38.72835 80.6 100
20170206 9 31 38.72847 80.59 100
20170206 9 31 38.73141 80.58 100
20170206 9 31 38.73401 80.59 100
20170206 9 31 38.73484 80.59 100
20170206 9 31 38.73562 80.58 100
20170206 9 31 38.86277 80.625 100
20170206 9 31 39.18094 80.58 100
20170206 9 31 39.18095 80.58 200
20170206 9 31 39.18095 80.58 100
20170206 9 31 39.18104 80.61 100
20170206 9 31 39.18111 80.58 100
20170206 9 31 39.18114 80.58 100
20170206 9 31 39.1812 80.58 100
20170206 9 31 39.18121 80.58 100
20170206 9 31 39.1815 80.58 100
20170206 9 31 39.1859 80.57 100
20170206 9 31 39.1867 80.58 100
20170206 9 31 39.18827 80.62 100
20170206 9 31 39.18839 80.57 300
20170206 9 31 39.20734 80.61 100
20170206 9 31 39.24933 80.645 100
20170206 9 31 39.3468 80.57 100
20170206 9 31 39.56131 80.57 100
20170206 9 31 39.56131 80.57 100
20170206 9 31 39.56162 80.62 100
20170206 9 31 39.56377 80.67 100
20170206 9 31 39.56791 80.68 100
20170206 9 31 39.69577 80.63 100
20170206 9 31 41.96604 80.656 100
20170206 9 31 42.71178 80.7 100
20170206 9 31 43.31446 80.65 30
20170206 9 31 43.33737 80.61 800
20170206 9 31 43.34083 80.61 70
20170206 9 31 43.38052 80.7 200
20170206 9 31 48.55995 80.66 100
20170206 9 31 51.88261 80.6272 104
20170206 9 31 53.55753 80.66 100
20170206 9 31 55.55877 80.66 100
20170206 9 32 0.5637352 80.66 100
20170206 9 32 0.6812933 80.7 100
20170206 9 32 1.415451 80.7 100
20170206 9 32 1.415456 80.7 706
20170206 9 32 1.415479 80.7 10
20170206 9 32 1.415484 80.7 100
20170206 9 32 1.415487 80.7 57
20170206 9 32 1.415497 80.7 43
20170206 9 32 1.415499 80.7 167
20170206 9 32 1.415505 80.7 210
20170206 9 32 1.415513 80.7 123
20170206 9 32 1.415741 80.72 100
20170206 9 32 1.415841 80.68 100
20170206 9 32 1.415854 80.72 100
20170206 9 32 1.41591 80.68 100
20170206 9 32 1.41668 80.74 100
20170206 9 32 1.416691 80.75 30
20170206 9 32 1.419931 80.7175 100
20170206 9 32 3.384326 80.76 100
20170206 9 32 3.384332 80.76 100
20170206 9 32 4.313129 80.77 200
20170206 9 32 4.313528 80.77 200
20170206 9 32 4.318629 80.77 70
20170206 9 32 4.318644 80.76 30
20170206 9 32 5.242114 80.76 100
20170206 9 32 5.242228 80.76 100
20170206 9 32 5.243491 80.76 100
20170206 9 32 5.243784 80.76 100
20170206 9 32 5.244677 80.75 100
20170206 9 32 5.244681 80.75 50
20170206 9 32 5.244689 80.75 50
20170206 9 32 5.245252 80.74 33
20170206 9 32 5.245326 80.74 22
20170206 9 32 5.245396 80.74 15
20170206 9 32 5.245465 80.74 10
20170206 9 32 5.24553 80.74 6
20170206 9 32 5.245608 80.74 4
20170206 9 32 5.245666 80.74 3
20170206 9 32 5.245724 80.74 2
20170206 9 32 5.245783 80.74 1
20170206 9 32 5.2458 80.74 4
20170206 9 32 5.245804 80.74 96
20170206 9 32 5.245843 80.74 1
20170206 9 32 5.245848 80.75 100
20170206 9 32 5.24588 80.74 3
20170206 9 32 5.245884 80.74 64
20170206 9 32 5.245973 80.74 36
20170206 9 32 5.245977 80.73 9
20170206 9 32 5.314434 80.74 100
20170206 9 32 5.314629 80.75 100
20170206 9 32 5.315055 80.74 100
20170206 9 32 5.872233 80.74 100
20170206 9 32 5.872372 80.74 100
20170206 9 32 5.872574 80.74 100
20170206 9 32 7.267855 80.76 100
20170206 9 32 7.984429 80.77 200
20170206 9 32 7.984434 80.77 100
20170206 9 32 8.596634 80.79 100
20170206 9 32 8.596638 80.79 200
20170206 9 32 8.614304 80.78 100
20170206 9 32 8.617811 80.799 100
20170206 9 32 8.620064 80.8 30
20170206 9 32 8.620114 80.8 70
20170206 9 32 8.665412 80.78 100
20170206 9 32 8.669279 80.77 100
20170206 9 32 8.67487 80.77 100
20170206 9 32 8.677675 80.785 100
20170206 9 32 8.687311 80.77 100
20170206 9 32 8.688335 80.77 100
20170206 9 32 8.691983 80.77 200
20170206 9 32 8.786448 80.77 100
20170206 9 32 9.470393 80.76 100
20170206 9 32 9.470397 80.76 200
20170206 9 32 9.471757 80.75 123
20170206 9 32 9.471857 80.75 77
20170206 9 32 10.05001 80.74 100
20170206 9 32 10.44471 80.74 100
20170206 9 32 10.45678 80.74 100
20170206 9 32 10.45717 80.73 100
20170206 9 32 10.45791 80.73 59
20170206 9 32 10.45817 80.73 132
20170206 9 32 10.45818 80.73 100
20170206 9 32 10.45819 80.73 68
20170206 9 32 10.45824 80.73 32
20170206 9 32 10.45825 80.73 100
20170206 9 32 10.45825 80.73 68
20170206 9 32 10.45829 80.73 32
20170206 9 32 10.4589 80.73 100
20170206 9 32 10.46225 80.72 100
20170206 9 32 10.46226 80.72 100
20170206 9 32 10.46226 80.72 100
20170206 9 32 10.46304 80.71 100
20170206 9 32 10.46304 80.71 100
20170206 9 32 10.46304 80.71 33
20170206 9 32 10.46307 80.71 67
20170206 9 32 10.46308 80.71 33
20170206 9 32 10.46315 80.72 100
20170206 9 32 10.56847 80.74 100
20170206 9 32 11.4545 80.731 1
20170206 9 32 14.37142 80.79 100
20170206 9 32 17.78978 80.81 100
20170206 9 32 22.6703 80.81 100
20170206 9 32 27.56128 80.81 100
20170206 9 32 27.58989 80.78 100
20170206 9 32 27.83132 80.78 100
20170206 9 32 28.81762 80.81 67
20170206 9 32 29.96202 80.74 21
20170206 9 32 31.26041 80.75 50
20170206 9 32 39.17496 80.7616 116
20170206 9 32 39.19718 80.77 100
20170206 9 32 39.86337 80.74 1
20170206 9 32 47.7943 80.8 100
20170206 9 32 57.27376 80.8 50
20170206 9 32 58.15103 80.76 10
20170206 9 32 58.16022 80.75 100
20170206 9 32 58.16033 80.75 100
20170206 9 32 58.16129 80.75 100
20170206 9 32 58.17392 80.74 79
20170206 9 32 58.18868 80.75 100
20170206 9 32 58.18906 80.74 100
20170206 9 32 58.18908 80.74 100
20170206 9 32 58.18921 80.75 100
20170206 9 32 58.18922 80.75 100
20170206 9 32 58.18948 80.75 79
20170206 9 32 58.18966 80.74 100
20170206 9 32 58.18966 80.75 100
20170206 9 32 58.18966 80.75 100
20170206 9 32 58.18966 80.75 100
20170206 9 32 58.19045 80.75 100
20170206 9 32 58.19068 80.75 100
20170206 9 32 58.19125 80.74 100
20170206 9 32 58.19198 80.75 100
20170206 9 32 58.21094 80.75 6
20170206 9 32 58.24748 80.74 24
20170206 9 32 58.24755 80.74 76
20170206 9 32 58.24847 80.74 100
20170206 9 32 58.2504 80.74 100
20170206 9 32 59.19875 80.74 15
20170206 9 33 6.001555 80.7999 63
20170206 9 33 6.050526 80.74 100
20170206 9 33 17.82396 80.74 25
20170206 9 33 17.98327 80.765 100
20170206 9 33 17.98328 80.79 100
20170206 9 33 17.98647 80.765 105
20170206 9 33 19.214 80.79 100
20170206 9 33 20.19237 80.8 100
20170206 9 33 20.19248 80.78 100
20170206 9 33 20.19249 80.79 100
20170206 9 33 20.19249 80.79 50
20170206 9 33 22.09473 80.765 8
20170206 9 33 24.84319 80.74 100
20170206 9 33 31.55896 80.74 100
20170206 9 33 31.55896 80.74 100
20170206 9 33 31.55901 80.74 100
20170206 9 33 31.55972 80.73 100
20170206 9 33 31.55973 80.73 100
20170206 9 33 31.55974 80.74 100
20170206 9 33 31.55978 80.74 33
20170206 9 33 31.55979 80.73 100
20170206 9 33 31.56024 80.72 100
20170206 9 33 31.56043 80.72 5
20170206 9 33 31.56046 80.73 100
20170206 9 33 31.56066 80.72 95
20170206 9 33 31.56072 80.71 100
20170206 9 33 31.56073 80.71 100
20170206 9 33 31.56089 80.71 100
20170206 9 33 31.56089 80.71 100
20170206 9 33 31.56222 80.7 100
20170206 9 33 31.56222 80.7 100
20170206 9 33 31.56223 80.7 100
20170206 9 33 31.56223 80.7 100
20170206 9 33 31.56225 80.7 100
20170206 9 33 31.56226 80.7 15
20170206 9 33 31.56227 80.7 85
20170206 9 33 31.56232 80.7 100
20170206 9 33 31.56294 80.7 200
20170206 9 33 31.56322 80.7 100
20170206 9 33 31.56322 80.7 100
20170206 9 33 31.56508 80.69 100
20170206 9 33 31.65089 80.74 100
20170206 9 33 39.13556 80.66 100
20170206 9 33 40.23515 80.66 142
20170206 9 33 40.83972 80.67 200
20170206 9 33 41.48851 80.654 400
20170206 9 33 48.33233 80.61 100
20170206 9 34 0.373662 80.61 100
20170206 9 34 14.40905 80.61 100
20170206 9 34 15.77019 80.61 100
20170206 9 34 15.77019 80.61 100
20170206 9 34 15.77019 80.61 100
20170206 9 34 15.77034 80.64 100
20170206 9 34 15.77039 80.61 100
20170206 9 34 23.70868 80.61 100
20170206 9 34 23.70869 80.62 100
20170206 9 34 23.70869 80.61 100
20170206 9 34 23.70884 80.62 100
20170206 9 34 23.71469 80.71 100
20170206 9 34 25.44844 80.61 100
20170206 9 34 28.24512 80.66 1800
20170206 9 34 30.71527 80.7 100
20170206 9 34 31.77736 80.62 100
20170206 9 34 31.77736 80.61 100
20170206 9 34 31.77741 80.62 100
20170206 9 34 31.77756 80.62 100
20170206 9 34 37.48606 80.61 100
20170206 9 34 37.51375 80.61 100
20170206 9 34 37.51445 80.61 62
20170206 9 34 37.51538 80.6 100
20170206 9 34 37.51565 80.6 100
20170206 9 34 37.51626 80.6 100
20170206 9 34 38.56518 80.64 100
20170206 9 34 38.56518 80.64 100
20170206 9 34 38.56535 80.62 100
20170206 9 34 38.56557 80.62 100
