category change duration size
6 0.0108 2.82087 0.15
2 -0.0108 11.98472 1
7 0.03 7.27308 1
3 -0.01 34.66048 0.73
3 -0.0072 3.13328 0.5
5 0.0072 6.91869 0.06
2 -0.0148 6.50017 1
4 0 0.00093 1
6 0.0148 4.82621 1.5
2 -0.019 2.75952 0.29
5 0.0011 6.42641 1.75
6 0.0179 6.61806 1
4 0 5.000002e-06 0.32
4 0 3.000001e-06 1.6
4 0 0.000209 1
4 0 0.879231 1
5 0.01 24.71022 0.2
4 0 0 1
4 0 1e-05 1
4 0 0.00037 1
4 0 9.999996e-06 1
6 0.01 0.00049 0.1
4 0 4e-05 0.9
4 0 1e-05 0.1
2 -0.01 1e-05 1
5 0.0025 0.10475 1
5 0.0059 3.21808 0.06
3 -0.0034 2.6988 0.04
5 0.005 6.78401 1
4 0 0.49037 0.61
4 0 2.88077 0.39
4 0 3e-05 0.51
4 0 9.999996e-06 0.49
4 0 0.00018 1
4 0 0.00042 0.51
4 0 0.00061 0.78
4 0 1e-05 1
4 0 0.00053 0.5
4 0 7e-04 0.49
4 0 0.00111 0.86
4 0 2e-05 1
4 0 9.999996e-06 4.24
4 0 5e-04 2
4 0 0.00027 43.52
4 0 5e-05 1
6 0.01 0.00067 1
4 0 0 0.05
4 0 0 1.6
4 0 1e-05 4.89
4 0 0.00046 0.11
4 0 0 0.02
4 0 0.0136 1
4 0 0.00116 1
5 0.01 0.02349 0.04
4 0 0.25844 0.02
3 -0.01 0.01162 3
4 0 6.11818 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 4
4 0 1e-05 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0.00034 1
4 0 0.00048 1
2 -0.01 0.01263 2
4 0 0 1
4 0 0.00074 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 1
4 0 1e-05 1
4 0 0.00015 1
4 0 0.00023 0.35
4 0 0.00027 2
4 0 0 1
4 0 0.00012 0.65
6 0.01 0.02535 0.33
4 0 18.06736 0.01
2 -0.01 8.489062 1
4 0 0.08895 1
4 0 9.999996e-06 1
4 0 0 0.09
4 0 0.00035 1
4 0 2e-05 3
4 0 0 1
4 0 1e-05 1
4 0 9.999996e-06 0.01
2 -0.01 0.00041 1
4 0 0.00013 1
4 0 0.00035 2
4 0 0 3
4 0 9.999996e-06 0.51
4 0 0.00016 1
4 0 9.999996e-06 1
4 0 0 1
4 0 1e-05 2
4 0 2e-05 1
4 0 0.00029 2
4 0 0 2
4 0 0 2
5 0.005 0.00094 1
3 -0.0051 15.20377 0.41
5 1e-04 15.05495 0.87
4 0 1e-05 0.13
4 0 0 1
4 0 3e-05 5
4 0 0.00016 2
7 0.02 7.4124 0.99
4 0 3e-05 1
5 0.01 1.00955 0.87
4 0 0.79391 1
6 0.01 4.837881 1
4 0 4.000001e-06 5
4 0 5.000002e-06 1
4 0 0.000356 1
6 0.01 0.789459 1
4 0 1.952687 0.02
4 0 3.873193 1
5 0.01 0.816501 2
4 0 2.011194 1
4 0 0 1
3 -0.0028 1.75376 0.11
6 0.0127 0.08883 0.25
3 -9e-04 11.23344 1.7
5 0.001 1.85121 1
4 0 0.00037 1
2 -0.01 6.44371 1
5 0.0036 8.57996 0.02
5 0.0064 7.26057 1
2 -0.01 0.41388 1
5 0.003 1.81092 0.5
5 0.0069 0.51347 1.46
3 -0.0099 11.72031 1
4 0 0.000159 1
4 0 0.010807 0.44
6 0.01 19.68278 0.1
4 0 0 0.9
4 0 4.54807 0.04
4 0 0.00286 1
4 0 0.00341 1
6 0.01 9.999996e-06 0.05
4 0 0 1
4 0 1e-05 0.3
2 -0.01 0.00123 0.96
6 0.01 0.01214 9
4 0 20.32964 1
3 -0.0036 4.42062 0.24
3 -0.0014 0.02886 1
3 -0.005 2.82259 1
4 0 0 2
4 0 0.00019 1
4 0 0 1
4 0 1e-05 1
4 0 9.999996e-06 2.11
4 0 9e-05 0.5
4 0 2e-05 1
4 0 2e-05 1
4 0 0.00012 0.89
2 -0.01 5e-05 1
4 0 1e-05 1
4 0 0.00017 2
4 0 1e-05 0.75
4 0 0 0.24
4 0 1e-04 0.01
4 0 0 0.99
4 0 0.00011 1
6 0.01 4e-05 0.5
4 0 0 1
4 0 0 0.01
4 0 0 1
2 -0.01 0.00036 0.01
4 0 3e-05 1
4 0 3e-05 1
4 0 1e-05 1
4 0 0 0.25
4 0 0.00031 0.75
6 0.0131 0.00024 0.5
2 -0.0131 0.00029 2
4 0 4e-05 1
4 0 0.00028 1
5 0.005 0.00026 1
5 0.005 3e-05 1
2 -0.01 5e-05 1
3 -0.01 0.00484 1.25
4 0 6e-05 0.54
4 0 5e-05 0.21
5 0.0099 0.48545 0.08
3 -0.0099 0.0181 0.28
4 0 0 0.72
4 0 3e-05 0.28
4 0 0 2
4 0 0.00094 0.01
2 -0.01 0.00084 0.28
4 0 9.999996e-06 1
4 0 0 1
2 -0.01 0.0046 0.29
4 0 0 1
4 0 1e-05 0.71
4 0 5e-05 0.29
4 0 0.00093 0.71
4 0 0 0.29
4 0 0.00085 1
4 0 0.00027 0.01
3 -0.01 1.00969 0.02
5 0.0043 0.52618 1.38
5 7e-04 0.68187 1
4 0 0.00011 1
3 -0.005 13.13937 1
4 0 4.00872 0.01
2 -0.01 2.02686 0.36
5 1e-04 13.21847 0.03
6 0.0104 26.23376 1.91
5 0.0031 0.99204 0.47
3 -0.0036 2.99449 1
4 0 0 1
4 0 0 0.01
4 0 4e-05 1
4 0 2e-05 1
4 0 0.00069 1
4 0 0 2
4 0 2e-04 2
4 0 0.00751 1
4 0 4.000001e-05 1
4 0 0 1
4 0 0 1
4 0 0 1
4 0 9.999996e-06 2
4 0 3e-05 1
4 0 9.999996e-06 1
4 0 1e-05 1
4 0 0 1
4 0 2e-05 0.1
4 0 9.999996e-06 1
4 0 1e-05 1
4 0 6e-05 1
4 0 0.00046 1
4 0 4.819062 0.96
4 0 0.000318 0.64
4 0 5.999995e-06 0.6
4 0 3.3e-05 0.6
4 0 5.000002e-06 0.4
4 0 1.3e-05 0.05
4 0 9.999996e-06 0.6
4 0 3.000001e-06 0.4
4 0 1.9e-05 0.4
4 0 4.100001e-05 0.04
4 0 0.00045 0.6
4 0 3.7e-05 0.4
4 0 0.000975 1
3 -0.0038 1.344681 0.44
3 -0.0042 0.439732 1.02
3 -0.002 0.023039 0.43
6 0.02 7.078026 0.15
3 -4e-04 16.58821 0.2
2 -0.0196 7.95242 0.03
5 1e-04 0.00174 0.03
3 -1e-04 0.00047 0.12
5 1e-04 0.00161 0.12
5 0.0099 3.82775 1
4 0 0.00015 1
4 0 3e-05 1
2 -0.01 0.00619 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0.00017 1
4 0 0 2
4 0 0.00071 1.1
3 -1e-04 4.50829 0.02
2 -0.0199 22.82934 0.27
4 0 4.000001e-06 1
4 0 2.000001e-06 1
4 0 2.000001e-06 1
4 0 5.000002e-06 1
4 0 2.999994e-06 0.73
4 0 0.000125 1
4 0 0.000253 1
4 0 0.000257 1
4 0 0.002205 0.93
2 -0.01 0.020493 0.47
4 0 3.3e-05 1.03
4 0 2.000001e-06 0.28
3 -0.01 3.894656 1
5 0.01 9.18886 1
3 -2e-04 0.2285 0.6
3 -0.0018 0.75171 0.03
3 -0.008 4.23401 0.02
4 0 0.00065 0.01
4 0 5e-04 1
4 0 9.999996e-06 1.5
4 0 0 0.27
4 0 0 2
4 0 1e-05 0.22
4 0 2e-05 0.78
4 0 0.00034 0.88
4 0 9.999996e-06 1.98
4 0 1e-05 0.66
4 0 5e-05 0.12
4 0 4e-05 0.34
5 1e-04 0.00053 0.02
4 0 0.00097 0.01
2 -0.0101 4.35207 1.5
4 0 9.999996e-06 0.27
4 0 0.00068 1
2 -0.01 3.30072 0.7
4 0 1.02537 0.3
6 0.01 0.00184 0.3
2 -0.01 0.00122 1
4 0 0 1
4 0 1e-04 1
4 0 0.00064 1
6 0.01 0.00231 1
2 -0.02 9e-05 1.5
4 0 1e-05 0.27
4 0 0 1
4 0 9.999996e-06 1
4 0 0.00012 1
4 0 0 1
6 0.02 0.00051 1
4 0 6e-05 1
4 0 0.00035 1
1 -0.03 0.00167 1.24
4 0 7e-05 1
6 0.02 0.00014 1
4 0 0.00055 1
4 0 0.00055 1.5
4 0 0.00055 0.27
4 0 0.00012 1
4 0 0.00045 1
3 -0.01 6e-04 1
4 0 0.00054 1.24
4 0 0.41054 1
4 0 0.00033 1
4 0 9.999996e-06 0.1
4 0 0 0.1
4 0 1e-05 1
4 0 5e-05 1
4 0 0.00071 1
2 -0.01 0.00184 1
6 0.02 0.01803 2
4 0 0.00017 0.1
4 0 0 1
4 0 1e-05 0.1
4 0 0 0.1
4 0 3e-04 1
4 0 2e-04 1
4 0 0.0814 1
2 -0.02 7.89508 1
6 0.02 5.14475 0.8
3 -0.01 3.88334 1
5 0.01 3.22823 1
3 -0.01 2.32047 1
4 0 0.74926 0.1
6 0.02 0.04515 1
4 0 0 0.03
4 0 9.999996e-06 0.88
4 0 0 0.85
4 0 1e-05 0.71
4 0 5e-05 2.24
4 0 3e-05 0.05
4 0 1e-05 0.19
4 0 0.00028 0.65
4 0 3e-05 1.31
4 0 0 0.35
4 0 3e-05 0.69
3 -0.0069 1.594571 5.21
5 0.0069 0.486886 1
3 -0.0099 0.312329 0.15
6 0.0149 0.237009 0.04
5 0.005 8.346235 0.24
4 0 13.65667 1
4 0 0.00258 0.5
3 -0.0063 4.88488 22.12
3 -0.0017 23.78936 0.07
5 0.008 12.18144 1.6
4 0 5.000002e-06 1
4 0 0.000353 1
4 0 2.000001e-06 0.4
4 0 6e-05 0.6
5 0.01 0.000515 0.35
3 -0.01 4.000001e-06 1
5 0.01 1.1e-05 0.5
4 0 2.2e-05 0.15
4 0 3.999994e-06 0.01
4 0 5.000002e-06 1
4 0 8.1e-05 1
4 0 4.000001e-06 1
4 0 0.001193 1
6 0.01 0.279672 1
2 -0.01 8.852968 1
6 0.01 1.52314 1.6
4 0 9.999996e-06 1
4 0 4e-05 1
4 0 18.4003 0.25
4 0 0.11807 1
4 0 15.12604 1
5 0.01 2.15838 2
3 -0.01 0.00275 2
5 0.01 0.00305 1
3 -0.01 0.01435 1
4 0 0.00078 1
4 0 0.00127 0.25
4 0 0 1
4 0 1e-05 0.01
4 0 0 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 1e-05 1
4 0 0 1
4 0 2e-04 0.75
4 0 0 2
4 0 1e-05 0.25
4 0 0.00017 0.75
4 0 0.00027 2
5 0.01 0.00157 1
4 0 0.00148 1
3 -0.01 0.09771 1
4 0 4.36867 1
4 0 1.00391 0.05
4 0 1.65916 1
2 -0.01 0.5368 0.94
6 0.01 2.033663 0.2
3 -1e-04 2.876856 1.35
3 -0.0099 0.052675 1.06
4 0 0.002555 1
4 0 4.000001e-06 1
4 0 0.000152 1
4 0 6.999995e-06 0.02
4 0 0.000659 1
4 0 8.285279 0.23
4 0 0.33947 0.04
4 0 0.0011 0.05
5 0.0019 7e-04 0.04
5 0.0011 0.00089 0.04
4 0 0.00057 0.05
4 0 0.00203 0.05
3 -0.003 0.00202 0.04
4 0 0.00223 0.05
4 0 19.13256 1
4 0 0.00016 0.91
7 0.0254 9.23962 4
4 0 0.00228 2
2 -0.0154 0.70576 0.42
3 -1e-04 0.00115 0.42
3 -0.0099 1.7938 1
4 0 0 2
4 0 0 1
4 0 1e-05 2
4 0 0 1
4 0 0.00016 0.98
4 0 1e-05 1
4 0 9.999996e-06 1
4 0 1e-05 1
4 0 0 0.01
4 0 9.999996e-06 2
4 0 0.00029 1
3 -0.01 0.00042 1
4 0 0 0.5
4 0 1e-05 1.1
4 0 0 1
4 0 2e-05 0.4
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 0.91
4 0 1e-05 0.09
4 0 9.999996e-06 1
4 0 0 2
4 0 0 2
2 -0.01 3e-04 1.35
6 0.01 0.00038 1
4 0 0 1
4 0 9.999996e-06 2
4 0 0.00884 2
3 -0.005 0.07287 1
5 0.005 0.03497 1
2 -0.01 1.73621 1
4 0 1e-05 1
4 0 5e-05 1
2 -0.01 0.00011 1
4 0 0 0.29
4 0 0 0.71
4 0 3e-05 0.29
4 0 0.00035 0.96
4 0 6.000001e-05 0.04
4 0 2e-05 1
4 0 9.999996e-06 1
3 -0.01 7.44277 1
4 0 0.00013 1
4 0 4e-05 3
2 -0.01 0.00139 1
2 -0.01 5.66567 1
4 0 0 1
3 -0.01 0.00555 0.25
4 0 0.39978 1
5 0.01 0.00029 0.07
4 0 9.999996e-06 0.03
4 0 0.0108 2
4 0 0.9159501 0.71
2 -0.02 0.5515625 0.4
4 0 0.0001896 0.3
4 0 0.0001296 0.1
4 0 0.0002155 0.1
4 0 0.0001642 0.1
2 -0.01 0.0004913 0.1
4 0 0.0004882 0.1
4 0 4.21915 0.1
6 0.015 2.055159 2.44
5 0.005 18.47915 0.05
1 -0.02 8.25318 1
6 0.01 0.41461 1
4 0 0.53492 1
4 0 0.00035 1
6 0.01 0.00022 1
4 0 9.999996e-06 0.8
4 0 0.00032 1
5 0.0072 1.99457 4.07
2 -0.0172 0.00204 1
6 0.0172 0.20157 0.01
2 -0.0172 3.92817 0.1
4 0 0.00093 0.1
5 0.0041 2.52452 4
5 0.0064 0.76789 6.58
6 0.0122 4.90959 10
1 -0.0227 8.18425 0.81
7 0.0415 0.56426 1
4 0 0.00183 1
4 0 0.00011 1
1 -0.0414 14.81025 0.35
6 0.0116 5.49461 2.5
6 0.0183 19.08613 2.05
4 0 8e-05 1.22
4 0 1e-05 0.78
4 0 9.999996e-06 0.22
2 -0.015 9e-05 1
6 0.015 1e-05 1
4 0 0.00028 1
6 0.01 11.22737 0.05
2 -0.0187 44.66519 1
4 0 0.00064 1
4 0 0.00017 1
4 0 0.00047 1
5 0.0037 2.79939 1
3 -0.0049 14.67808 0.29
4 0 7.2073 0.26
5 0.0099 6.79563 1
4 0 5.000002e-06 1
2 -0.01 0.002117 2
4 0 5.000002e-06 1
4 0 3.000001e-06 1
4 0 4.000001e-06 0.35
4 0 3.9e-05 1
4 0 0.000116 1
4 0 1.600001e-05 1
4 0 3.999994e-06 1
4 0 0.000642 0.1
4 0 0.000438 1
5 0.005 0.000323 1
3 -0.005 0.000149 1
4 0 0 0.01
4 0 0 1
4 0 7.5e-05 1
4 0 0.00381 1
4 0 0.003879 1
5 0.005 0.000702 2
3 -0.005 0.058994 1
4 0 0.131716 0.09
4 0 20.30369 1
4 0 4e-05 1
4 0 0.00071 1
3 -0.0028 21.24624 1.35
6 0.0128 5.42761 1
4 0 0 0.8
4 0 1e-05 0.03
4 0 0.00026 1
4 0 1e-05 1
4 0 0.00058 1
4 0 0 1
6 0.01 0.00473 1
4 0 0.21789 1
4 0 1.7543 1
4 0 7.080526 0.22
4 0 0.0003568 1
4 0 0.0060421 1
5 0.01 4.680476 0.05
4 0 5e-05 1
4 0 0.000693 1
4 0 0.019972 1
4 0 0.100188 1
3 -0.0099 8.065956 0.02
3 -1e-04 0.00282 0.02
4 0 2.64034 0.8
4 0 7.19749 0.2
5 0.01 0.00639 1
4 0 0.00461 0.73
4 0 17.66869 1
4 0 9.999996e-06 1
4 0 0.00017 1
4 0 0.00049 1
6 0.01 1.55263 1
4 0 0.00053 2.9
4 0 0 1
4 0 1e-05 0.02
4 0 0 1
4 0 0.00011 0.08
4 0 0.00025 0.92
4 0 0.00038 1
6 0.01 0.00068 0.05
2 -0.01 0.02148 1
5 8e-04 0.25609 0.35
3 -0.0098 14.50143 0.05
5 0.0079 0.859 0.5
7 0.0211 6.184016 0.05
4 0 4.000001e-06 0.01
4 0 4.4e-05 1
3 -0.01 0.000127 1
5 0.01 5.020861 0.5
3 -0.01 17.92327 0.22
4 0 2e-05 0.78
4 0 0.00166 1
4 0 1e-05 1
4 0 0 2
4 0 9.999996e-06 1
4 0 0 1
4 0 0.00022 1
4 0 3e-05 1
4 0 1e-05 1
4 0 0.00012 0.01
4 0 0.00035 2
4 0 0 1
4 0 0 1
4 0 0 2
2 -0.01 0.00017 1
4 0 3e-05 1
6 0.01 0.00492 1
4 0 0.00509 1
2 -0.01 0.02749 1
6 0.01 0.07329 1
2 -0.01 3.78729 1
4 0 0.00021 1
4 0 0.00057 1
4 0 3.43729 1
4 0 0.00121 1
4 0 0.36748 1
3 -0.008 12.97267 0.04
5 0.004 2.57563 5
5 0.004 3.25054 1
4 0 0 1
4 0 0 1
4 0 5e-05 1
6 0.01 15.94691 1
4 0 5e-05 1
4 0 0.00074 1
3 -0.0025 3.89204 0.05
3 -0.0074 16.06054 0.08
5 0.0099 8.46709 2
2 -0.01 1.61609 1
4 0 9.999996e-06 0.89
4 0 1e-05 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 1
4 0 0.00015 0.01
4 0 0 2
4 0 0.00022 1
4 0 0.00036 1
4 0 4.000001e-05 1
6 0.01 0.00098 1
1 -0.02 0.00288 0.11
6 0.01 0.20021 1
2 -0.01 0.07488 0.5
6 0.01 1.57077 1
5 1e-04 12.24568 0.6
3 -1e-04 18.85949 1
4 0 1e-05 1
4 0 0 0.13
4 0 2.10779 0.41
4 0 0.02868 1
4 0 2.41948 1
5 0.005 21.01967 1
3 -0.005 3.3739 1
4 0 0 2
4 0 9.999996e-06 2
4 0 0 1
4 0 1e-05 1
4 0 0.00031 1
4 0 1e-05 1
4 0 9.999996e-06 0.01
4 0 1e-05 1
4 0 1e-05 1
4 0 9.999996e-06 1
4 0 0 1
4 0 1e-05 0.94
4 0 3e-05 0.06
4 0 1e-05 0.94
4 0 0.00042 0.06
4 0 0.00036 0.01
4 0 2.000001e-05 1
4 0 0 0.99
4 0 0.00042 0.01
4 0 4e-05 1
2 -0.01 0.00717 2
4 0 9.999996e-06 1
4 0 2e-05 0.8
4 0 5e-05 0.2
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 1
4 0 1e-05 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0.00025 1
4 0 7e-05 1
4 0 0 1
4 0 9.999996e-06 1
4 0 1e-05 1
4 0 0 0.89
4 0 0.00636 1
4 0 0.00088 0.01
4 0 0.0233 2
3 -0.01 0.02776 0.63
6 0.02 0.02568 1
2 -0.01 3.89559 1
4 0 0.00014 1
6 0.01 0.00046 1
4 0 0.00016 1
4 0 0.00022 1
2 -0.01 0.39753 1
4 0 2.08256 1
3 -0.0099 3.89396 0.24
5 0.0035 1.66698 0.3
3 -0.0016 4.28508 0.74
5 0.0041 1.42765 0.07
3 -0.0061 15.42317 1
4 0 16.35107 0.36
5 0.007 0.00727 0.36
3 -0.007 0.00783 1
4 0 0.00015 1
4 0 0 3
4 0 0 1
4 0 1e-05 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0.00034 1
2 -0.01 0.00054 1
4 0 0 0.93
4 0 3e-05 0.07
4 0 0.00039 0.27
4 0 0.00056 0.12
4 0 4e-05 0.34
4 0 0.00658 1
4 0 0.04918 0.24
5 0.005 1.45194 1
3 -0.0049 30.67403 0.07
3 -1e-04 0.003241 0.07
5 0.004 7.621786 1.9
5 0.001 1.97378 1
5 0.005 9.999996e-06 0.14
4 0 0 0.03
4 0 1e-05 1
4 0 3e-05 1
4 0 0 1
4 0 6e-05 1
4 0 4e-05 1
4 0 9.999996e-06 1
4 0 1e-05 1
4 0 0 0.4
4 0 6.13882 0.52
5 0.01 12.95991 0.59
3 -0.005 0.84501 1
3 -0.005 0.16313 1.69
5 0.0039 0.00334 1.69
3 -0.0039 0.01008 0.01
4 0 0.00056 0.03
4 0 7e-05 0.99
4 0 4e-05 1
4 0 0.00011 1
4 0 0.00265 1
4 0 0.00113 1
4 0 7e-05 1
4 0 0.00097 1
5 0.0039 0.00195 1
4 0 0.00032 1
4 0 0.00046 1
4 0 0.00084 1
3 -0.0039 0.00011 0.88
5 0.0039 9e-05 1
3 -0.0039 4e-05 0.97
4 0 1e-05 1
5 0.0039 0.00042 1
4 0 0.00037 1
4 0 0.00027 1
3 -0.0039 0.00016 0.01
4 0 0 0.99
4 0 6e-04 0.01
4 0 0.09961 1
4 0 0.0527 1
4 0 0.26849 1
4 0 21.07624 1
4 0 7e-05 0.06
4 0 0 1
3 -0.005 3e-05 0.03
5 0.005 2e-05 0.97
4 0 2e-05 1
4 0 6.000001e-05 0.03
5 0.01 0.00061 0.87
3 -0.01 2.07269 1
5 0.005 14.0777 5
3 -0.0018 5.74893 2.16
5 0.0068 4.53085 0.41
4 0 0 0.59
4 0 4e-05 0.07
4 0 0 0.03
4 0 1e-05 0.4
4 0 1e-04 1
4 0 2e-05 0.13
4 0 0 0.87
4 0 0.00011 0.13
4 0 0.00039 1
4 0 35.22313 1.85
5 0.0039 0.00372 1.85
5 0.0043 4.540594 1
5 0.0018 2.743329 0.12
2 -0.01 1.564577 1
4 0 5.000002e-06 1
4 0 3.000001e-06 1
4 0 4.000001e-06 1
4 0 3.999994e-06 1
4 0 3.000001e-06 1
4 0 2.3e-05 1
4 0 0.000276 1
4 0 2e-05 0.01
4 0 4.000001e-06 1
4 0 6.000002e-06 0.9
4 0 4.5e-05 0.1
4 0 0.000546 1
4 0 0 1
4 0 3.8e-05 1
3 -0.01 0.000813 1
4 0 4.000001e-06 1
4 0 0.000166 1
4 0 8.000003e-06 1
4 0 0.000123 1
4 0 0.00061 1
6 0.015 0.00392 1
2 -0.015 0.001669 1
2 -0.01 0.044914 0.9
4 0 0.118208 1
5 0.005 16.40572 1
3 -0.005 2.4321 0.02
4 0 9.80588 0.06
5 0.005 3.84678 0.25
5 0.0049 31.36093 0.08
3 -0.0099 8.74865 3
4 0 1e-05 1
4 0 0 0.01
4 0 9e-05 1
4 0 2e-05 1.98
4 0 0.00063 2
4 0 0 0.58
4 0 4e-05 0.38
4 0 0.00012 1.04
2 -0.01 0.00141 1
4 0 0.00015 1
3 -0.01 0.00133 1
5 0.01 0.00484 1
6 0.01 0.1107 1
2 -0.01 1.88537 1
3 -0.005 2e-05 1
5 0.005 1e-05 1
4 0 0.00011 1
4 0 5e-05 0.1
4 0 0.01003 1
6 0.01 2.87936 1
4 0 9.999996e-06 1
4 0 0.00036 2
4 0 0.06827 0.33
6 0.01 0.78489 1
2 -0.01 2.18207 1
6 0.0164 7.06753 3
4 0 0.00073 5
2 -0.0164 1.88021 1
4 0 0.00164 1
4 0 3e-05 1
4 0 4e-05 1
4 0 21.3424 0.4
4 0 6.223295 0.38
6 0.01 10.62043 1
4 0 9.999996e-06 0.78
4 0 7e-05 0.22
4 0 0 1
4 0 9.999996e-06 0.78
4 0 0 0.22
4 0 0 0.5
4 0 1e-05 0.78
4 0 0.00012 1
4 0 2e-05 1
4 0 0.00029 1
4 0 0.00021 0.22
4 0 0.00015 0.5
4 0 0.00037 1
4 0 0.00028 1
4 0 0 1
5 0.01 0.0035 1.96
3 -0.01 0.00346 1
5 0.01 0.00115 0.03
4 0 0 1
4 0 0 0.97
4 0 0.00066 0.03
4 0 0.03717 0.5
4 0 5e-05 0.2
3 -0.01 9e-05 0.8
4 0 0.00108 0.1
4 0 0.04198 2
4 0 0.19763 0.2
4 0 0.00076 0.1
5 0.01 3.63739 0.25
6 0.01 0.78455 1
2 -0.02 1.38786 0.5
4 0 0.00021 0.3
4 0 0.00199 0.1
4 0 0.02007 0.1
4 0 1e-05 0.3
4 0 0 0.3
4 0 0.00013 1.4
4 0 2e-05 0.7
4 0 6e-05 0.1
4 0 0.00061 0.8
4 0 0 1.2
4 0 9.999996e-06 2
4 0 0 0.8
4 0 3e-05 0.2
4 0 2e-04 0.2
4 0 0.00013 0.09
4 0 3e-05 0.8
4 0 0 0.1
4 0 9.999996e-06 1
4 0 9e-05 0.11
4 0 0.00058 1.1
4 0 0.00012 0.8
4 0 4e-05 1
2 -0.01 0.00027 0.1
4 0 0.00056 0.1
4 0 0.00077 0.1
6 0.01 0.00431 1
4 0 0.00302 1
4 0 0.00135 0.9
4 0 0.02707 1
2 -0.01 0.97426 1
4 0 0.0072 0.3
4 0 0.30743 1
4 0 4.75613 1
4 0 1e-05 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 1
4 0 3e-05 0.8
4 0 0 1
4 0 1e-05 0.5
4 0 8e-05 0.5
4 0 0.00054 0.7
4 0 0 1
5 0.0032 0.00136 1
5 1e-04 0.00056 0.8
3 -1e-04 0.00057 0.5
5 1e-04 0.00014 0.7
3 -1e-04 0.00064 1
3 -0.0032 1.50765 0.39
4 0 2e-05 0.61
4 0 8.13552 2
4 0 0.92442 1
4 0 2.4257 1
4 0 0.00021 1
4 0 0.00903 5.02
4 0 0.00301 1
4 0 7.57699 1.22
5 0.005 0.0072 1.22
5 0.005 18.18504 1.3
2 -0.01 7.301124 2
4 0 0.01127 0.54
4 0 17.36845 0.24
6 0.01 3.21583 3
4 0 1e-04 0.6
4 0 5e-05 1
4 0 0.00055 1
4 0 0.09858 1
4 0 0 1
4 0 0.00035 0.1
4 0 1.9153 1
4 0 0.00066 3
4 0 0.00494 1
4 0 0 2
4 0 9.999996e-06 1
4 0 0 1
4 0 0.00024 1
3 -0.009 1.10678 1
4 0 0.0052 1
3 -0.001 0.00357 1
4 0 0.0017 1
4 0 0.00214 1
4 0 1e-05 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 2
4 0 3e-05 1
4 0 0 1
4 0 0.00011 0.01
4 0 0 1
4 0 9.999996e-06 1
4 0 0.00054 1
5 0.001 8e-04 1
4 0 0.00388 1
4 0 0 1
3 -0.006 0.00154 0.62
5 0.005 0.00077 1
5 0.001 0.00098 1
2 -0.011 0.00347 1
4 0 9.999996e-06 1
4 0 0.00204 1
4 0 1e-05 1
4 0 0 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0 0.82
4 0 1e-05 0.07
4 0 0.00035 0.06
5 0.001 0.0023 1
4 0 0.00356 1
4 0 0.00044 1
4 0 0.002 1
4 0 0.00048 1
4 0 0.001 1
4 0 0 1
4 0 0 0.82
4 0 0.00336 24
5 0.009 0.04226 1
2 -0.01 0.0085 1
4 0 0.00014 0.94
4 0 1e-05 1
4 0 0.00059 1
4 0 0.00648 2
4 0 0.01143 1
3 -0.01 3.12937 0.5
4 0 8.22196 0.2
4 0 1e-04 0.2
4 0 1e-04 0.6
4 0 1e-04 0.1
4 0 0.00187 0.1
4 0 0.02057 0.2
4 0 8e-05 0.1
4 0 0 0.3
4 0 9e-05 0.2
4 0 2e-04 0.5
4 0 0 0.2
4 0 3e-05 0.1
4 0 0.00018 0.1
4 0 0.00013 0.3
4 0 0.00023 0.3
4 0 1e-05 0.1
4 0 4e-05 0.9
4 0 0.00013 0.4
4 0 0.00012 0.6
4 0 0 1.4
4 0 4e-05 0.6
4 0 0 0.16
2 -0.01 0.00026 0.1
6 0.01 1e-04 0.84
2 -0.01 2e-04 0.1
4 0 0.00027 0.1
4 0 0.00023 0.01
4 0 1e-05 0.59
4 0 0.00122 0.1
4 0 2e-04 0.1
4 0 6.999999e-05 0.1
4 0 0.00104 0.1
4 0 0.00078 0.1
4 0 0.00084 0.01
4 0 9.999996e-06 0.09
4 0 0.00084 0.1
4 0 2.74761 0.55
4 0 3.82814 0.66
5 0.006 17.09157 7.06
3 -0.001 0.70224 1
3 -0.005 0.012 1.5
4 0 0.88367 1
4 0 9e-05 1
5 0.0037 2.80797 32.56
3 -0.0037 0.39213 0.39
4 0 0.19022 1
6 0.01 1.76031 0.7
4 0 9.999996e-06 0.3
3 -0.005 0.12145 1
3 -0.005 4.92522 1
5 1e-04 13.51125 0.08
4 0 0.00296 0.3
3 -1e-04 0.00139 0.08
4 0 0.00145 0.3
6 0.01 13.51977 0.1
2 -0.01 0.18813 2
4 0 0 0.01
4 0 4e-05 1
