category change duration size
6 0.01 0.70419 1
4 0 0.00047 1
2 -0.01 3.083333 1
4 0 2.1e-05 1
4 0 6.000002e-06 1
4 0 1e-06 1
4 0 4.000001e-06 1
4 0 3.999994e-06 0.01
4 0 1e-06 0.31
4 0 2.000001e-06 0.03
4 0 3.000001e-06 1
4 0 1e-06 3
4 0 4.000001e-06 1
4 0 3.000001e-06 1
4 0 6.2e-05 0.37
4 0 6.000002e-06 1.95
4 0 2.699999e-05 1
4 0 0.000573 1
4 0 0 1
4 0 0 1
3 -0.01 0.00015 1
5 0.01 0.008392 1
4 0 7.000002e-06 1
4 0 0.017801 1
3 -0.01 0.032869 1
4 0 7.000002e-06 1
4 0 1e-06 1
4 0 6.000002e-06 0.27
4 0 5.999995e-06 1
4 0 2.000001e-06 0.73
4 0 0.000488 1
4 0 5.999995e-06 1
4 0 2e-05 1
4 0 7.000002e-06 1
4 0 0.000653 1
4 0 1e-06 2
5 0.0067 1.02792 3.28
5 0.0033 4.097025 2
4 0 0.977998 1
4 0 0.000133 1
4 0 0.000427 1
4 0 0.000122 1
4 0 0.022357 1
6 0.0159 0.800102 1
4 0 0.000485 1
1 -0.0259 3.678164 0.09
4 0 1.14131 0.05
4 0 0.00013 0.1
4 0 0.00027 0.15
4 0 0.00024 0.1
4 0 0.00025 0.1
4 0 0.00043 0.2
4 0 0.0103 0.05
5 0.01 3.46676 0.38
4 0 0.00024 0.19
4 0 5e-05 0.08
3 -0.01 8.6866 0.52
5 1e-04 2.37131 0.21
5 0.0061 1.03362 1.5
3 -0.0052 26.25769 1
5 0.004 0.00308 1
3 -0.005 0.0015 1
4 0 0.00081 1
5 0.005 0.00099 1
3 -0.005 0.00095 0.92
4 0 3.41988 0.1
5 0.01 0.00852 1
4 0 4.68775 1
4 0 2.6e-05 1
4 0 0.000311 1
4 0 5.8e-05 1
4 0 1.7e-05 1
4 0 6.000002e-06 0.49
4 0 3.1e-05 1
4 0 0.000507 1
4 0 0.000265 1
3 -0.005 0.001794 2
5 0.005 0.020184 2
4 0 4.000001e-06 1
4 0 3.000001e-06 1
4 0 4.799999e-05 1
3 -0.0025 0.089339 2
5 0.0025 4.164622 0.29
3 -0.0016 2.407495 0.12
5 0.0016 0.04444 2.45
4 0 0.99841 1
4 0 26.26538 2
6 0.01 0.00683 1
3 -1e-04 0.59375 4
5 1e-04 0.00597 1
4 0 1e-05 1
4 0 4e-05 1
4 0 0.00012 1
4 0 1e-05 1
4 0 1e-05 1
4 0 2e-05 1
4 0 1e-04 1
4 0 3e-05 1
4 0 3e-05 1
4 0 5e-05 1
4 0 0.00029 1
4 0 0.00012 1
3 -0.0025 0.1191 2
6 0.0125 0.39233 1
4 0 0.01036 1
4 0 2e-04 1
4 0 0.00062 1
4 0 0.00934 1
2 -0.01 1.38229 0.1
6 0.01 10.90376 1
1 -0.02 0.88362 1
4 0 0.75096 1
6 0.01 26.68061 1
4 0 0.00176 1
4 0 0.1103 1
2 -0.01 4.12744 2
4 0 0 1
4 0 1e-05 1
4 0 0.00068 1
4 0 1e-05 5
4 0 3.16804 1
4 0 0 0.01
4 0 1e-05 0.99
4 0 5e-05 1
4 0 0 1
4 0 0.00057 0.01
4 0 7e-05 1
4 0 0 2
4 0 0.00017 0.35
4 0 1e-04 0.01
4 0 1e-05 0.01
3 -0.01 0.00014 1
4 0 0.00043 1.49
4 0 3e-05 1
4 0 9.999996e-06 1
4 0 0 1
4 0 1e-05 1
4 0 0 1
4 0 0.00031 1
4 0 1e-05 2
4 0 2e-05 0.25
4 0 0 0.26
4 0 9.999996e-06 0.51
4 0 2e-05 0.74
4 0 0.00101 1
4 0 0.00633 2
4 0 0.00024 1
4 0 0 0.01
4 0 0.00562 1
2 -0.01 5.79405 1
4 0 9.999996e-06 0.1
4 0 1e-05 0.9
4 0 0 0.1
4 0 9.999996e-06 1
4 0 0 1
4 0 1e-05 0.9
4 0 0 0.1
4 0 9.999996e-06 0.9
4 0 3e-05 0.1
4 0 0.00032 1.5
4 0 6e-05 0.5
4 0 0 1
4 0 0.00056 1.42
4 0 0 0.58
4 0 0 0.42
3 -0.0087 3.44571 0.9
3 -0.0013 0.27179 0.2
4 0 3.42156 2
4 0 0.00038 1
4 0 0 1
4 0 0.00018 1
4 0 0.00037 1
3 -0.0062 2.42701 1
5 0.0052 0.04291 0.25
5 0.001 3.29165 1
4 0 0.00042 1
4 0 0.00053 1
4 0 0.00015 1
3 -0.01 0.95834 1
5 0.01 0.01132 1
4 0 5e-05 1
3 -0.0067 0.05337 1
5 0.0067 0.86547 1
4 0 2.78586 1
4 0 5e-05 1
4 0 1e-05 0.07
4 0 3e-04 1
4 0 4.37466 1
4 0 0.00043 1
4 0 4.000001e-05 1
4 0 0.00028 1
4 0 0.00394 1
4 0 1e-05 1
4 0 0.0029 1.93
4 0 0.00427 0.4
4 0 0.00016 0.4
6 0.01 0.00017 1
2 -0.01 0.10927 1
4 0 1.35468 1
5 1e-04 2.59531 1.72
5 0.0099 0.3851778 1
4 0 0.000149368 1
4 0 0.000197638 1
4 0 0.3994844 1
4 0 0.0002185 1
4 0 2.529293 1
4 0 0.022157 1
4 0 0.770568 1
4 0 0.00434 1
4 0 3.999994e-06 1
4 0 10.39499 1
4 0 0.00148 1
4 0 1.42812 1
4 0 0.62801 1
4 0 6.81425 1
3 -0.0068 1.49345 1
3 -0.0032 4.30789 0.01
4 0 1e-04 1
4 0 0 1
4 0 0 1
4 0 1e-05 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 0.01
4 0 1e-05 0.89
4 0 9.999996e-06 0.11
4 0 1e-05 1
4 0 0.00093 1
3 -0.01 0.00066 1
4 0 2e-04 1
4 0 0 0.28
4 0 0.00022 1
4 0 0.00584 1
4 0 0.00413 2
4 0 0.03506 2
4 0 1e-05 1
5 0.0019 1.91888 10
2 -0.0119 2.57502 1
6 0.02 0.53464 0.03
4 0 2.43756 1
4 0 7e-05 0.97
4 0 0 0.01
4 0 5e-05 1
4 0 0.00031 1
4 0 0.00148 1
4 0 0.01549 1
4 0 0.00114 1
4 0 0.00743 1
4 0 0.00115 1
3 -0.0025 0.06575 2
3 -0.0025 0.01124 2
5 0.008 13.22989 1
5 0.001 9.9259 1
2 -0.014 0.4688222 0.1
5 0.01 5.159306 1
6 0.01 3.507331 0.01
4 0 0.000502 0.49
4 0 0.000337 1
4 0 3.999994e-06 1
4 0 1e-05 1
4 0 0.000378 1
4 0 6.000002e-06 1
4 0 1.9e-05 1
4 0 2.8e-05 1
4 0 0.000137 1
4 0 2.199999e-05 1
4 0 8.6e-05 1
4 0 7.000002e-06 1
4 0 7.000002e-06 1
3 -0.006 0.000198 0.01
5 0.006 5e-05 1
4 0 1e-06 1
6 0.01 0.017868 1
4 0 0.00037 1
4 0 1.8e-05 1
4 0 3.2e-05 1
2 -0.01 2.670791 1
4 0 0.00036 2
4 0 5e-04 2
4 0 9.999996e-06 1
2 -0.01 0.00311 0.06
4 0 0.00383 2
4 0 17.53208 0.02
7 0.02 0.10656 1
1 -0.02 0.53729 1
4 0 18.58984 1
4 0 0 0.88
4 0 0 2
4 0 9.999996e-06 1
4 0 3e-05 1.14
4 0 3e-04 1
4 0 2e-05 0.7
4 0 9.999996e-06 1
4 0 1e-05 1
4 0 0.00051 2
4 0 0 0.01
4 0 9.66839 0.01
4 0 0.00037 0.99
4 0 4e-05 0.3
4 0 9e-05 0.7
4 0 1e-05 0.39
4 0 0 1
4 0 9.999996e-06 1
4 0 3e-05 1
4 0 9.999996e-06 0.1
4 0 7e-05 1
4 0 1e-05 0.61
4 0 2e-05 1
4 0 9.999996e-06 1
4 0 6e-05 0.31
4 0 3e-05 1
4 0 1e-05 0.75
4 0 6.999999e-05 0.31
4 0 0.00011 0.02
4 0 2e-05 1
4 0 2e-05 1
4 0 1e-05 1
4 0 1e-04 0.98
7 0.02 11.97216 0.45
4 0 4.000001e-06 0.1
4 0 4.000001e-06 0.45
5 0.0099 2.436777 0.6
3 -0.0073 19.1306 0.87
2 -0.0125 3.49288 0.01
6 0.0199 0.41035 1
4 0 0.00048 0.37
4 0 3e-05 1
4 0 9.999996e-06 1
4 0 0.00011 0.23
4 0 0.00017 0.05
4 0 7e-05 1
4 0 0 1
4 0 8.23976 0.63
4 0 9.999996e-06 0.04
4 0 0 1
4 0 1e-05 0.33
3 -0.0099 6.76933 0.29
5 0.0099 7.98342 0.28
4 0 1e-04 0.72
4 0 1e-05 1
4 0 2e-05 1
4 0 8.999999e-05 0.25
4 0 1e-05 1
4 0 0.00052 1
3 -0.0035 0.00861 0.72
4 0 0.00024 1
4 0 0.00024 0.78
5 0.0035 0.0175 1
4 0 0.00072 1
4 0 0.01733 1
4 0 0.61621 1
3 -0.01 1.972702 0.01
5 0.01 11.14655 0.26
3 -0.01 1.08211 2
5 0.001 6.5999 2
5 0.009 3.07878 1
3 -0.004 6.12609 0.25
5 0.004 0.05218 1
3 -0.01 0.35697 0.25
5 0.01 3.77395 0.72
4 0 1e-05 1
4 0 0 1
4 0 9.999996e-06 0.28
4 0 0.00015 1
4 0 0 1
4 0 2e-05 0.05
4 0 0 0.05
4 0 0 0.05
4 0 1e-05 0.05
4 0 0.00048 0.8
4 0 0.00168 0.2
6 0.01 1.35279 1
4 0 2e-05 1
4 0 9.999996e-06 0.05
4 0 0 0.02
4 0 1e-05 0.03
4 0 0 0.01
4 0 0 0.5
4 0 9.999996e-06 0.1
4 0 9e-04 1
4 0 9.999996e-06 1
4 0 0.00025 1
4 0 5.54456 1
3 -0.009 3.43815 1
4 0 0.00052 3
3 -0.001 2.05635 1
4 0 9.999996e-06 2
4 0 0 1
4 0 1e-05 1
4 0 0.00035 1
4 0 0 1
4 0 9.999996e-06 2
4 0 1e-05 1
4 0 2e-05 1
4 0 0.00011 0.07
4 0 0.00045 1
4 0 0 1
4 0 0 1
4 0 5e-05 0.52
4 0 1e-05 0.01
4 0 6e-05 1
4 0 4e-05 2
4 0 0 0.01
3 -0.01 0.00036 0.02
4 0 10.9623 0.4
5 0.01 4.668157 2
3 -0.005 0.625294 1
5 0.005 2.223209 0.02
4 0 0.000387 0.26
4 0 3.999994e-06 0.72
3 -0.01 7.823469 1
4 0 0.05952 1
4 0 0.46058 0.2
5 0.001 1.55805 3
5 6e-04 2.97676 0.36
5 0.0046 1.26575 0.16
5 0.0038 0.64685 1
4 0 0.00013 0.01
4 0 0 1
4 0 9.999996e-06 1
4 0 0.00032 1
4 0 6e-05 1
4 0 0.00031 1
4 0 4e-05 1
4 0 6e-05 1
4 0 0.00023 0.05
4 0 3.81886 1
4 0 0.00033 1
4 0 5e-05 1
4 0 5e-05 1
4 0 0.00022 1
4 0 0.00039 1
4 0 0.16521 1
4 0 1.83244 1
4 0 0.00216 1
6 0.01 0.3541 1
2 -0.01 4.87181 1
4 0 0 1
4 0 0 1
4 0 0.00762 7
4 0 0.00209 1
4 0 1e-05 1
4 0 8e-05 0.06
4 0 2.09401 1
5 0.001 13.4065 3
3 -0.001 0.00653 1
4 0 0 2
3 -0.01 0.00128 1
4 0 0 2
4 0 1e-05 1
4 0 0 0.51
4 0 9.999996e-06 0.75
4 0 1e-05 0.49
4 0 9.999996e-06 0.25
4 0 0 1
4 0 0.00014 1.5
4 0 2e-05 0.76
4 0 9.999996e-06 1.34
4 0 0.00021 0.44
4 0 7e-05 0.76
4 0 0.00045 0.24
4 0 3e-05 0.01
4 0 0.00061 0.5
4 0 9.999996e-06 0.24
4 0 1e-05 0.01
4 0 0.00039 2
2 -0.01 0.00285 1
4 0 6e-05 0.5
4 0 5e-05 1
6 0.02 0.10187 1
2 -0.017 3.09447 0.53
3 -0.003 27.76507 0.28
4 0 0 1
4 0 0 0.06
4 0 1e-05 0.94
4 0 0 1
4 0 9.999996e-06 0.06
4 0 0 0.94
4 0 0.00034 0.06
4 0 1e-05 0.75
4 0 2e-05 0.56
4 0 1e-05 0.44
4 0 9.999996e-06 0.56
4 0 6e-05 0.22
4 0 2e-05 0.97
4 0 2e-05 0.44
4 0 0.00045 1
4 0 3e-05 0.01
3 -0.005 0.46152 1
5 0.0045 2.6132 1
3 -0.002 3.31221 1
5 0.0025 5.26719 1
4 0 0.00025 1
4 0 0 1
4 0 0.00014 1
4 0 1e-05 1
4 0 0.00022 1
4 0 4.000001e-05 1
4 0 0.00042 1
4 0 0.00339 1
4 0 0.00019 1
4 0 1e-05 1
3 -0.0025 0.10953 1
5 0.0025 3.1572 1
4 0 0 0.07
4 0 0.00261 1
4 0 0.00016 1
4 0 4e-05 1
5 1e-04 0.86456 3
5 0.0099 9.5102 0.29
4 0 0.00029 0.71
3 -0.0062 7.66365 0.11
5 0.0062 0.2312 1
2 -0.01 0.40659 1
4 0 2e-05 1
4 0 2e-05 0.79
4 0 2e-05 2
4 0 0 1
4 0 1e-05 1
4 0 0 1
4 0 0.00024 0.21
4 0 2e-04 0.01
4 0 0 1
4 0 0.01843 1
4 0 2.62383 1
4 0 0.00095 2
3 -0.005 0.05761 1
3 -0.005 7.146 1
4 0 9.999996e-06 1
4 0 0 1
4 0 0 1
4 0 0.00037 1
4 0 0 1
4 0 9.999996e-06 1
4 0 0.00054 1
3 -0.01 2.625708 0.28
4 0 3.000001e-06 0.1
4 0 5.000002e-06 1
4 0 9.000003e-06 1
4 0 0 1
4 0 3.999994e-06 0.49
5 0.005 0.004845 1
5 0.005 2.679768 1
4 0 8.216878 1
4 0 0 1
4 0 4e-04 1
4 0 0.00022 1
4 0 0 0.46
4 0 4e-05 1
4 0 0.00012 0.78
4 0 0.00024 1
3 -0.005 0.00077 1
5 0.005 0.00029 1
4 0 1.63522 1
4 0 2.06305 1
4 0 0.01429 0.54
4 0 0 0.46
4 0 2.01963 1
4 0 0.92437 0.54
4 0 0 0.01
4 0 9.999996e-06 0.45
4 0 2.99512 0.55
4 0 0 0.45
4 0 1.12127 0.55
4 0 9.999996e-06 1
4 0 0 1
4 0 0.00011 1
4 0 5e-05 1
4 0 0.00034 1
4 0 0.00025 1
4 0 1e-05 1
4 0 0.00035 1
4 0 0.00013 1
6 0.01 1.43754 0.31
4 0 2.61717 1
4 0 0.00052 1
4 0 9e-05 1
4 0 4e-05 1
4 0 9e-05 1
4 0 9.999996e-06 0.4
4 0 0.00016 1
4 0 5e-05 1
4 0 6.000001e-05 1
4 0 2e-05 1
4 0 9.999996e-06 1
4 0 5e-05 1
4 0 0.00018 0.5
4 0 1e-05 1
4 0 9e-05 1
4 0 9e-05 1
4 0 9.999996e-06 1
4 0 0.01688 1
4 0 1.73842 1
4 0 0.45111 1
4 0 0.00053 1
4 0 0.52529 1
4 0 0 1
4 0 0.94218 1
6 0.0199 0.2872 0.13
5 1e-04 8.94348 0.5
4 0 0 1
4 0 0.96302 1
4 0 0 1
6 0.01 0.01318 0.7
4 0 0 1
4 0 0.00075 0.15
4 0 0.05272 2
4 0 0.01599 1
4 0 0.0027 1
2 -0.01 0.00072 1
6 0.01 0.51452 0.01
4 0 4.55133 0.1
4 0 0.2922 1
4 0 0 1
4 0 0.00735 1
4 0 0.49367 1
4 0 2.75067 1
4 0 4.39306 1.25
4 0 0.00307 1
4 0 2.10156 1
4 0 2.25083 1
4 0 0.00019 1
4 0 1.872033 1
4 0 0.000481 1
4 0 0.000331 1
4 0 7.719689 1
1 -0.0234 0.840289 1
6 0.0134 0.213677 0.07
5 0.0025 0.00205 1
3 -6e-04 3.15366 3
5 0.0081 5.7972 1
3 -1e-04 7.51634 0.07
3 -0.0099 7.34048 0.01
4 0 1e-05 0.99
4 0 0.00243 0.3
6 0.01 1.03758 0.06
3 -1e-04 27.28956 0.16
5 1e-04 3.141876 2
4 0 4.000001e-06 1
4 0 4.000001e-06 1
4 0 1.3e-05 1
4 0 0.000218 1
4 0 1.1e-05 1
4 0 1e-06 1
4 0 8.000003e-06 1
4 0 0.000209 1
4 0 7.000002e-06 1
4 0 1.3e-05 1
4 0 0.000445 1
4 0 0.000122 1
4 0 8.143157 1
4 0 0 1
4 0 1e-05 1
4 0 0 1
4 0 0.00049 1
4 0 9.999996e-06 1
4 0 0.00126 0.01
4 0 3.52675 2
4 0 1e-05 1
4 0 0.00014 1
4 0 0.00022 1
4 0 0.00039 1
3 -0.005 0.00146 1
5 0.005 8.95158 1
4 0 0.41383 1
4 0 0 1
4 0 1e-04 1
4 0 0.00034 1
4 0 9.999996e-06 1
4 0 5e-05 0.34
4 0 0.00098 1
4 0 0.00714 1
4 0 0.00021 1
4 0 1e-05 1
4 0 5.33066 2
4 0 0 1
4 0 9.999996e-06 1
4 0 2e-05 1
4 0 0.00065 1
3 -0.006 1.76558 0.3
5 0.006 0.87006 1
4 0 0.00039 1
3 -1e-04 2.06883 0.25
5 1e-04 0.21688 1
2 -0.01 7.64087 1
4 0 0 1
4 0 1e-05 1
4 0 0 0.28
4 0 9.999996e-06 1
4 0 0 1
4 0 0 0.72
4 0 0.00049 0.28
4 0 3e-05 1
4 0 7e-05 0.9
4 0 9.999996e-06 0.1
4 0 3e-05 0.9
4 0 0.00059 1
4 0 0 1
4 0 0 1
4 0 0 0.01
4 0 4.000001e-05 1
3 -0.005 0.51908 1
3 -0.0049 0.11782 0.1
3 -1e-04 0.00151 0.1
4 0 0.00111 0.1
5 1e-04 0.00047 0.1
3 -1e-04 2.05567 0.04
4 0 0 0.08
5 0.0039 1.93958 2.75
5 0.0061 1.76601 0.02
3 -0.0025 1.90369 0.2
3 -0.0075 0.35742 0.92
4 0 0 1
4 0 1e-05 1
4 0 0 1
4 0 0 0.01
4 0 9.999996e-06 1
4 0 0 0.07
4 0 0.00054 1
4 0 6e-05 1
4 0 0 1
4 0 0.00061 1
4 0 1e-05 1
4 0 0.05752 1
4 0 0.00071 0.9
4 0 0.00137 1
3 -0.005 13.09073 3
5 0.005 10.33303 1
4 0 0.01247 1
4 0 14.10891 1
4 0 4e-05 1
4 0 0.00033 1
4 0 0.00032 1
4 0 6e-05 1
4 0 0.00039 1
4 0 0.00025 1
4 0 0.00406 1
4 0 6.24366 1
4 0 0.00113 1
4 0 0.00713 1
4 0 0.56359 0.01
4 0 5.09082 0.04
4 0 1.40482 0.18
4 0 0.00053 1
4 0 0.08547 1
5 0.005 0.08996 2
3 -0.004 12.73458 1.06
4 0 0.1521 0.01
5 0.009 3.319488 0.48
4 0 2.599998e-06 1
4 0 0.0003904 1
4 0 4.900001e-06 0.48
4 0 5.04e-05 0.52
4 0 3.8e-06 1
4 0 4.499998e-06 0.8
4 0 2.63e-05 0.2
4 0 4.599999e-06 1
4 0 4.86e-05 1
4 0 6.900002e-06 1
4 0 1.22e-05 0.46
4 0 8.28e-05 0.06
4 0 0.0001064 1
4 0 2.14e-05 1
4 0 1.11e-05 1
4 0 2.000015e-07 1
4 0 2.000015e-07 0.12
4 0 9.769999e-05 1
4 0 3e-04 0.88
4 0 2.000015e-07 1
4 0 3.98e-05 0.5
4 0 0.0536342 0.13
4 0 5.82e-05 0.48
4 0 0.0667026 2
5 0.0099 2.777982 0.14
5 1e-04 7.30783 1
4 0 2e-05 0.29
4 0 9.999996e-06 0.71
4 0 3e-05 0.71
4 0 7e-05 0.71
4 0 0.00042 0.29
4 0 4e-05 0.71
4 0 0 0.29
4 0 4.000001e-05 0.29
4 0 0.26237 1
4 0 2.08187 0.58
4 0 4e-04 0.42
4 0 0.00573 1
3 -0.005 1.60202 5
4 0 0.31491 5
3 -0.0011 3.04288 1.16
5 0.0061 3.07935 1
4 0 6.999999e-05 1
4 0 5e-05 1
4 0 0.00013 1
4 0 0.00048 1
6 0.01 6.78181 0.45
4 0 0 0.55
4 0 0.00047 1
4 0 0.00265 1
4 0 0.00014 1
3 -0.0099 0.24931 0.35
5 0.0049 5.05388 2.1
4 0 0.55363 1
4 0 0.00381 1
4 0 0.01717 1
5 0.005 1.1943 1
3 -0.005 0.46406 1
5 0.005 0.01191 1
4 0 8.58683 1
4 0 0.00079 1
4 0 0.00088 1
3 -0.0099 0.55965 0.01
5 0.0099 1.85476 1
4 0 0 1
4 0 7e-05 0.01
4 0 0 0.1
4 0 9.999996e-06 1
4 0 0 1
4 0 4e-04 1
3 -1e-04 12.13752 0.49
5 1e-04 2.959722 0.6
4 0 2.097068 1
4 0 2.156165 1
4 0 4.565605 1
4 0 8e-05 1
4 0 1e-05 1
4 0 3e-05 1
4 0 0 0.87
4 0 9.999996e-06 1
4 0 0.00029 0.58
4 0 4e-05 1
4 0 9.999996e-06 1
4 0 5e-05 1
4 0 7e-05 1
4 0 5e-05 1
4 0 2e-05 1
4 0 0.00037 1
4 0 0.00012 1
4 0 6e-04 1
4 0 0.00086 1
5 0.0081 0.25814 2.5
5 0.0019 0.63938 1
3 -0.01 0.49904 0.15
4 0 3e-05 0.05
5 0.01 2.4348 1
4 0 0.01532 1
4 0 0.01157 1
4 0 0.17969 1
4 0 0.67892 0.22
4 0 0.14137 0.7
6 0.01 1.4077 1
4 0 0.00668 1
4 0 4.26582 1
4 0 0.00048 1
4 0 0 1
4 0 0.00059 1
4 0 9.92596 0.01
4 0 1e-05 0.2
4 0 0 0.79
2 -0.01 8.57023 2.5
6 0.01 0.06178 1
4 0 1.60886 0.21
4 0 0 1
4 0 6.999999e-05 1
4 0 5e-05 1
4 0 0 1
4 0 3e-05 1
4 0 0.00027 1
4 0 0.00011 1
4 0 0.00031 1
6 0.01 0.18367 1
4 0 5.01103 1
4 0 9.23867 0.05
4 0 0 0.95
4 0 3.47615 1
4 0 1e-05 0.05
4 0 0 0.2
4 0 1e-05 1
4 0 0 1
4 0 0.00011 1
4 0 3e-05 1
4 0 2e-05 1
4 0 0.00034 1
4 0 4e-05 1
4 0 6.000001e-05 1
4 0 8.999999e-05 1
4 0 6.000001e-05 1
4 0 4e-05 0.76
4 0 0.00012 1
4 0 0.00108 1
4 0 0.00161 1
4 0 0.04802 1
2 -0.01 0.95953 0.44
4 0 0.00922 0.05
4 0 5e-05 0.08
6 0.01 0.5071429 1
3 -1e-04 3.627076 0.49
5 1e-04 3.417622 1
4 0 3.785469 1
3 -0.005 10.19095 2
4 0 0.11037 2
4 0 0.00706 3
4 0 0.08507 13
5 0.005 0.24567 1
4 0 0.47963 1
4 0 9.999996e-06 0.5
4 0 0 0.5
4 0 0.71024 1
4 0 1.07529 0.5
4 0 0 1
4 0 0 0.5
4 0 0.00044 1
4 0 0.00062 1
4 0 0.02954 1
4 0 0.00101 1
4 0 0.01058 1
4 0 6.68083 0.5
4 0 9.999996e-06 1
4 0 0 2
4 0 0.00011 1
4 0 3e-05 1
4 0 0 6.55
4 0 0.00042 1
4 0 0 0.45
4 0 0.00022 1
4 0 0.00065 1
5 0.01 0.00634 1
4 0 9.999996e-06 0.01
4 0 0 0.01
4 0 0 0.01
4 0 1e-05 1
4 0 0 3.31
4 0 8.999999e-05 1
4 0 2.000001e-05 1
4 0 9.999996e-06 1
4 0 1e-05 2
4 0 0.00031 1
4 0 0.00016 1
4 0 9.999996e-06 1.89
4 0 0.00014 1
4 0 0 0.5
6 0.01 0.00033 1
2 -0.01 0.00285 1
3 -0.01 0.00338 1
4 0 0.00055 1
4 0 0.00111 1
4 0 0.00092 2
4 0 0.00128 1
4 0 0.00054 0.01
4 0 0.00071 0.01
4 0 9e-04 0.01
5 0.01 2e-05 0.77
3 -0.01 0.00064 1
4 0 0.00048 3.31
4 0 0.00076 1
4 0 0.00069 0.5
4 0 0.00097 1
4 0 0.00108 1.89
4 0 0.00029 1
4 0 0.00074 1
4 0 0.00043 1
4 0 0.00106 0.77
5 0.006 0.0015 26
5 0.004 0.03991 1
4 0 0.00097 1
4 0 0 1
4 0 0.00012 1
4 0 1e-05 1
4 0 0.0731 1
4 0 0.00643 1
4 0 0.00366 1
4 0 0 6
4 0 2.58442 1
4 0 3.58775 1
4 0 4.06148 0.2
4 0 0.05514 1
4 0 3.95033 0.6
4 0 1e-05 0.2
4 0 0 0.01
4 0 0.00016 1
4 0 0 1
4 0 9.999996e-06 1
4 0 1e-05 1
4 0 0.00049 0.19
4 0 0.01965 1
3 -0.01 1.25063 0.1
4 0 0.13975 0.1
5 0.01 0.27336 1
3 -0.007 4.14307 0.4
5 0.0045 3.01204 0.53
5 0.0025 0.05143 0.2
4 0 0 0.8
4 0 2.0991 1
4 0 1.0047 1
4 0 0.00063 0.01
4 0 6e-05 0.81
4 0 0 0.19
4 0 0.00402 0.99
4 0 0.07187 1
4 0 0.01536 0.99
4 0 0.00014 0.01
3 -0.0065 1.51406 0.35
5 0.0065 0.30853 0.01
4 0 0 0.99
4 0 3e-05 0.01
4 0 0.9812961 1
3 -0.01 7.350367 0.03
4 0 4.000001e-06 1
5 0.005 0.001994 1
3 -0.005 8.999996e-06 0.07
4 0 0.000629 1.93
4 0 9.1e-05 2
4 0 6.000002e-06 0.11
4 0 3.8e-05 0.89
4 0 5.000002e-06 1
4 0 5.999995e-06 1
4 0 2.000001e-06 0.11
4 0 2e-05 0.89
4 0 5.000002e-06 2
4 0 4.000001e-06 0.09
4 0 0.00031 0.93
4 0 7.000002e-06 0.07
4 0 4.4e-05 1
4 0 1.9e-05 1
5 0.005 0.000546 1
3 -0.005 0 1
4 0 0 0.37
4 0 4.4e-05 2
5 0.01 7.6e-05 0.9
4 0 0.000188 0.1
3 -0.01 0.000179 0.91
4 0 3.000001e-06 1
4 0 3.000001e-06 1
4 0 2.2e-05 1
4 0 7.999995e-06 1
4 0 5.000002e-06 1
4 0 2.000001e-06 1
4 0 9.7e-05 1
4 0 9.999996e-06 1
4 0 0.000271 1
4 0 6.999995e-06 2
4 0 1.9e-05 1
4 0 1e-05 0.01
4 0 4.000001e-06 1
4 0 7.999995e-06 0.99
4 0 0.000241 1
4 0 0.000205 0.63
4 0 0 1
4 0 3.8e-05 0.01
4 0 1e-06 1
4 0 0 1
4 0 0.000357 0.09
4 0 0.000145 1
4 0 4.000001e-06 1
4 0 7.000002e-06 0.91
4 0 3.000001e-06 2
4 0 0.000138 0.01
4 0 6.000002e-06 0.99
4 0 0.000205 1
4 0 4.4e-05 1
4 0 6.000002e-06 0.01
4 0 4.1e-05 1
4 0 4.1e-05 0.93
4 0 9e-05 0.09
4 0 0.000292 1
4 0 0.000371 1
5 0.01 0.016964 0.03
3 -0.0075 0.095835 2
4 0 0.109087 1
3 -0.0025 2.172559 1
4 0 0.004285 2
4 0 4.170607 1
4 0 0 0.01
4 0 0.00041 1
4 0 0.00424 1
5 0.005 3e-05 1
3 -0.005 1e-05 2.01
4 0 0.00015 0.99
4 0 1e-05 0.01
4 0 0.00076 1
5 0.005 0.00283 1
3 -0.005 0.00469 2
4 0 0.06052 1
3 -0.005 1.25618 3
3 -0.005 5.56134 0.36
4 0 2.6012 0.1
6 0.0125 6.85375 0.43
5 0.0025 3.11187 3
5 0.005 2.08662 1
4 0 9.999996e-06 1
4 0 0 1.5
4 0 0 0.2
4 0 1e-05 0.3
4 0 6e-05 0.2
4 0 9.999996e-06 1
4 0 1e-05 2.2
4 0 0 0.01
4 0 2e-05 1
4 0 0.01169 0.79
4 0 0.12038 1
4 0 1.73046 1
4 0 1e-05 1
4 0 0.00048 1
3 -0.01 0.00159 1.75
5 0.005 4.88136 1
4 0 0.08395 1
4 0 0.48156 1
3 -0.0012 17.54672 0.51
5 0.0062 7.765001 1
4 0 0.000168 1
4 0 1.3e-05 1
4 0 1.2e-05 1
4 0 9.5e-05 1
4 0 2e-05 1
4 0 2.4e-05 0.5
4 0 1.4e-05 0.4
4 0 4.5e-05 1
4 0 7.999995e-06 1
4 0 0.000116 1
4 0 2.9e-05 1
4 0 0.000352 1
4 0 0.000437 1
4 0 0.000467 1
4 0 0.000549 1
4 0 0.012583 0.03
4 0 0.078902 0.05
4 0 2.716626 0.01
4 0 0.00026 2
4 0 6.63549 1
4 0 0.00195 1
